n_mutations,group_1,group_2,n_pairs,RR,variant
0,Adams County,Adams County,126,5.234378666796778,Omicron
0,Asotin County,Adams County,12,1.9925184958445714,Omicron
0,Benton County,Adams County,205,1.1366226627584368,Omicron
0,Chelan County,Adams County,163,1.016443713001258,Omicron
0,Clallam County,Adams County,201,0.7652434819314967,Omicron
0,Clark County,Adams County,140,0.9903210446657374,Omicron
0,Columbia County,Adams County,0,0,Omicron
0,Cowlitz County,Adams County,150,1.5114121455224712,Omicron
0,Douglas County,Adams County,94,1.0385029426498977,Omicron
0,Ferry County,Adams County,0,0,Omicron
0,Franklin County,Adams County,104,1.1386807842753486,Omicron
0,Grant County,Adams County,113,1.1150334177600727,Omicron
0,Grays Harbor County,Adams County,196,0.9969017194923128,Omicron
0,Island County,Adams County,51,1.0828661931987602,Omicron
0,Jefferson County,Adams County,17,1.3840504820597777,Omicron
0,King County,Adams County,3175,0.9850477471646685,Omicron
0,Kitsap County,Adams County,146,0.9153343226749757,Omicron
0,Kittitas County,Adams County,22,0.9414182562032677,Omicron
0,Klickitat County,Adams County,11,1.2119801095212903,Omicron
0,Lewis County,Adams County,134,0.9269559980302736,Omicron
0,Lincoln County,Adams County,2,1.1942539880456422,Omicron
0,Mason County,Adams County,25,0.8798422288055884,Omicron
0,Okanogan County,Adams County,39,0.762199269743858,Omicron
0,Pacific County,Adams County,54,0.9833681161847756,Omicron
0,Pend Oreille County,Adams County,7,0.9903025409092974,Omicron
0,Pierce County,Adams County,812,1.0172093563604192,Omicron
0,San Juan County,Adams County,4,0.878372422762108,Omicron
0,Skagit County,Adams County,180,0.8309348066417631,Omicron
0,Skamania County,Adams County,0,0,Omicron
0,Snohomish County,Adams County,556,1.0381426636006852,Omicron
0,Spokane County,Adams County,346,1.1680875156441748,Omicron
0,Stevens County,Adams County,16,1.0832003267824566,Omicron
0,Thurston County,Adams County,888,0.9213554322158561,Omicron
0,Wahkiakum County,Adams County,0,0,Omicron
0,Walla Walla County,Adams County,8,0.4038709312820041,Omicron
