n_mutations,group_1,group_2,n_pairs,RR,variant
1,Adams County,Adams County,12,80.48148148148148,Delta
1,Asotin County,Adams County,0,0,Delta
1,Benton County,Adams County,2,4.19903381642512,Delta
1,Chelan County,Adams County,0,0,Delta
1,Clallam County,Adams County,2,3.240865026099925,Delta
1,Cowlitz County,Adams County,0,0,Delta
1,Douglas County,Adams County,0,0,Delta
1,Franklin County,Adams County,0,0,Delta
1,Garfield County,Adams County,0,0,Delta
1,Grant County,Adams County,6,26.33939393939394,Delta
1,Grays Harbor County,Adams County,0,0,Delta
1,Island County,Adams County,0,0,Delta
1,Jefferson County,Adams County,0,0,Delta
1,King County,Adams County,0,0,Delta
1,Kitsap County,Adams County,0,0,Delta
1,Kittitas County,Adams County,9,10.651960784313726,Delta
1,Klickitat County,Adams County,0,0,Delta
1,Lewis County,Adams County,0,0,Delta
1,Mason County,Adams County,0,0,Delta
1,Okanogan County,Adams County,0,0,Delta
1,Pacific County,Adams County,0,0,Delta
1,Pierce County,Adams County,0,0,Delta
1,Skagit County,Adams County,0,0,Delta
1,Snohomish County,Adams County,0,0,Delta
1,Spokane County,Adams County,2,2.682716049382716,Delta
1,Thurston County,Adams County,0,0,Delta
1,Wahkiakum County,Adams County,0,0,Delta
1,Walla Walla County,Adams County,0,0,Delta
1,Whatcom County,Adams County,0,0,Delta
1,Whitman County,Adams County,0,0,Delta
1,Yakima County,Adams County,3,2.7128589263420726,Delta
1,Adams County,Benton County,2,4.19903381642512,Delta
1,Asotin County,Benton County,0,0,Delta
1,Benton County,Benton County,50,32.86200378071834,Delta
1,Chelan County,Benton County,0,0,Delta
1,Clallam County,Benton County,0,0,Delta
1,Cowlitz County,Benton County,0,0,Delta
1,Douglas County,Benton County,0,0,Delta
1,Franklin County,Benton County,7,11.757294685990338,Delta
1,Garfield County,Benton County,0,0,Delta
1,Grant County,Benton County,0,0,Delta
1,Grays Harbor County,Benton County,0,0,Delta
1,Island County,Benton County,0,0,Delta
1,Jefferson County,Benton County,0,0,Delta
1,King County,Benton County,18,0.3134762572630736,Delta
1,Kitsap County,Benton County,0,0,Delta
1,Kittitas County,Benton County,2,0.741005967604433,Delta
1,Klickitat County,Benton County,1,7.558260869565218,Delta
1,Lewis County,Benton County,0,0,Delta
1,Mason County,Benton County,0,0,Delta
1,Okanogan County,Benton County,0,0,Delta
1,Pacific County,Benton County,0,0,Delta
