n_mutations,group_1,group_2,n_pairs,RR,variant
8,Adams County,Benton County,8,3.681333591781353,Delta
8,Asotin County,Benton County,0,0,Delta
8,Benton County,Benton County,16,1.3814812625874586,Delta
8,Chelan County,Benton County,7,0.8775934568642854,Delta
8,Clallam County,Benton County,16,1.2412159236657434,Delta
8,Clark County,Benton County,1,0.2382039382917346,Delta
8,Cowlitz County,Benton County,1,0.37495064360735997,Delta
8,Douglas County,Benton County,2,0.3766946000892547,Delta
8,Ferry County,Benton County,0,0,Delta
8,Franklin County,Benton County,13,2.20263892730014,Delta
8,Garfield County,Benton County,0,0,Delta
8,Grant County,Benton County,6,0.899881544657664,Delta
8,Grays Harbor County,Benton County,2,1.2087961047640263,Delta
8,Island County,Benton County,0,0,Delta
8,Jefferson County,Benton County,4,2.8417311936557814,Delta
8,King County,Benton County,155,1.03901237774991,Delta
8,Kitsap County,Benton County,3,1.1460755521583457,Delta
8,Kittitas County,Benton County,8,1.5726085246444612,Delta
8,Klickitat County,Benton County,0,0,Delta
8,Lewis County,Benton County,28,2.352387440391404,Delta
8,Mason County,Benton County,0,0,Delta
8,Okanogan County,Benton County,1,0.6327292110874201,Delta
8,Pacific County,Benton County,0,0,Delta
8,Pend Oreille County,Benton County,1,1.7606378047649949,Delta
8,Pierce County,Benton County,26,0.814277963843362,Delta
8,San Juan County,Benton County,0,0,Delta
8,Skagit County,Benton County,29,1.08937422613938,Delta
8,Snohomish County,Benton County,28,0.7430214588916493,Delta
8,Spokane County,Benton County,16,0.5504797894252491,Delta
8,Stevens County,Benton County,0,0,Delta
8,Thurston County,Benton County,11,1.1878436389481166,Delta
8,Wahkiakum County,Benton County,0,0,Delta
8,Walla Walla County,Benton County,2,0.29132855762298476,Delta
8,Whatcom County,Benton County,57,0.9565669962896428,Delta
8,Whitman County,Benton County,2,0.5259047988259076,Delta
8,Yakima County,Benton County,26,1.1923685246313327,Delta
8,Adams County,Douglas County,5,5.019027484143764,Delta
8,Asotin County,Douglas County,0,0,Delta
8,Benton County,Douglas County,2,0.3766946000892547,Delta
