n_mutations,group_1,group_2,n_pairs,RR,variant
9,Adams County,Adams County,338,0.8453883255906525,Omicron
9,Asotin County,Adams County,42,0.968279015432009,Omicron
9,Benton County,Adams County,3213,1.0289581067524822,Omicron
9,Chelan County,Adams County,1064,0.9647949449142447,Omicron
9,Clallam County,Adams County,1137,0.9881371873223518,Omicron
9,Clark County,Adams County,1337,0.9295598086620253,Omicron
9,Columbia County,Adams County,27,0.9215492856337558,Omicron
9,Cowlitz County,Adams County,1424,0.9980106068993406,Omicron
9,Douglas County,Adams County,581,0.9459484009905518,Omicron
9,Ferry County,Adams County,48,1.1008000641478908,Omicron
9,Franklin County,Adams County,1924,0.9979211991533353,Omicron
9,Grant County,Adams County,885,0.9076106295038573,Omicron
9,Grays Harbor County,Adams County,2602,1.0695705747694368,Omicron
9,Island County,Adams County,413,0.9431411646300878,Omicron
9,Jefferson County,Adams County,181,1.001082101143655,Omicron
9,King County,Adams County,47919,1.011409112590096,Omicron
9,Kitsap County,Adams County,1596,0.9623387590834708,Omicron
9,Kittitas County,Adams County,374,0.9758770000852884,Omicron
9,Klickitat County,Adams County,94,0.843287314166776,Omicron
9,Lewis County,Adams County,1298,0.9537363933648055,Omicron
9,Lincoln County,Adams County,39,0.9882042078949622,Omicron
9,Mason County,Adams County,364,1.1120903212160744,Omicron
9,Okanogan County,Adams County,499,0.9864136856252015,Omicron
9,Pacific County,Adams County,713,0.9656909242126607,Omicron
9,Pend Oreille County,Adams County,62,1.1993481038591252,Omicron
9,Pierce County,Adams County,8480,1.004905725040919,Omicron
9,San Juan County,Adams County,32,1.020266349739518,Omicron
9,Skagit County,Adams County,1053,0.933126833173567,Omicron
9,Skamania County,Adams County,30,1.3567167957778685,Omicron
9,Snohomish County,Adams County,6691,1.0064422868311238,Omicron
9,Spokane County,Adams County,3631,0.9614933649806865,Omicron
9,Stevens County,Adams County,102,0.8550109966984554,Omicron
9,Thurston County,Adams County,6780,0.968673074228822,Omicron
9,Wahkiakum County,Adams County,17,1.1713839015096867,Omicron
9,Walla Walla County,Adams County,822,1.0381255741511555,Omicron
9,Whatcom County,Adams County,3534,0.9722992220584613,Omicron
9,Whitman County,Adams County,1127,0.9762695152898572,Omicron
9,Yakima County,Adams County,7906,1.0216332327730324,Omicron
9,Adams County,Asotin County,42,0.968279015432009,Omicron
9,Asotin County,Asotin County,0,0,Omicron
9,Benton County,Asotin County,329,0.9711684142611626,Omicron
9,Chelan County,Asotin County,109,0.9110276810013722,Omicron
9,Clallam County,Asotin County,81,0.6488637043324115,Omicron
9,Clark County,Asotin County,127,0.8138817968573326,Omicron
9,Columbia County,Asotin County,4,1.2584225085861267,Omicron
9,Cowlitz County,Asotin County,156,1.0077700554441065,Omicron
9,Douglas County,Asotin County,36,0.5402633403930469,Omicron
