n_mutations,group_1,group_2,n_pairs,RR,variant
6,Adams County,Benton County,7,10.479806439605435,Delta
6,Asotin County,Benton County,0,0,Delta
6,Benton County,Benton County,16,3.2500189389156837,Delta
6,Chelan County,Benton County,2,0.6793632025674592,Delta
6,Clallam County,Benton County,4,0.7186152987158012,Delta
6,Clark County,Benton County,2,2.0211055276381913,Delta
6,Cowlitz County,Benton County,1,0.8600449053779535,Delta
6,Douglas County,Benton County,0,0,Delta
6,Ferry County,Benton County,0,0,Delta
6,Franklin County,Benton County,3,1.4788577031498957,Delta
6,Grant County,Benton County,3,1.5748874241336552,Delta
6,Grays Harbor County,Benton County,1,1.4436468054558504,Delta
6,Island County,Benton County,1,0.3962952014976845,Delta
6,Jefferson County,Benton County,0,0,Delta
6,King County,Benton County,60,0.9867073365198654,Delta
6,Kitsap County,Benton County,0,0,Delta
6,Kittitas County,Benton County,0,0,Delta
6,Lewis County,Benton County,0,0,Delta
6,Mason County,Benton County,0,0,Delta
6,Okanogan County,Benton County,0,0,Delta
6,Pacific County,Benton County,1,1.2249124409928431,Delta
6,Pend Oreille County,Benton County,0,0,Delta
6,Pierce County,Benton County,16,1.2558325608625651,Delta
6,San Juan County,Benton County,0,0,Delta
6,Skagit County,Benton County,10,0.7444219254652638,Delta
6,Snohomish County,Benton County,13,0.9333702259075127,Delta
6,Spokane County,Benton County,8,1.2021445517550577,Delta
6,Stevens County,Benton County,0,0,Delta
6,Thurston County,Benton County,1,0.29722140112326334,Delta
6,Wahkiakum County,Benton County,0,0,Delta
6,Walla Walla County,Benton County,6,2.0380896077023776,Delta
6,Whatcom County,Benton County,16,0.4004667299345023,Delta
6,Whitman County,Benton County,0,0,Delta
6,Yakima County,Benton County,28,2.7471337268868616,Delta
6,Adams County,Chelan County,5,12.517896047307811,Delta
6,Asotin County,Chelan County,0,0,Delta
6,Benton County,Chelan County,2,0.6793632025674592,Delta
6,Chelan County,Chelan County,16,9.088623684768026,Delta
