n_mutations,group_1,group_2,n_pairs,RR,variant
5,Adams County,Adams County,684,0.9687080747186844,Omicron
5,Asotin County,Adams County,130,0.8744480375280514,Omicron
5,Benton County,Adams County,4694,0.957646943859667,Omicron
5,Chelan County,Adams County,1848,1.065736490139265,Omicron
5,Clallam County,Adams County,2320,1.0679884846984806,Omicron
5,Clark County,Adams County,2296,1.0593707186476555,Omicron
5,Columbia County,Adams County,55,1.3945844715418696,Omicron
5,Cowlitz County,Adams County,2323,0.99262968681364006,Omicron
5,Douglas County,Adams County,1269,1.0453430954566383,Omicron
5,Ferry County,Adams County,90,1.0226898964651332,Omicron
5,Franklin County,Adams County,2836,0.9382323282727625,Omicron
5,Grant County,Adams County,2109,1.0194475614824112,Omicron
5,Grays Harbor County,Adams County,3591,0.9799980438797783,Omicron
5,Island County,Adams County,683,0.9913641197068066,Omicron
5,Jefferson County,Adams County,242,1.0991521143709828,Omicron
5,King County,Adams County,64892,0.9927217110822146,Omicron
5,Kitsap County,Adams County,2630,1.0203468663175361,Omicron
5,Kittitas County,Adams County,649,0.9768815220913756,Omicron
5,Klickitat County,Adams County,217,1.0882721328254343,Omicron
5,Lewis County,Adams County,2442,1.0162984668820771,Omicron
5,Lincoln County,Adams County,43,1.6568387981383146,Omicron
5,Mason County,Adams County,649,0.9839625946040189,Omicron
5,Okanogan County,Adams County,791,0.9959523650872685,Omicron
5,Pacific County,Adams County,1075,0.9809024822874733,Omicron
5,Pend Oreille County,Adams County,100,0.7925562296763045,Omicron
5,Pierce County,Adams County,12670,1.0170191783763625,Omicron
5,San Juan County,Adams County,72,0.999278111962796,Omicron
5,Skagit County,Adams County,2159,1.038782688048071,Omicron
5,Skamania County,Adams County,12,0.6506519824386089,Omicron
5,Snohomish County,Adams County,10247,0.9912983615488566,Omicron
5,Spokane County,Adams County,6767,0.995021860781952,Omicron
5,Stevens County,Adams County,212,1.0060964365395826,Omicron
5,Thurston County,Adams County,12610,1.037309750708524,Omicron
5,Wahkiakum County,Adams County,40,1.0742500022663612,Omicron
5,Walla Walla County,Adams County,1308,0.9934620206324495,Omicron
5,Whatcom County,Adams County,6337,1.0019776545486303,Omicron
5,Whitman County,Adams County,1867,0.9940424300082464,Omicron
5,Yakima County,Adams County,10825,0.9836127936919614,Omicron
5,Adams County,Asotin County,130,0.8744480375280514,Omicron
5,Asotin County,Asotin County,30,0.9584418016281423,Omicron
5,Benton County,Asotin County,1073,1.0397188092689416,Omicron
5,Chelan County,Asotin County,379,1.0381041234046713,Omicron
5,Clallam County,Asotin County,436,0.9532765536233845,Omicron
5,Clark County,Asotin County,473,1.0365519160043866,Omicron
5,Columbia County,Asotin County,13,1.5655946368440574,Omicron
5,Cowlitz County,Asotin County,487,0.988372943157808,Omicron
5,Douglas County,Asotin County,224,0.8763933798277433,Omicron
5,Ferry County,Asotin County,16,0.8635257162878521,Omicron
5,Franklin County,Asotin County,601,0.9443488932291723,Omicron
5,Grant County,Asotin County,425,0.9757331916355513,Omicron
5,Grays Harbor County,Asotin County,820,1.062863499914615,Omicron
5,Island County,Asotin County,157,1.0823456654408428,Omicron
5,Jefferson County,Asotin County,48,1.0354699694488303,Omicron
5,King County,Asotin County,13503,0.9811162418123982,Omicron
5,Kitsap County,Asotin County,540,0.995038038499518,Omicron
5,Kittitas County,Asotin County,145,1.036618696080977,Omicron
5,Klickitat County,Asotin County,48,1.1433332902307312,Omicron
5,Lewis County,Asotin County,496,0.9804176573753608,Omicron
5,Lincoln County,Asotin County,7,1.2810429103622036,Omicron
5,Mason County,Asotin County,135,0.9721236250640669,Omicron
5,Okanogan County,Asotin County,194,1.16015936666683,Omicron
5,Pacific County,Asotin County,237,1.0271161366829042,Omicron
5,Pend Oreille County,Asotin County,22,0.8281454151109745,Omicron
5,Pierce County,Asotin County,2665,1.0160230909081622,Omicron
5,San Juan County,Asotin County,12,0.7910227269154517,Omicron
5,Skagit County,Asotin County,392,0.895801870448406,Omicron
5,Skamania County,Asotin County,3,0.7725784732899686,Omicron
5,Snohomish County,Asotin County,2146,0.9860324480167378,Omicron
5,Spokane County,Asotin County,1440,1.0056637015652863,Omicron
5,Stevens County,Asotin County,35,0.7889066759805702,Omicron
