n_mutations,group_1,group_2,n_pairs,RR,variant
6,Adams County,Adams County,676,0.9452076920414999,Omicron
6,Asotin County,Adams County,116,1.011440082009515,Omicron
6,Benton County,Adams County,4694,0.9645982071554917,Omicron
6,Chelan County,Adams County,1656,0.9828016881153374,Omicron
6,Clallam County,Adams County,1983,1.0147405491288304,Omicron
6,Clark County,Adams County,2330,0.9926231048902183,Omicron
6,Columbia County,Adams County,31,1.0531137025837982,Omicron
6,Cowlitz County,Adams County,2269,1.0104191115197465,Omicron
6,Douglas County,Adams County,1134,0.9842075977657554,Omicron
6,Ferry County,Adams County,82,1.081812730535846,Omicron
6,Franklin County,Adams County,2965,0.980011768124923,Omicron
6,Grant County,Adams County,1791,0.9694642287104891,Omicron
6,Grays Harbor County,Adams County,3375,1.009749695445787,Omicron
6,Island County,Adams County,659,0.9725104757816565,Omicron
6,Jefferson County,Adams County,204,0.968952085912567,Omicron
6,King County,Adams County,66608,0.9881579013005162,Omicron
6,Kitsap County,Adams County,2582,1.012684294535944,Omicron
6,Kittitas County,Adams County,629,1.021035577488966,Omicron
6,Klickitat County,Adams County,206,1.1385475415415358,Omicron
6,Lewis County,Adams County,2274,1.0300832491968845,Omicron
6,Lincoln County,Adams County,32,0.9103688626259938,Omicron
6,Mason County,Adams County,578,0.929058296484005,Omicron
6,Okanogan County,Adams County,796,1.008373439989212,Omicron
6,Pacific County,Adams County,1135,1.0844199033630477,Omicron
6,Pend Oreille County,Adams County,105,0.9114186905416289,Omicron
6,Pierce County,Adams County,12520,1.0243984389661858,Omicron
6,San Juan County,Adams County,51,0.8434776773308107,Omicron
6,Skagit County,Adams County,2042,1.0378021524805476,Omicron
6,Skamania County,Adams County,13,0.7372647331865054,Omicron
6,Snohomish County,Adams County,10006,0.995320242675299,Omicron
6,Spokane County,Adams County,6498,0.9703050538714426,Omicron
6,Stevens County,Adams County,216,0.954447355007973,Omicron
6,Thurston County,Adams County,11517,1.039173450781073,Omicron
6,Wahkiakum County,Adams County,30,0.9562624049153694,Omicron
6,Walla Walla County,Adams County,1277,0.9918789916995736,Omicron
6,Whatcom County,Adams County,6121,1.0238848063044188,Omicron
6,Whitman County,Adams County,1846,0.9708716113552296,Omicron
6,Yakima County,Adams County,10788,1.0321590781285588,Omicron
6,Adams County,Asotin County,116,1.011440082009515,Omicron
6,Asotin County,Asotin County,20,1.0874612392640648,Omicron
6,Benton County,Asotin County,825,1.0572043302205196,Omicron
6,Chelan County,Asotin County,247,0.9141219432942342,Omicron
6,Clallam County,Asotin County,297,0.9477425296776314,Omicron
6,Clark County,Asotin County,333,0.8846557649498432,Omicron
6,Columbia County,Asotin County,1,0.21184352260457148,Omicron
6,Cowlitz County,Asotin County,343,0.9524952001615379,Omicron
6,Douglas County,Asotin County,145,0.7847716046916166,Omicron
6,Ferry County,Asotin County,21,1.7276634669688704,Omicron
6,Franklin County,Asotin County,530,1.092406013827621,Omicron
6,Grant County,Asotin County,273,0.9215108858523985,Omicron
6,Grays Harbor County,Asotin County,561,1.04665712587278,Omicron
6,Island County,Asotin County,94,0.8650442960719645,Omicron
6,Jefferson County,Asotin County,32,0.9478153382634624,Omicron
6,King County,Asotin County,10859,1.0045959126051927,Omicron
6,Kitsap County,Asotin County,395,0.9660876981680694,Omicron
6,Kittitas County,Asotin County,110,1.1134854192797385,Omicron
6,Klickitat County,Asotin County,27,0.9305706123263242,Omicron
6,Lewis County,Asotin County,337,0.9519483491270387,Omicron
6,Lincoln County,Asotin County,8,1.4192503938335939,Omicron
6,Mason County,Asotin County,106,1.062484522772,Omicron
6,Okanogan County,Asotin County,131,1.034859153947609,Omicron
6,Pacific County,Asotin County,168,1.0009503132250757,Omicron
6,Pend Oreille County,Asotin County,20,1.0825806161103613,Omicron
6,Pierce County,Asotin County,1986,1.0133172664827643,Omicron
6,San Juan County,Asotin County,8,0.8250780319070606,Omicron
6,Skagit County,Asotin County,266,0.8430281674655634,Omicron
6,Skamania County,Asotin County,5,1.7682828371792612,Omicron
6,Snohomish County,Asotin County,1613,1.0005489147422646,Omicron
6,Spokane County,Asotin County,1138,1.0596744621718366,Omicron
6,Stevens County,Asotin County,36,0.9919787023332517,Omicron
6,Thurston County,Asotin County,1629,0.916582117197842,Omicron
6,Wahkiakum County,Asotin County,5,0.99386512471408,Omicron
6,Walla Walla County,Asotin County,211,1.022002291417189,Omicron
6,Whatcom County,Asotin County,936,0.9763514763464263,Omicron
6,Whitman County,Asotin County,266,0.87239538987004694,Omicron
6,Yakima County,Asotin County,1854,1.106157703791157,Omicron
6,Adams County,Benton County,4694,0.9645982071554917,Omicron
6,Asotin County,Benton County,825,1.0572043302205192,Omicron
6,Benton County,Benton County,32994,0.9964629348811355,Omicron
6,Chelan County,Benton County,11225,0.9790722125090916,Omicron
6,Clallam County,Benton County,13505,1.0156631676084653,Omicron
6,Clark County,Benton County,15341,0.9605167497685351,Omicron
6,Columbia County,Benton County,234,1.168294254848367,Omicron
6,Cowlitz County,Benton County,15481,1.0131853012466974,Omicron
6,Douglas County,Benton County,7873,1.0042381691390907,Omicron
6,Ferry County,Benton County,575,1.1148819748758112,Omicron
6,Franklin County,Benton County,20396,0.9907735641761053,Omicron
6,Grant County,Benton County,13353,1.0622772144865726,Omicron
6,Grays Harbor County,Benton County,23424,1.0299682254038889,Omicron
6,Island County,Benton County,4466,0.9686132512321929,Omicron
6,Jefferson County,Benton County,1540,1.075017834471319,Omicron
6,King County,Benton County,451298,0.9839797860191823,Omicron
6,Kitsap County,Benton County,17438,1.0051649211069957,Omicron
6,Kittitas County,Benton County,4344,1.0363414293563185,Omicron
6,Klickitat County,Benton County,1283,1.042157647285925,Omicron
6,Lewis County,Benton County,15817,1.0530010227589515,Omicron
6,Lincoln County,Benton County,189,0.790227310218586,Omicron
6,Mason County,Benton County,4398,1.0389464569257516,Omicron
6,Okanogan County,Benton County,5409,1.0070432564642,Omicron
6,Pacific County,Benton County,7319,1.0277232448996596,Omicron
6,Pend Oreille County,Benton County,777,0.9912254953423154,Omicron
6,Pierce County,Benton County,82776,0.995386689619722,Omicron
6,San Juan County,Benton County,476,1.156999533673729,Omicron
