n_mutations,group_1,group_2,n_pairs,RR,variant
10,Adams County,Benton County,1,0.22330671717280415,Delta
10,Asotin County,Benton County,2,1.8434682183627238,Delta
10,Benton County,Benton County,32,1.4470648227648937,Delta
10,Chelan County,Benton County,18,0.9486460539749784,Delta
10,Clallam County,Benton County,21,0.8672560207454759,Delta
10,Clark County,Benton County,12,1.2931791979559406,Delta
10,Cowlitz County,Benton County,7,0.9245442741483783,Delta
10,Douglas County,Benton County,9,0.7766803350273229,Delta
10,Ferry County,Benton County,0,0,Delta
10,Franklin County,Benton County,9,0.8421026526646136,Delta
10,Garfield County,Benton County,0,0,Delta
10,Grant County,Benton County,9,0.6780757011890715,Delta
10,Grays Harbor County,Benton County,6,1.1603974053086787,Delta
10,Island County,Benton County,6,0.7759075187735643,Delta
10,Jefferson County,Benton County,1,0.5348333719941235,Delta
10,King County,Benton County,322,1.0120818405536336,Delta
10,Kitsap County,Benton County,3,0.8722450294937719,Delta
10,Kittitas County,Benton County,15,1.3651734180102104,Delta
10,Klickitat County,Benton County,0,0,Delta
10,Lewis County,Benton County,34,0.9992748347841359,Delta
10,Lincoln County,Benton County,0,0,Delta
10,Mason County,Benton County,6,3.290240744166381,Delta
10,Okanogan County,Benton County,2,1.0438916417234703,Delta
10,Pacific County,Benton County,6,1.2867773207383368,Delta
10,Pend Oreille County,Benton County,2,1.2377572323292574,Delta
10,Pierce County,Benton County,89,1.1648379996089535,Delta
10,San Juan County,Benton County,0,0,Delta
10,Skagit County,Benton County,33,1.0074768170121862,Delta
10,Snohomish County,Benton County,66,0.819730277144663,Delta
10,Spokane County,Benton County,63,0.9743858255216039,Delta
10,Stevens County,Benton County,0,0,Delta
10,Thurston County,Benton County,23,1.0400778413622673,Delta
10,Wahkiakum County,Benton County,1,1.0074768170121862,Delta
10,Walla Walla County,Benton County,19,1.20513698316099,Delta
10,Whatcom County,Benton County,87,0.9639311438472093,Delta
10,Whitman County,Benton County,6,0.7260587117015197,Delta
10,Yakima County,Benton County,48,1.0412779921447934,Delta
10,Adams County,Chelan County,3,0.7807585220859358,Delta
10,Asotin County,Chelan County,0,0,Delta
10,Benton County,Chelan County,18,0.9486460539749783,Delta
10,Chelan County,Chelan County,20,1.2284440655691122,Delta
10,Clallam County,Chelan County,12,0.5775677913619506,Delta
10,Clark County,Chelan County,8,1.0047572357192143,Delta
10,Cowlitz County,Chelan County,5,0.7696501691294285,Delta
10,Douglas County,Chelan County,24,2.413819175851339,Delta
