n_mutations,group_1,group_2,n_pairs,RR,variant
2,Adams County,Adams County,286,0.9830750840926163,Omicron
2,Asotin County,Adams County,64,0.8827559686801749,Omicron
2,Benton County,Adams County,2373,1.079344422907741,Omicron
2,Chelan County,Adams County,1075,1.0100079210889998,Omicron
2,Clallam County,Adams County,1480,0.9861956594329421,Omicron
2,Clark County,Adams County,1104,1.0403370556896638,Omicron
2,Columbia County,Adams County,34,1.0134335884836567,Omicron
2,Cowlitz County,Adams County,1108,0.9271069768196386,Omicron
2,Douglas County,Adams County,774,1.0134155777954892,Omicron
2,Ferry County,Adams County,26,0.8952323221107585,Omicron
2,Franklin County,Adams County,1321,1.0553076794815808,Omicron
2,Grant County,Adams County,1214,0.9810518825744999,Omicron
2,Grays Harbor County,Adams County,1703,0.9228748850160411,Omicron
2,Island County,Adams County,441,1.1261296899316564,Omicron
2,Jefferson County,Adams County,90,0.8313119363913603,Omicron
2,King County,Adams County,30907,1.018382018042749,Omicron
2,Kitsap County,Adams County,1449,0.9974938923280415,Omicron
2,Kittitas County,Adams County,334,1.02477850733623,Omicron
2,Klickitat County,Adams County,115,1.037047531217433,Omicron
2,Lewis County,Adams County,1289,0.9477023884612791,Omicron
2,Lincoln County,Adams County,16,0.9985659242047127,Omicron
2,Mason County,Adams County,324,0.9625028252158896,Omicron
2,Okanogan County,Adams County,358,0.9674568530011779,Omicron
2,Pacific County,Adams County,726,1.0201539831878932,Omicron
2,Pend Oreille County,Adams County,47,1.0100117329058007,Omicron
2,Pierce County,Adams County,6245,0.9618545011514602,Omicron
2,San Juan County,Adams County,59,1.0344864150033013,Omicron
2,Skagit County,Adams County,1419,1.0228317830396148,Omicron
2,Skamania County,Adams County,3,3.166347530417572,Omicron
2,Snohomish County,Adams County,5353,1.0021003246124172,Omicron
2,Spokane County,Adams County,2940,1.0009171921236482,Omicron
2,Stevens County,Adams County,119,1.0056782538871945,Omicron
2,Thurston County,Adams County,7331,0.9568223989711879,Omicron
