"county_origin","county_destination","n_scaled_visits_county"
"Adams County","Adams County",1157604.61964736
"Adams County","Asotin County",5655.70886075949
"Adams County","Benton County",183499.807947021
"Adams County","Chelan County",12078.366216684
"Adams County","Clallam County",492.001122754491
"Adams County","Clark County",2585.25543271064
"Adams County","Columbia County",113.857142857143
"Adams County","Cowlitz County",346.686520376176
"Adams County","Douglas County",5355.35521472393
"Adams County","Ferry County",294.763285024155
"Adams County","Franklin County",128237.515606098
"Adams County","Garfield County",91.7525773195876
"Adams County","Grant County",333570.554219765
"Adams County","Grays Harbor County",1684.39831697055
"Adams County","Island County",553.942745608328
"Adams County","King County",47832.0946652295
"Adams County","Kitsap County",675.846359029075
"Adams County","Kittitas County",23954.7036839296
"Adams County","Klickitat County",366.621253405995
"Adams County","Lewis County",1326.92495359321
"Adams County","Lincoln County",7485.84988962473
"Adams County","Okanogan County",4420.36455696203
"Adams County","Pacific County",1349.19047619048
"Adams County","Pend Oreille County",770.470175438596
"Adams County","Pierce County",5884.48438697555
"Adams County","Skagit County",646.429018136335
"Adams County","Skamania County",126.127348643006
"Adams County","Snohomish County",7469.58185222704
"Adams County","Spokane County",142865.731611277
"Adams County","Stevens County",1546.71275964392
"Adams County","Thurston County",1525.55456822037
"Adams County","Walla Walla County",3691.02803738318
"Adams County","Whatcom County",3223.96584630839
"Adams County","Whitman County",3453.90152193375
"Adams County","Yakima County",43626.4086106115
"Asotin County","Adams County",2642.58816120907
"Asotin County","Asotin County",1259691.74683544
"Asotin County","Benton County",7264.19205298013
"Asotin County","Chelan County",1817.09934233299
"Asotin County","Clallam County",231.52994011976
"Asotin County","Clark County",2171.61456347694
"Asotin County","Columbia County",2675.64285714286
"Asotin County","Cowlitz County",953.387931034483
"Asotin County","Douglas County",319.722699386503
"Asotin County","Ferry County",294.763285024155
"Asotin County","Franklin County",2211.78611178321
"Asotin County","Garfield County",4839.94845360825
"Asotin County","Grant County",1715.43856696321
"Asotin County","Grays Harbor County",1179.07882187938
"Asotin County","Island County",110.788549121666
"Asotin County","King County",36030.7263307951
"Asotin County","Kitsap County",410.33528941051
"Asotin County","Kittitas County",4990.56326748532
"Asotin County","Klickitat County",305.517711171662
"Asotin County","Lewis County",342.432246088571
"Asotin County","Lincoln County",193.183222958057
"Asotin County","Mason County",290.295652173913
"Asotin County","Okanogan County",855.554430379747
"Asotin County","Pend Oreille County",192.617543859649
"Asotin County","Pierce County",4072.15269364848
"Asotin County","San Juan County",207.457227138643
"Asotin County","Skagit County",754.167187825724
"Asotin County","Snohomish County",2674.91782545968
"Asotin County","Spokane County",95477.1272641361
"Asotin County","Stevens County",1112.54777448071
"Asotin County","Thurston County",1243.91372485661
"Asotin County","Walla Walla County",6435.63862928349
"Asotin County","Whatcom County",460.566549472627
"Asotin County","Whitman County",46605.2426141449
"Asotin County","Yakima County",3637.88410521583
"Benton County","Adams County",58036.2695214108
"Benton County","Asotin County",5145.26582278481
"Benton County","Benton County",17855722.4602633
"Benton County","Chelan County",51279.6123226033
"Benton County","Clallam County",5296.24738023952
"Benton County","Clark County",34869.925276401
"Benton County","Columbia County",14630.6428571429
"Benton County","Cowlitz County",6717.05133228841
"Benton County","Douglas County",15826.2736196319
"Benton County","Ferry County",2063.34299516908
"Benton County","Franklin County",2309772.84442292
"Benton County","Garfield County",1192.78350515464
"Benton County","Grant County",84596.970425583
"Benton County","Grays Harbor County",10990.6990182328
"Benton County","Island County",2603.53090435914
"Benton County","Jefferson County",2041.65322580645
"Benton County","King County",515317.714196341
"Benton County","Kitsap County",11441.1133635636
"Benton County","Kittitas County",93259.5515216223
"Benton County","Klickitat County",12495.674386921
"Benton County","Lewis County",15259.636966322
"Benton County","Lincoln County",10359.4503311258
"Benton County","Mason County",1451.47826086957
"Benton County","Okanogan County",7985.1746835443
"Benton County","Pacific County",8118.40476190477
"Benton County","Pend Oreille County",1685.40350877193
"Benton County","Pierce County",63498.7326624957
"Benton County","San Juan County",2022.70796460177
"Benton County","Skagit County",13628.8784657077
"Benton County","Skamania County",2345.96868475992
"Benton County","Snohomish County",60412.766737269
"Benton County","Spokane County",278341.14655851
"Benton County","Stevens County",5535.60356083087
"Benton County","Thurston County",21756.7551498506
"Benton County","Walla Walla County",177642.554517131
"Benton County","Whatcom County",10074.8932697137
"Benton County","Whitman County",26801.3786929274
"Benton County","Yakima County",803069.966389363
"Chelan County","Adams County",5083.8362720403
"Chelan County","Asotin County",816.708860759494
"Chelan County","Benton County",31966.9569536423
"Chelan County","Chelan County",5583598.8923504
"Chelan County","Clallam County",2517.8880988024
"Chelan County","Clark County",6080.52077773542
"Chelan County","Columbia County",227.714285714286
"Chelan County","Cowlitz County",2361.8019200627
"Chelan County","Douglas County",1241909.5386503
"Chelan County","Ferry County",957.980676328502
"Chelan County","Franklin County",14514.8463585773
"Chelan County","Garfield County",91.7525773195876
"Chelan County","Grant County",90941.7432075018
"Chelan County","Grays Harbor County",8064.05694249649
"Chelan County","Island County",5650.21600520495
"Chelan County","Jefferson County",1781.8064516129
"Chelan County","King County",319315.784801193
"Chelan County","Kitsap County",6637.77674046412
"Chelan County","Kittitas County",59502.8697277094
"Chelan County","Klickitat County",4032.83378746594
"Chelan County","Lewis County",3360.1164147441
"Chelan County","Lincoln County",3694.62913907285
"Chelan County","Mason County",870.886956521739
"Chelan County","Okanogan County",85947.5721518984
"Chelan County","Pacific County",2791.42857142857
"Chelan County","Pend Oreille County",96.3087719298246
"Chelan County","Pierce County",32308.7279649913
"Chelan County","San Juan County",2230.16519174041
"Chelan County","Skagit County",8107.29726912653
"Chelan County","Snohomish County",84487.0271664053
"Chelan County","Spokane County",59925.3810836358
"Chelan County","Stevens County",1411.03620178042
"Chelan County","Thurston County",11594.2147184748
"Chelan County","Wahkiakum County",307.073684210526
"Chelan County","Walla Walla County",4329.85981308411
"Chelan County","Whatcom County",13557.9278001005
"Chelan County","Whitman County",6234.96508504924
"Chelan County","Yakima County",51494.3905125899
"Clallam County","Adams County",1308.71032745592
"Clallam County","Asotin County",347.101265822785
"Clallam County","Benton County",5617.34105960264
