"county_origin","county_destination","n_scaled_visits_county"
"Kitsap County","Kittitas County",76681.3475769332
"Kitsap County","Klickitat County",1986.8615938238
"Kitsap County","Lewis County",51588.0221928673
"Kitsap County","Lincoln County",3312.47622908816
"Kitsap County","Mason County",340158.913796964
"Kitsap County","Okanogan County",10618.2154412778
"Kitsap County","Pacific County",22095.0070218402
"Kitsap County","Pierce County",2473835.90019123
"Kitsap County","San Juan County",16649.6572853646
"Kitsap County","Skagit County",45565.7735855218
"Kitsap County","Skamania County",909.70326953334
"Kitsap County","Snohomish County",270680.64050394
"Kitsap County","Spokane County",51310.6440502428
"Kitsap County","Stevens County",2399.42645728348
"Kitsap County","Thurston County",117059.943038097
"Kitsap County","Wahkiakum County",331.905253568175
"Kitsap County","Walla Walla County",4879.00379588952
"Kitsap County","Whatcom County",45430.5141943058
"Kitsap County","Whitman County",16752.2930998247
"Kitsap County","Yakima County",35558.1317443297
"Kittitas County","Adams County",10640.1886074666
"Kittitas County","Asotin County",601.0881833879
"Kittitas County","Benton County",39281.7078257103
"Kittitas County","Chelan County",63338.3150874555
"Kittitas County","Clallam County",6302.96483590991
"Kittitas County","Clark County",20556.7293344277
"Kittitas County","Columbia County",259.674185463659
"Kittitas County","Cowlitz County",3929.31952691455
"Kittitas County","Douglas County",22627.6939795754
"Kittitas County","Ferry County",361.091991455685
"Kittitas County","Franklin County",7345.22211637203
"Kittitas County","Garfield County",143.548387096774
"Kittitas County","Grant County",54503.0029664767
"Kittitas County","Grays Harbor County",10389.0141883076
"Kittitas County","Island County",2728.49760063735
"Kittitas County","Jefferson County",1452.16028190717
"Kittitas County","King County",533174.734181439
"Kittitas County","Kitsap County",14959.2516187067
"Kittitas County","Kittitas County",3887212.65684357
"Kittitas County","Klickitat County",3855.71530651331
"Kittitas County","Lewis County",7370.93231650351
"Kittitas County","Lincoln County",1170.76744481541
"Kittitas County","Mason County",2439.44374720083
"Kittitas County","Okanogan County",7778.18075307075
"Kittitas County","Pacific County",3805.07945167511
"Kittitas County","Pend Oreille County",374.067530279094
"Kittitas County","Pierce County",96730.832291098
"Kittitas County","San Juan County",2741.64234365659
"Kittitas County","Skagit County",9400.39877388999
"Kittitas County","Skamania County",1033.93672822499
"Kittitas County","Snohomish County",79104.6858326368
"Kittitas County","Spokane County",50621.1513726365
"Kittitas County","Stevens County",1596.29322519566
"Kittitas County","Thurston County",28960.3370180691
"Kittitas County","Walla Walla County",5087.27055464512
