,origin,destination,mean_migration,upper_hpd_95,lower_hpd_95,upper_hpd_50,lower_hpd_50,instant_rates,instant_rates_upper_95hpd,instant_rates_lower_95hpd
0,0,1,1.2179820126102554,2.5812085184227938,0.17285953067878793,1.2600223982207035,0.508326296999899,0.0021079572660365766,0.004467288675227699,0.00029916739321717917
0,0,2,0.8637996797294215,2.7578878401999094,8.407040614794533e-06,0.5485724831609787,2.7421312207369397e-05,0.0014949751247831935,0.004773066967716868,1.4550036179796641e-08
0,0,3,0.9020533292036943,2.834761916777991,1.862909974006897e-05,0.5865383370690488,1.862909974006897e-05,0.0015611805839171068,0.004906112666762404,3.224131863215321e-08
0,0,4,0.8876822963006324,2.047314392335421,0.03472318324011165,0.9004643288280225,0.27209102552113107,0.0015363086868654106,0.0035432799536471347,6.009529340589256e-05
0,1,2,0.7368058639941051,1.7927008905109465,0.02032269469543931,0.6963216599931854,0.17495483061312755,0.0012751873661386564,0.00310262124469651,3.517241757691092e-05
0,1,3,0.987986440534957,2.3512600110155613,6.3178090383222036e-06,1.0333087232308789,0.289471952532641,0.0017099047231477489,0.004069317586997476,1.0934210300217623e-08
0,1,4,1.2295611641280964,2.570052983590026,0.1773596552511138,1.2900500719230297,0.5271637752836136,0.002127997263609498,0.004447981829589756,0.0003069557432848246
0,2,3,0.9473160174456872,2.522903792306853,6.70905577603861e-05,0.7391779597381604,0.0006089722680578104,0.0016395165622585112,0.004366380886945198,1.1611339679012739e-07
0,2,4,0.828504303748145,1.937871124682455,0.00037357426965394154,0.8184246345176318,0.2364583635804203,0.0014338895393747723,0.0033538668680027583,6.465436993061082e-07
0,3,4,1.32006779966752,2.6773048127401093,0.24675268408373055,1.394023827310335,0.6193614946190346,0.0022846367854042274,0.004633602200179726,0.00042705401881396233
