n_mutations,group_1,group_2,n_pairs,RR
7,Adams County,Adams County,1458,1.3368863399478628
7,Asotin County,Adams County,539,1.9927551154169627
7,Benton County,Adams County,14040,1.515679859364142
7,Chelan County,Adams County,3259,1.0923211851558343
7,Clallam County,Adams County,4336,1.0337274115553747
7,Clark County,Adams County,3503,0.8074743699144493
7,Columbia County,Adams County,28,0.7749403614963947
7,Cowlitz County,Adams County,4296,1.26942420933713
7,Douglas County,Adams County,1990,1.071208983872127
7,Ferry County,Adams County,188,1.524989139977634
7,Franklin County,Adams County,11846,1.469859197293261
7,Garfield County,Adams County,27,1.265179544900103
7,Grant County,Adams County,3762,1.4919637834515405
7,Grays Harbor County,Adams County,4888,1.168733816556234
7,Island County,Adams County,1672,0.9232625458182304
7,Jefferson County,Adams County,493,1.4099460301783318
7,King County,Adams County,108354,0.8218574147148435
7,Kitsap County,Adams County,3564,0.8114032060229126
7,Kittitas County,Adams County,1984,1.7233145995412062
7,Klickitat County,Adams County,846,2.019393381645018
7,Lewis County,Adams County,6326,1.664332107210607
7,Lincoln County,Adams County,257,1.376248318734577
7,Mason County,Adams County,1482,0.936698012081343
7,Okanogan County,Adams County,1564,1.379041406272701
7,Pacific County,Adams County,1655,1.327399891433014
7,Pend Oreille County,Adams County,627,2.0808732003734285
7,Pierce County,Adams County,19339,0.9530075387245933
7,San Juan County,Adams County,150,1.03154979636041
7,Skagit County,Adams County,5449,0.9604560187728262
7,Skamania County,Adams County,62,1.0904671430606927
7,Snohomish County,Adams County,20112,0.864397062229481
7,Spokane County,Adams County,17700,1.4637183012844157
7,Stevens County,Adams County,700,1.5949909387536525
7,Thurston County,Adams County,15212,1.1399695712912328
7,Wahkiakum County,Adams County,125,1.3712033050891743
7,Walla Walla County,Adams County,2168,1.1339902833005446
7,Whatcom County,Adams County,14366,0.7982327059538451
7,Whitman County,Adams County,3329,1.263267904787337
7,Yakima County,Adams County,22677,1.4276036167264872
7,Adams County,Asotin County,539,1.9927551154169625
7,Asotin County,Asotin County,212,3.1603067157905085
7,Benton County,Asotin County,4563,1.9861820209321832
7,Chelan County,Asotin County,787,1.0635769931110113
7,Clallam County,Asotin County,1184,1.1381425690475797
7,Clark County,Asotin County,805,0.7481913707630273
7,Columbia County,Asotin County,2,0.22318677202217777
7,Cowlitz County,Asotin County,1151,1.3713428077809977
7,Douglas County,Asotin County,481,1.0439853682034947
7,Ferry County,Asotin County,59,1.9296969879559787
7,Franklin County,Asotin County,4062,2.032226595637805
7,Garfield County,Asotin County,15,2.834052311624799
7,Grant County,Asotin County,919,1.4695460739953035
7,Grays Harbor County,Asotin County,945,0.9110546460067631
7,Island County,Asotin County,491,1.093197531819129
7,Jefferson County,Asotin County,131,1.5106194463774767
7,King County,Asotin County,22637,0.6923068134281786
7,Kitsap County,Asotin County,660,0.6058584440863105
7,Kittitas County,Asotin County,553,1.9367619149545718
7,Klickitat County,Asotin County,259,2.4927489114425763
7,Lewis County,Asotin County,2047,2.171485092043835
7,Lincoln County,Asotin County,103,2.2239709416733406
7,Mason County,Asotin County,462,1.1773933433935642
7,Okanogan County,Asotin County,463,1.6460755122095683
7,Pacific County,Asotin County,337,1.0898378483899998
7,Pend Oreille County,Asotin County,227,3.0376108750877737
7,Pierce County,Asotin County,4215,0.8375063476580307
7,San Juan County,Asotin County,29,0.8041279213350119
7,Skagit County,Asotin County,1578,1.121491222997483
7,Skamania County,Asotin County,8,0.5673343607440485
7,Snohomish County,Asotin County,5083,0.8808588807699489
7,Spokane County,Asotin County,5687,1.896250335032318
7,Stevens County,Asotin County,233,2.140643304542157
7,Thurston County,Asotin County,2719,0.8215695897787367
7,Wahkiakum County,Asotin County,48,2.123055177176298
7,Walla Walla County,Asotin County,470,0.9912338374799194
7,Whatcom County,Asotin County,4240,0.9499215020407531
7,Whitman County,Asotin County,836,1.279134316556549
7,Yakima County,Asotin County,6248,1.5859564810054874
7,Adams County,Benton County,14040,1.515679859364142
7,Asotin County,Benton County,4563,1.9861820209321834
7,Benton County,Benton County,119646,1.5206944671712663
7,Chelan County,Benton County,27161,1.071803477680818
7,Clallam County,Benton County,35268,0.9899220575788321
7,Clark County,Benton County,30324,0.8229595834206951
7,Columbia County,Benton County,258,0.8406851299881172
7,Cowlitz County,Benton County,34927,1.2150865066576952
7,Douglas County,Benton County,17161,1.0875948220600025
7,Ferry County,Benton County,1376,1.3141070512197757
7,Franklin County,Benton County,100329,1.4656622411534646
7,Garfield County,Benton County,229,1.2633604877846065
7,Grant County,Benton County,31251,1.459173113339524
7,Grays Harbor County,Benton County,36701,1.0331555685649894
7,Island County,Benton County,14822,0.9636052637950666
7,Jefferson County,Benton County,4073,1.3714291933360114
7,King County,Benton County,939726,0.8391820432606064
7,Kitsap County,Benton County,29143,0.7811540528963835
7,Kittitas County,Benton County,15505,1.5856162212711573
7,Klickitat County,Benton County,7204,2.024546143929969
7,Lewis County,Benton County,52977,1.6409735281780593
7,Lincoln County,Benton County,2321,1.4633298396070977
7,Mason County,Benton County,12805,0.9528716101751418
7,Okanogan County,Benton County,13880,1.4408986475162469
7,Pacific County,Benton County,12320,1.163370099632459
7,Pend Oreille County,Benton County,5524,2.1584160218926365
7,Pierce County,Benton County,158532,0.9197772669076603
7,San Juan County,Benton County,1177,0.952969083876894
7,Skagit County,Benton County,48045,0.9970393119823818
7,Skamania County,Benton County,454,0.9401132155845998
7,Snohomish County,Benton County,180851,0.9151290596078523
7,Spokane County,Benton County,143553,1.3976547975328142
7,Stevens County,Benton County,5483,1.4708955568657625
7,Thurston County,Benton County,119681,1.0559310525843157
7,Wahkiakum County,Benton County,1157,1.4942683831069485
7,Walla Walla County,Benton County,18047,1.1113695251490565
7,Whatcom County,Benton County,132235,0.8650545319071563
7,Whitman County,Benton County,26230,1.1718806084748552
7,Yakima County,Benton County,186272,1.3806163974621104
7,Adams County,Chelan County,3259,1.092321185155834
7,Asotin County,Chelan County,787,1.063576993111011
7,Benton County,Chelan County,27161,1.071803477680818
7,Chelan County,Chelan County,9350,1.145530459674347
7,Clallam County,Chelan County,11564,1.0077524823979458
7,Clark County,Chelan County,12681,1.0684916828146411
7,Columbia County,Chelan County,120,1.2140051529938456
7,Cowlitz County,Chelan County,9875,1.066617347051311
7,Douglas County,Chelan County,5617,1.1052348950335587
7,Ferry County,Chelan County,352,1.0437118145338165
7,Franklin County,Chelan County,24129,1.0943906243786223
7,Garfield County,Chelan County,68,1.1647329044516954
7,Grant County,Chelan County,7043,1.021001106277272
7,Grays Harbor County,Chelan County,11319,0.9892851896190324
7,Island County,Chelan County,4558,0.9200094748282382
7,Jefferson County,Chelan County,1020,1.0663131769281913
7,King County,Chelan County,351060,0.973334040448717
7,Kitsap County,Chelan County,12227,1.0175317529920445
7,Kittitas County,Chelan County,3141,0.9972863396254255
7,Klickitat County,Chelan County,1100,0.9597813024085303
7,Lewis County,Chelan County,10513,1.0110357273258583
7,Lincoln County,Chelan County,621,1.2155821460835796
7,Mason County,Chelan County,4534,1.0475190872268898
7,Okanogan County,Chelan County,3088,0.9952836817856037
7,Pacific County,Chelan County,3387,0.9929971699976607
7,Pend Oreille County,Chelan County,835,1.0129630085509072
7,Pierce County,Chelan County,55412,0.9981485557764007
7,San Juan County,Chelan County,342,0.8597141584888087
7,Skagit County,Chelan County,15967,1.028757547098209
7,Skamania County,Chelan County,250,1.6072740687218956
7,Snohomish County,Chelan County,61138,0.9605020230313316
7,Spokane County,Chelan County,35695,1.0789980439124893
7,Stevens County,Chelan County,1223,1.018628144840327
7,Thurston County,Chelan County,36270,0.9935358268315165
7,Wahkiakum County,Chelan County,313,1.2550620864296735
7,Walla Walla County,Chelan County,5848,1.1181149486604052
7,Whatcom County,Chelan County,47799,0.970826229275086
7,Whitman County,Chelan County,7502,1.0406094403991915
7,Yakima County,Chelan County,45510,1.0472681829597428
7,Adams County,Clallam County,4336,1.0337274115553747
7,Asotin County,Clallam County,1184,1.1381425690475797
7,Benton County,Clallam County,35268,0.9899220575788321
7,Chelan County,Clallam County,11564,1.0077524823979456
7,Clallam County,Clallam County,16136,1.000212877656486
7,Clark County,Clallam County,16915,1.0137722718056714
7,Columbia County,Clallam County,127,0.9138896691806973
7,Cowlitz County,Clallam County,12931,0.9934692125379732
7,Douglas County,Clallam County,6685,0.9356261228122377
7,Ferry County,Clallam County,521,1.0988196629120852
7,Franklin County,Clallam County,30573,0.9863291298881269
7,Garfield County,Clallam County,104,1.2670727012499639
7,Grant County,Clallam County,9662,0.9962912596872536
7,Grays Harbor County,Clallam County,15523,0.9650278965172111
7,Island County,Clallam County,7128,1.0233788402718618
7,Jefferson County,Clallam County,1243,0.9242862573431745
7,King County,Clallam County,502956,0.9918849942641573
7,Kitsap County,Clallam County,17260,1.0216911059169593
7,Kittitas County,Clallam County,4655,1.0512896339506559
7,Klickitat County,Clallam County,1704,1.0575476714660978
7,Lewis County,Clallam County,14664,1.0030972808359324
7,Lincoln County,Clallam County,925,1.2879090893486005
7,Mason County,Clallam County,5942,0.97648109528845906
7,Okanogan County,Clallam County,4285,0.9823611552217735
7,Pacific County,Clallam County,4427,0.9231942673461592
7,Pend Oreille County,Clallam County,1253,1.0812072383093183
7,Pierce County,Clallam County,77451,0.9923597695380896
7,San Juan County,Clallam County,579,1.0352787497240532
7,Skagit County,Clallam County,21993,1.007917408117865
7,Skamania County,Clallam County,258,1.179832616823381
7,Snohomish County,Clallam County,89972,1.0054146146555367
7,Spokane County,Clallam County,49568,1.0657747578780163
7,Stevens County,Clallam County,1913,1.1333262488607296
7,Thurston County,Clallam County,50715,0.9881506701654523
7,Wahkiakum County,Clallam County,418,1.1921967059365497
7,Walla Walla County,Clallam County,7119,0.9681638123768139
7,Whatcom County,Clallam County,71204,1.028674193923364
7,Whitman County,Clallam County,10418,1.0278880514684683
7,Yakima County,Clallam County,61069,0.9995917092499891
7,Adams County,Clark County,3503,0.8074743699144493
7,Asotin County,Clark County,805,0.7481913707630273
7,Benton County,Clark County,30324,0.8229595834206951
7,Chelan County,Clark County,12681,1.0684916828146411
