n_mutations,group_1,group_2,n_pairs,RR
0,0-9y,0-9y,30018,1.0859563369438694
0,10-19y,0-9y,64237,1.0115163999651116
0,20-29y,0-9y,72271,0.9780616935453598
0,30-39y,0-9y,61075,1.0000739854740714
0,40-49y,0-9y,48698,1.0026556598709249
0,50-59y,0-9y,36262,0.9774900684398451
0,60-69y,0-9y,24124,0.984620654858345
0,70-79y,0-9y,9807,0.9838392684315862
0,80y+,0-9y,8142,0.970574584831328
0,0-9y,10-19y,64237,1.0115163999651116
0,10-19y,10-19y,156306,1.0713229166441345
0,20-29y,10-19y,168660,0.9935079560690285
0,30-39y,10-19y,136062,0.9697562172968148
0,40-49y,10-19y,109816,0.984154703835271
0,50-59y,10-19y,84666,0.9934058422277203
0,60-69y,10-19y,54948,0.9761770187633562
0,70-79y,10-19y,21435,0.935984232779189
0,80y+,10-19y,18618,0.9660239868272302
0,0-9y,20-29y,72271,0.97806169354536
0,10-19y,20-29y,168660,0.9935079560690286
0,20-29y,20-29y,204950,1.0375802191231673
0,30-39y,20-29y,164434,1.0072374185360542
0,40-49y,20-29y,128601,0.9905048471638823
0,50-59y,20-29y,98078,0.9890170446739344
0,60-69y,20-29y,64143,0.9793557229565663
0,70-79y,20-29y,25573,0.9597126763956033
0,80y+,20-29y,21291,0.9494354685897342
0,0-9y,30-39y,61075,1.0000739854740714
0,10-19y,30-39y,136062,0.9697562172968148
0,20-29y,30-39y,164434,1.0072374185360542
0,30-39y,30-39y,139574,1.0344540960848911
0,40-49y,30-39y,108099,1.007396423685079
0,50-59y,30-39y,81877,0.9989886765454091
0,60-69y,30-39y,53517,0.9886656066757681
0,70-79y,30-39y,21524,0.9773474964768087
0,80y+,30-39y,17344,0.9358044922075195
0,0-9y,40-49y,48698,1.0026556598709249
0,10-19y,40-49y,109816,0.9841547038352711
0,20-29y,40-49y,128601,0.9905048471638823
0,30-39y,40-49y,108099,1.0073964236850792
0,40-49y,40-49y,86840,1.0175847102029965
0,50-59y,40-49y,65518,1.0051509914583558
0,60-69y,40-49y,43460,1.0095304381815602
0,70-79y,40-49y,17659,1.0082405443370037
0,80y+,40-49y,14427,0.9787773759955736
0,0-9y,50-59y,36262,0.9774900684398452
0,10-19y,50-59y,84666,0.9934058422277202
0,20-29y,50-59y,98078,0.9890170446739344
0,30-39y,50-59y,81877,0.9989886765454091
0,40-49y,50-59y,65518,1.0051509914583558
0,50-59y,50-59y,50892,1.0222099590038007
0,60-69y,50-59y,33694,1.024712851533207
0,70-79y,50-59y,13604,1.0169148515659998
0,80y+,50-59y,11347,1.0078800781149775
0,0-9y,60-69y,24124,0.9846206548583452
0,10-19y,60-69y,54948,0.976177018763356
0,20-29y,60-69y,64143,0.9793557229565663
0,30-39y,60-69y,53517,0.988665606675768
0,40-49y,60-69y,43460,1.0095304381815602
0,50-59y,60-69y,33694,1.024712851533207
0,60-69y,60-69y,22880,1.0535730517754132
0,70-79y,60-69y,9669,1.094355813088577
0,80y+,60-69y,7899,1.062328767272097
0,0-9y,70-79y,9807,0.9838392684315862
0,10-19y,70-79y,21435,0.935984232779189
0,20-29y,70-79y,25573,0.9597126763956033
0,30-39y,70-79y,21524,0.9773474964768087
0,40-49y,70-79y,17659,1.008240544337004
0,50-59y,70-79y,13604,1.0169148515659998
0,60-69y,70-79y,9669,1.094355813088577
0,70-79y,70-79y,4638,1.290256597923526
0,80y+,70-79y,3977,1.3146519035182376
0,0-9y,80y+,8142,0.970574584831328
0,10-19y,80y+,18618,0.9660239868272303
0,20-29y,80y+,21291,0.949435468589734
0,30-39y,80y+,17344,0.9358044922075194
0,40-49y,80y+,14427,0.9787773759955735
0,50-59y,80y+,11347,1.0078800781149775
0,60-69y,80y+,7899,1.062328767272097
0,70-79y,80y+,3977,1.3146519035182376
0,80y+,80y+,4580,1.7989972559795286
