,origin,destination,mean_migration,upper_hpd_95,lower_hpd_95,upper_hpd_50,lower_hpd_50,instant_rates,instant_rates_upper_95hpd,instant_rates_lower_95hpd
0,0,1,0.4624005628218294,0.8152849571442908,0.1625509238557821,0.5018129399207254,0.2890881986052766,0.0035945756692590037,0.006337802559277912,0.0012636264807763834
0,0,2,0.8846408081600018,1.4600501134825539,0.335958384917123,0.9672123623065705,0.5874881886822284,0.0068769560003127325,0.01135003076509117,0.0026116487162926756
0,0,3,0.9761898895862231,1.6584377549832434,0.39238792922925353,1.088210066003599,0.673308734342211,0.007588633552410581,0.012892242099930814,0.003050316579873791
0,0,4,1.0952889613342893,1.8487552939324792,0.4540004745785034,1.222959951576955,0.7567687699089237,0.008514477203906934,0.014371718661908475,0.0035292756777649996
0,1,2,1.2535582197482067,2.0824002272500115,0.48431391296458615,1.420409598877668,0.886318772944768,0.009744819187088178,0.01618801055269593,0.0037649240675706594
0,1,3,0.7411440007842203,1.271270850063929,0.2873393746676394,0.7994566765454314,0.4697271146507385,0.0057614510163620965,0.009882512336903845,0.0022336978110434804
0,1,4,0.8183222637659854,1.3906622010809515,0.31537155224960006,0.9229084438234084,0.5621778814028462,0.006361413751305439,0.010810628087600095,0.002451612302491211
0,2,3,0.9948652373196869,1.7073979185377215,0.412148048665961,1.090548084930411,0.6614924482893302,0.007733810604462584,0.013272845037785976,0.0032039263508381256
0,2,4,1.3440795417035138,2.2484996631755725,0.5517943046749356,1.5020083278542613,0.9353443165895738,0.010448507217794759,0.017479222197015927,0.004289498200253004
0,3,4,1.4089885447320416,2.3206673902536274,0.5545361981036124,1.5687318559330463,0.9735699080791088,0.01095309207724725,0.018040234394486925,0.004310812930811022
