,origin,destination,mean_migration,upper_hpd_95,lower_hpd_95,upper_hpd_50,lower_hpd_50,instant_rates,instant_rates_upper_95hpd,instant_rates_lower_95hpd
0,0,1,0.7295879357408283,1.2526341281192166,0.2799370100655298,0.8476497820422007,0.5253517377529013,0.005492091839256423,0.009429407115445328,0.0021072713694554354
0,0,2,0.7404030609516455,1.2447984257642206,0.2685646933092372,0.823433996879893,0.5057699336081368,0.00557350445314587,0.009370422591646948,0.0020216644055913013
0,0,3,0.6195518095730308,1.0730170625946718,0.23142810475304465,0.6923851302058666,0.4129489512986527,0.00466377700434086,0.008077310443565923,0.001742112695707024
0,0,4,1.134773398362845,1.9033549781373948,0.4496558102151561,1.2632038431820243,0.7787059637856422,0.008542191304500618,0.014327814140761558,0.00338485723896914
0,1,2,0.9513379880033278,1.5990453442490085,0.3737725413622176,1.073103534750514,0.6591708681340255,0.007161351420898114,0.012037073881757041,0.0028136335917741703
0,1,3,0.7722948566008564,1.3133457939892776,0.2857119011586424,0.8810776752837256,0.5396792693981792,0.005813575131461587,0.009886424053827203,0.0021507428013300234
0,1,4,0.7804815984829443,1.3392625635262074,0.2875765334104148,0.8509093239107681,0.5061038643522663,0.005875202162389749,0.01008151675136356,0.0021647791238505907
0,2,3,1.2709681713797156,2.0885241730230253,0.45591714982125053,1.4442869955426447,0.9056022201999424,0.009567419607756235,0.015721705369349952,0.0034319904911363735
0,2,4,1.3721238369831072,2.2597561444905514,0.5425550500527009,1.5518612565165146,0.9635751595107516,0.01032888533154294,0.017010681882046366,0.004084171375059991
0,3,4,1.6506090012003003,2.7468307547115054,0.6730632858931975,1.795600128716032,1.110425173383103,0.012425227695261169,0.02067721522348277,0.005066593344918276
