,origin,destination,mean_migration,upper_hpd_95,lower_hpd_95,upper_hpd_50,lower_hpd_50,instant_rates,instant_rates_upper_95hpd,instant_rates_lower_95hpd
0,0,1,0.13660501414388798,0.6858653894079306,0.004064669837167916,0.06065107292386373,0.019855020774701682,0.0011220746718893452,0.005633703759728318,3.338723034774321e-05
0,0,2,0.9633072414330043,1.6076570110146604,0.416688430334721,1.0666265260062577,0.6832140379928517,0.007912613337318925,0.013205307465835738,0.0034226820785321654
0,0,3,0.2704805057400559,0.46292549764847063,0.10149617766105704,0.3011737494168321,0.18086595257533614,0.002221729023877976,0.003802473716930985,0.0008336904099808169
0,0,4,0.5894842001138979,1.0066320110227267,0.24233379807867014,0.6566656223185136,0.4150356130324924,0.004842027904847222,0.008268483339066181,0.001990531743442514
0,1,2,1.1192512364208986,1.8208304973939953,0.47040562496602795,1.2247495191408055,0.7898225731965798,0.009193538551563591,0.014956316177219134,0.003863915542168073
0,1,3,0.18575510838278078,0.3361274932925247,0.0625669322548789,0.19768241177105209,0.11249345385788267,0.0015257939366034917,0.0027609539013841006,0.0005139252788120095
0,1,4,0.23760028847933157,0.4242619506029601,0.08238269313215199,0.25069558053762037,0.1411332826367698,0.001951650657972486,0.003484891034208423,0.0006766920961499422
0,2,3,2.055374960440064,3.3032793921068504,0.7859528975828285,2.275843393866032,1.4944504296790713,0.016882866260795663,0.027133163180620836,0.0064558233473539775
0,2,4,2.5003370909025864,4.027009080307978,1.0137805859166842,2.818355561141903,1.8579394569861716,0.02053778873689174,0.03307788459157493,0.008327201790060702
0,3,4,2.046934841233588,3.334254081412151,0.8282672365274572,2.226171636107666,1.4298530514037562,0.016813539054553156,0.027387589524755687,0.006803393663751716
