,origin,destination,mean_migration,upper_hpd_95,lower_hpd_95,upper_hpd_50,lower_hpd_50,instant_rates,instant_rates_upper_95hpd,instant_rates_lower_95hpd
0,0,1,0.10030360607505377,0.1804394259102348,0.027874112091858742,0.10559181842236061,0.05508707084701576,0.0008152592173818862,0.0014665963758306083,0.00022655842295659504
0,0,2,0.5064841614305451,0.8502566455668356,0.2039737673261341,0.567907993774601,0.3607582669820166,0.004116660379639953,0.006910814023175632,0.0016578815101852746
0,0,3,0.3294344011455667,0.5642350845062222,0.11934703952856968,0.36467716654476406,0.2200285684461085,0.0026776149190054044,0.0045860549925766814,0.0009700426320674991
0,0,4,0.8285098766776471,1.3740767984580926,0.35458164305308587,0.8669039171633216,0.5254784215270648,0.006734058126962705,0.01116837987355433,0.0028820095719902274
0,1,2,1.030492082486464,1.729535315659959,0.44850821462311213,1.1296489756598964,0.7086059463297575,0.008375752393762523,0.014057516604380127,0.0036454367928644726
0,1,3,0.24229452704886284,0.4347890741978267,0.10216300871701467,0.25986273832436213,0.15156609939682775,0.0019693494005585707,0.003533928781099658,0.0008303722846184575
0,1,4,0.31320117331416125,0.5228330333765823,0.09890675134357231,0.3529501027770884,0.21446044369037745,0.0025456726176736784,0.004249542626543714,0.000803905700397346
0,2,3,1.847067838091396,3.0246426622287115,0.6971034825233923,1.9388221002868287,1.2102752142273043,0.01501281099511892,0.02458403945939211,0.005665998081573993
0,2,4,2.7167357356565818,4.50042193069888,1.1370808351112525,2.9615120746657118,1.879913119897583,0.022081398030969052,0.03657904839796538,0.009242096750131665
0,3,4,2.0509199520290227,3.3064669129706745,0.7797733588153642,2.234954605520362,1.4167974833235453,0.016669703716862907,0.026874683107111094,0.006337931836342682
