,origin,destination,mean_migration,upper_hpd_95,lower_hpd_95,upper_hpd_50,lower_hpd_50,instant_rates,instant_rates_upper_95hpd,instant_rates_lower_95hpd
0,0,1,0.36040648388561186,0.5908276652720399,0.1610615634323057,0.4030582180516323,0.2592399657312446,0.003362387742663541,0.005512086459487065,0.0015026128854854126
0,0,2,0.4068943280073877,0.6724040709793567,0.18263472013260687,0.43937225735896557,0.2724111157193375,0.00379609291792205,0.006273147980033645,0.0017038781814856776
0,0,3,0.7087437552102968,1.1443101443028705,0.3049842130020707,0.7764476458032336,0.49594930305244217,0.006612176588822929,0.01067576354766886,0.0028453294414911828
0,0,4,0.8075687258485807,1.3385453127609592,0.3704470211221033,0.8762394111583214,0.5579740276810881,0.007534157421023257,0.012487867321653539,0.0034560602509096767
0,1,2,1.1413340349994803,1.8621532969728898,0.5344042247091517,1.2632464984816671,0.8097346866882841,0.010647998138637755,0.017372832345295405,0.004985687813984967
0,1,3,0.6593813282372306,1.0978478118761459,0.2982489985478514,0.7300905061342994,0.4746174488829937,0.0061516531886528026,0.010242296382031627,0.0027824937170033157
0,1,4,0.8539714595596116,1.368529656621892,0.3736596123581818,0.9669146764148904,0.6214306856516613,0.007967068564501936,0.012767604215348846,0.003486031902024053
0,2,3,1.155716020643135,1.8617303004790196,0.5172721361841511,1.2298549445580989,0.7794186426934243,0.010782173894084863,0.01736888602831785,0.004825855161027004
0,2,4,1.635279013721683,2.6561584555193165,0.7511446383392861,1.761681378240596,1.1092189864094073,0.015256224173030812,0.024780449389042794,0.007007752739878725
0,3,4,2.304233147540647,3.7342758457851053,1.0415548377934398,2.5308584937126835,1.6415595067053341,0.02149718619931578,0.034838672146579625,0.009717114914669785
