n_mutations,group_1,group_2,n_pairs,RR
2,Adams County,Adams County,290,0.9963695897036231
2,Asotin County,Adams County,64,0.8827029850727405
2,Benton County,Adams County,2375,1.080021527321713
2,Chelan County,Adams County,1078,1.0125983936102354
2,Clallam County,Adams County,1480,0.985818856869382
2,Clark County,Adams County,1104,1.040191126898873
2,Columbia County,Adams County,34,1.0134216293750469
2,Cowlitz County,Adams County,1108,0.9269956989987229
2,Douglas County,Adams County,780,1.0211659706548337
2,Ferry County,Adams County,26,0.8952217578461704
2,Franklin County,Adams County,1321,1.055106624366944
2,Grant County,Adams County,1224,0.9888922601437361
2,Grays Harbor County,Adams County,1703,0.9227870680945393
2,Island County,Adams County,441,1.1251922184229228
2,Jefferson County,Adams County,90,0.8311679198884967
2,King County,Adams County,30907,1.0177877482734845
2,Kitsap County,Adams County,1449,0.9974101051071724
2,Kittitas County,Adams County,340,1.0405189282677212
2,Klickitat County,Adams County,115,1.0365450930470776
2,Lewis County,Adams County,1289,0.9473697605994782
2,Lincoln County,Adams County,16,0.9914154302663827
2,Mason County,Adams County,324,0.9624115018923873
2,Okanogan County,Adams County,358,0.9671438950101802
2,Pacific County,Adams County,726,1.019921478630452
2,Pend Oreille County,Adams County,47,1.0098480714165428
2,Pierce County,Adams County,6245,0.9615211035060124
2,San Juan County,Adams County,59,1.0344742074590347
2,Skagit County,Adams County,1419,1.021748557416892
2,Skamania County,Adams County,3,3.1663101656662516
2,Snohomish County,Adams County,5353,1.00161715523786
2,Spokane County,Adams County,2941,1.0009491670594672
2,Stevens County,Adams County,119,1.0054287314031347
2,Thurston County,Adams County,7331,0.9567460583350609
2,Wahkiakum County,Adams County,6,1.118735404035925
2,Walla Walla County,Adams County,584,1.093872663621548
2,Whatcom County,Adams County,3796,0.9842703108292552
2,Whitman County,Adams County,974,1.0257206140235982
2,Yakima County,Adams County,5730,0.9961294202759824
2,Adams County,Asotin County,64,0.8827029850727405
2,Asotin County,Asotin County,14,0.7751304755012598
2,Benton County,Asotin County,583,1.0642643338824145
2,Chelan County,Asotin County,275,1.036963147481141
2,Clallam County,Asotin County,401,1.0722398247968605
2,Clark County,Asotin County,257,0.9720516683763817
2,Columbia County,Asotin County,6,0.7179176949150744
2,Cowlitz County,Asotin County,260,0.8732195734589329
2,Douglas County,Asotin County,202,1.0616106237521938
2,Ferry County,Asotin County,8,1.1057563019790624
2,Franklin County,Asotin County,332,1.0644953558680406
2,Grant County,Asotin County,315,1.0216220761846346
2,Grays Harbor County,Asotin County,418,0.9092332072789284
2,Island County,Asotin County,95,0.9730247587591064
2,Jefferson County,Asotin County,28,1.0380456427590408
2,King County,Asotin County,7649,1.011153717166313
2,Kitsap County,Asotin County,339,0.9367360449044713
2,Kittitas County,Asotin County,84,1.0319591573562314
2,Klickitat County,Asotin County,29,1.049302029494777
2,Lewis County,Asotin County,337,0.9942798932145935
2,Lincoln County,Asotin County,5,1.2437063475601264
2,Mason County,Asotin County,81,0.9658573044777624
2,Okanogan County,Asotin County,108,1.1712348298209299
2,Pacific County,Asotin County,159,0.8966839507003244
2,Pend Oreille County,Asotin County,15,1.2937834661217422
2,Pierce County,Asotin County,1585,0.9796429099923677
2,San Juan County,Asotin County,16,1.1261592105118705
2,Skagit County,Asotin County,359,1.0376914576118395
2,Skamania County,Asotin County,0,0
2,Snohomish County,Asotin County,1293,0.9712145746611068
2,Spokane County,Asotin County,739,1.0096563747251466
2,Stevens County,Asotin County,37,1.2549262665789687
2,Thurston County,Asotin County,1877,0.9833540030072149
