region_1,region_2,n_1_before_2,n_1_2_tot,prop_1_before_2,lower_prop,upper_prop,i_wave,lower_prop_bootstrap,upper_prop_bootstrap
Peninsula/Coastal,North Puget Sound,554,1177,0.47068819031435855,0.441892222596347,0.49967770615233525,2,0.44265080713678845,0.4995751911639762
Peninsula/Coastal,Northeast,122,214,0.5700934579439252,0.5007668982787811,0.6368616397220502,2,0.5046728971962616,0.6355140186915887
Peninsula/Coastal,Northwest,211,409,0.5158924205378973,0.46632297494532954,0.565158680172172,2,0.4669926650366748,0.5647921760391198
Peninsula/Coastal,South Central,166,342,0.4853801169590643,0.43142748793575725,0.5396664431780669,2,0.4327485380116959,0.5380116959064327
Peninsula/Coastal,South Puget Sound,225,584,0.3852739726027397,0.34584140894903004,0.42623838496771205,2,0.3458904109589041,0.4246575342465753
Peninsula/Coastal,Southeast,49,50,0.98,0.8798918801078072,0.9989551117055796,2,0.94,1
Peninsula/Coastal,Southwest,16,50,0.32,0.19927805793642267,0.4683117730635097,2,0.2,0.46
South Central,North Central,393,612,0.6421568627450981,0.602568899798269,0.6799333293083983,2,0.6045751633986928,0.6797385620915033
South Central,North Puget Sound,1979,4284,0.4619514472455649,0.44694678978046615,0.47702481252543383,2,0.4470121381886088,0.47689075630252103
South Central,Northeast,446,743,0.6002691790040376,0.5639393520629279,0.6355478606303145,2,0.5652759084791387,0.6352624495289367
South Central,Northwest,362,640,0.565625,0.5261596144998684,0.6042914037937919,2,0.5265625,0.6046875
South Central,Peninsula/Coastal,176,342,0.5146198830409356,0.46033355682193294,0.5685725120642428,2,0.4619883040935672,0.5672514619883041
South Central,South Puget Sound,598,1253,0.4772545889864326,0.4493132922656214,0.5053369287008269,2,0.4493216280925778,0.5043894652833201
South Central,Southeast,237,384,0.6171875,0.5663177599540987,0.6656739750143447,2,0.5677083333333334,0.6640625
South Central,Southwest,97,186,0.521505376344086,0.4473607567188812,0.5947474114696151,2,0.45161290322580644,0.5913978494623656
South Puget Sound,North Central,146,264,0.553030303030303,0.4908327794886873,0.613658986954943,2,0.49242424242424243,0.6136363636363636
South Puget Sound,North Puget Sound,1501,3237,0.4637009576768613,0.4464211668432558,0.48106757429652486,2,0.44640098856966326,0.4810009267840593
South Puget Sound,Northeast,648,956,0.6778242677824268,0.6470072560308867,0.7071928367022517,2,0.647489539748954,0.7071129707112971
South Puget Sound,Northwest,445,893,0.49832026875699886,0.465046739975741,0.5316084323491724,2,0.4658454647256439,0.5307950727883539
South Puget Sound,Peninsula/Coastal,359,584,0.6147260273972602,0.573761615032288,0.6541585910509699,2,0.5753424657534246,0.6541095890410958
South Puget Sound,South Central,655,1253,0.5227454110135674,0.4946630712991731,0.5506867077343786,2,0.4948124501197127,0.5506783719074222
South Puget Sound,Southeast,232,320,0.725,0.6719981728160765,0.7724946376178256,2,0.675,0.771875
South Puget Sound,Southwest,362,629,0.575516693163752,0.5357473318889783,0.614350446534443,2,0.5373608903020668,0.6136724960254372
Southeast,North Central,69,164,0.42073170731707316,0.3449323873632563,0.5003042107991695,2,0.3475609756097561,0.49390243902439024
Southeast,North Puget Sound,77,296,0.26013513513513514,0.2118924082492178,0.31472998734717006,2,0.20945945945945946,0.3108108108108108
Southeast,Northeast,158,421,0.3752969121140142,0.32922022780823107,0.42368637969403955,2,0.33016627078384797,0.42280285035629456
Southeast,Northwest,126,245,0.5142857142857142,0.44995059740607507,0.5781654916718265,2,0.4530612244897959,0.5755102040816327
Southeast,Peninsula/Coastal,1,50,0.02,0.0010448882944205852,0.12010811989219292,2,0,0.06
Southeast,South Central,147,384,0.3828125,0.33432602498565545,0.43368224004590117,2,0.3359375,0.4322916666666667
Southeast,South Puget Sound,88,320,0.275,0.22750536238217445,0.3280018271839234,2,0.228125,0.325
Southeast,Southwest,58,120,0.48333333333333334,0.39182570681521306,0.5759223645973544,2,0.39166666666666666,0.575
Southwest,North Central,9,29,0.3103448275862069,0.1597569909891527,0.509531228007781,2,0.13793103448275862,0.4827586206896552
Southwest,North Puget Sound,90,494,0.18218623481781376,0.14971144052324661,0.21971057696846902,2,0.14979757085020243,0.2165991902834008
Southwest,Northeast,87,164,0.5304878048780488,0.4512794413767962,0.608245531466939,2,0.4573170731707317,0.6097560975609756
Southwest,Northwest,115,186,0.6182795698924731,0.5440145833249593,0.6875754335034445,2,0.5483870967741935,0.6881720430107527
Southwest,Peninsula/Coastal,34,50,0.68,0.5316882269364904,0.8007219420635774,2,0.54,0.8
Southwest,South Central,89,186,0.478494623655914,0.40525258853038487,0.5526392432811188,2,0.40860215053763443,0.5483870967741935
Southwest,South Puget Sound,267,629,0.424483306836248,0.3856495534655569,0.46425266811102184,2,0.3863275039745628,0.4626391096979332
Southwest,Southeast,62,120,0.5166666666666667,0.4240776354026457,0.608174293184787,2,0.425,0.6083333333333333
North Central,North Puget Sound,27173,61338,0.443004336626561,0.4390687919820941,0.44694703464249397,3,0.43905898464247284,0.4469496886106492
North Central,Northeast,3934,5827,0.675133001544534,0.6629097883971257,0.6871238073307421,3,0.6631199588124249,0.6871460442766432
North Central,Northwest,3753,13098,0.2865322950068713,0.2788147285111207,0.2943756559411662,3,0.2788211940754314,0.29424339593831117
North Central,Peninsula/Coastal,4727,11008,0.42941497093023256,0.42014906449424544,0.4387303661216035,3,0.42014898255813954,0.4386809593023256
North Central,South Central,9486,14381,0.6596203323830053,0.6517993689904368,0.6673556601599495,3,0.6518322787010639,0.6674083860649468
North Central,South Puget Sound,16886,30547,0.5527875077749043,0.5471891250384139,0.5583725765547094,3,0.5472223131567748,0.5583527023930337
North Central,Southeast,1013,1709,0.5927442949093037,0.5689729675647727,0.6160944006386655,3,0.569338794616735,0.6161497952018724
North Central,Southwest,2499,3809,0.6560777106852193,0.6407095630020341,0.671128624887132,3,0.640850616959832,0.6713048044106065
North Puget Sound,North Central,34165,61338,0.556995663373439,0.5530529653575059,0.560931208017906,3,0.5530340082819786,0.5609410153575272
North Puget Sound,Northeast,33891,48917,0.6928266246908028,0.6887132502102312,0.69690964043371,3,0.6887380665208415,0.6969356256516139
North Puget Sound,Northwest,51185,118379,0.4323824326949881,0.4295583495775167,0.43521091068671425,3,0.42955253887936207,0.43520387906638847
North Puget Sound,Peninsula/Coastal,52977,102430,0.5172019916040222,0.5141363390362902,0.520266351900632,3,0.5141462462169286,0.5202674997559309
North Puget Sound,South Central,89747,126496,0.7094848848975461,0.7069727155240881,0.7119843111891263,3,0.7069788768024285,0.7119908929926638
North Puget Sound,South Puget Sound,172173,293177,0.5872663953857227,0.5854814421227678,0.58904905961048315,3,0.5854927228261426,0.5890537115803763
North Puget Sound,Southeast,9605,14868,0.6460182943233791,0.6382610856884641,0.6536997387046262,3,0.6382835620123756,0.6536857680925477
North Puget Sound,Southwest,22839,33918,0.6733592782593313,0.6683340466826152,0.6783451299371405,3,0.6683464532106846,0.6783418833657645
Northeast,North Central,1893,5827,0.32486699845546596,0.312876192669258,0.33709021160287445,3,0.3128539557233568,0.3368800411875751
Northeast,North Puget Sound,15026,48917,0.3071733753091972,0.30309035956629005,0.3112867497897688,3,0.30308481713923585,0.3112619334791586
Northeast,Northwest,2448,10420,0.23493282149712091,0.2268438135796267,0.24321834917723933,3,0.22687140115163149,0.24309021113243762
Northeast,Peninsula/Coastal,2765,8623,0.32065406471065755,0.3108272516403768,0.33064154011193775,3,0.310912675402992,0.33062739185898177
Northeast,South Central,5330,11108,0.47983435361901333,0.47050730333479346,0.48917541431732503,3,0.47056175729204175,0.48910694994598486
Northeast,South Puget Sound,8843,24332,0.3634308729245438,0.3573888360466202,0.36951617178165724,3,0.3574305441394049,0.36943120170968274
Northeast,Southeast,570,1452,0.3925619834710744,0.36742035374182913,0.4182783587625371,3,0.36707988980716255,0.4180440771349862
Northeast,Southwest,1383,3044,0.4543363994743758,0.43655356389273714,0.47223541090302334,3,0.43659658344283836,0.4720762155059133
Northwest,North Central,9345,13098,0.7134677049931287,0.7056243440588339,0.7211852714888792,3,0.7056802565277142,0.7211788059245686
Northwest,North Puget Sound,67194,118379,0.5676175673050119,0.5647890893132858,0.5704416504224833,3,0.5647876734893857,0.5704559085648637
Northwest,Northeast,7972,10420,0.7650671785028791,0.7567816508227607,0.7731561864203733,3,0.7569097888675623,0.7732245681381957
Northwest,Peninsula/Coastal,11190,21113,0.5300052100601526,0.5232444230272393,0.5367550419313382,3,0.523232131861886,0.5367309240752143
Northwest,South Central,18522,24488,0.7563704671675923,0.7509334101125563,0.7617267972389686,3,0.7509800718719373,0.7617608624632473
Northwest,South Puget Sound,40373,59923,0.6737479765699315,0.6699747266198195,0.6774989016578254,3,0.6699597817198738,0.6774861071708693
Northwest,Southeast,2241,2925,0.7661538461538462,0.7502968512091277,0.7813048948528367,3,0.7507692307692307,0.7815384615384615
Northwest,Southwest,5359,7304,0.7337075575027382,0.7233803965737781,0.7437873571081302,3,0.7235761226725083,0.7438389923329682
Peninsula/Coastal,North Central,6281,11008,0.5705850290697675,0.5612696338783966,0.5798509355057547,3,0.5613190406976745,0.5797601744186046
Peninsula/Coastal,North Puget Sound,49453,102430,0.48279800839597775,0.4797336480993681,0.48586366096370975,3,0.4797617885385141,0.4858537537830714
Peninsula/Coastal,Northeast,5858,8623,0.6793459352893425,0.6693584598880623,0.6891727483596234,3,0.6694885770613476,0.689087324597008
Peninsula/Coastal,Northwest,9923,21113,0.4699947899398475,0.4632449580686619,0.4767555769727607,3,0.463221711741581,0.4767205039549093
Peninsula/Coastal,South Central,14837,22017,0.6738883589953218,0.667643456886626,0.6800723701940441,3,0.6676658945360403,0.6800654040059954
Peninsula/Coastal,South Puget Sound,30698,56064,0.547552796803653,0.5434206988598381,0.5516783645330297,3,0.5434146689497716,0.5516730878995434
Peninsula/Coastal,Southeast,1658,2634,0.6294608959757023,0.6106499208974695,0.6478909283259165,3,0.6108580106302202,0.6480637813211845
Peninsula/Coastal,Southwest,4871,7924,0.6147147905098436,0.6038829730406646,0.6254347827156175,3,0.6038616860171631,0.6254416961130742
South Central,North Central,4895,14381,0.3403796676169946,0.33264433984005043,0.3482006310095632,3,0.33273068632223074,0.3481677212989361
South Central,North Puget Sound,36749,126496,0.2905151151024538,0.2880156888108737,0.2930272844759119,3,0.28801701239564886,0.29302112319757145
South Central,Northeast,5778,11108,0.5201656463809867,0.5108245856826752,0.5294926966652066,3,0.5108030248469572,0.5295282679150162
South Central,Northwest,5966,24488,0.2436295328324077,0.2382732027610313,0.24906658988744376,3,0.23827997386475008,0.24897909180006533
South Central,Peninsula/Coastal,7180,22017,0.3261116410046782,0.31992762980595596,0.33235654311337415,3,0.31993459599400464,0.3322886860153518
South Central,South Puget Sound,22381,63186,0.3542082106795809,0.3504801036600543,0.35795408136204815,3,0.3504573797993226,0.3579748678504732
South Central,Southeast,1406,3394,0.41426045963464936,0.3976479509924011,0.43106855779992315,3,0.39776075427224517,0.4307601649970536
South Central,Southwest,3331,7211,0.46193315767577314,0.4503804007225353,0.4735266953285486,3,0.45056164193593123,0.4734433504368326
South Puget Sound,North Central,13661,30547,0.44721249222509574,0.44162742344529055,0.45281087496158623,3,0.4416472976069663,0.45281042328215537
South Puget Sound,North Puget Sound,121004,293177,0.4127336046142774,0.41095094038951685,0.41451855787723235,3,0.41094628841962366,0.4145004553563206
South Puget Sound,Northeast,15489,24332,0.6365691270754562,0.6304838282183426,0.6426111639533798,3,0.6304455038632254,0.6426105540029591
South Puget Sound,Northwest,19550,59923,0.3262520234300686,0.3225010983421746,0.3300252733801805,3,0.32251389282913073,0.33000684211404635
South Puget Sound,Peninsula/Coastal,25366,56064,0.452447203196347,0.4483216354669703,0.4565793011401618,3,0.4483447488584475,0.4565853310502283
South Puget Sound,South Central,40805,63186,0.645791789320419,0.6420459186379518,0.6495198963399457,3,0.6420726110214288,0.6495426202006773
South Puget Sound,Southeast,4241,7552,0.561573093220339,0.5502872325383824,0.5727959749496356,3,0.5504469014830509,0.5728283898305084
South Puget Sound,Southwest,12687,20426,0.6211201409967688,0.614420740416954,0.627773825131274,3,0.6144619602467444,0.6277783217467933
Southeast,North Central,696,1709,0.4072557050906963,0.3839055993613345,0.4310270324352273,3,0.38385020479812754,0.4306612053832651
Southeast,North Puget Sound,5263,14868,0.3539817056766209,0.34630026129537383,0.3617389143115358,3,0.34631423190745225,0.36165086090933507
Southeast,Northeast,882,1452,0.6074380165289256,0.5817216412374628,0.6325796462581709,3,0.5819559228650137,0.6322314049586777
Southeast,Northwest,684,2925,0.23384615384615384,0.21869510514716337,0.24970314879087224,3,0.21846153846153846,0.24923076923076923
Southeast,Peninsula/Coastal,976,2634,0.3705391040242976,0.3521090716740833,0.38935007910253056,3,0.35231586940015186,0.3891419893697798
Southeast,South Central,1988,3394,0.5857395403653506,0.5689314422000769,0.602352049007599,3,0.5689451974071892,0.6022392457277549
Southeast,South Puget Sound,3311,7552,0.438426906779661,0.42720402505036437,0.4497127674616176,3,0.4271716101694915,0.4496822033898305
Southeast,Southwest,555,1071,0.5182072829131653,0.4878044044222915,0.5484779898569073,3,0.488328664799253,0.5480859010270775
Southwest,North Central,1310,3809,0.3439222893147808,0.32887137511286824,0.3592904369979661,3,0.32869519558939353,0.359149383040168
Southwest,North Puget Sound,11079,33918,0.32664072174066866,0.32165487006285964,0.33166595331738463,3,0.3216581166342355,0.33162332684710183
Southwest,Northeast,1661,3044,0.5456636005256241,0.5277645890969765,0.5634464361072627,3,0.5279237844940867,0.5634034165571616
Southwest,Northwest,1945,7304,0.26629244249726175,0.2562126428918697,0.2766196034262219,3,0.25616100766703176,0.2764238773274918
Southwest,Peninsula/Coastal,3053,7924,0.3852852094901565,0.3745652172843826,0.3961170269593353,3,0.37468450277637555,0.3960121150933872
Southwest,South Central,3880,7211,0.5380668423242269,0.5264733046714515,0.5496195992774646,3,0.5265566495631674,0.5495770350852863
Southwest,South Puget Sound,7739,20426,0.3788798590032312,0.372226174868726,0.38557925958304584,3,0.3722216782532067,0.3855380397532557
Southwest,Southeast,516,1071,0.48179271708683474,0.4515220101430928,0.5121955955777086,3,0.4519140989729225,0.5116713352007469
North Central,North Puget Sound,890,2853,0.3119523308797757,0.2950422638508844,0.3293733247928181,4,0.2951279355064844,0.3287767262530669
North Central,Northeast,97,227,0.42731277533039647,0.3625715896108801,0.4945552512316948,4,0.36123348017621143,0.4933920704845815
North Central,Northwest,232,620,0.3741935483870968,0.3362018794551165,0.41376728133429774,4,0.3370967741935484,0.4129032258064516
North Central,Peninsula/Coastal,89,221,0.40271493212669685,0.33808393371681905,0.4707854767029075,4,0.3393665158371041,0.4660633484162896
North Central,South Central,96,431,0.22273781902552203,0.18492501778758283,0.2655931289193737,4,0.18329466357308585,0.26218097447795824
North Central,South Puget Sound,165,529,0.31190926275992437,0.27300034619121477,0.35359487447830307,4,0.2722117202268431,0.3516068052930057
North Central,Southeast,8,18,0.4444444444444444,0.22404751415676738,0.6865306897142767,4,0.2222222222222222,0.6666666666666666
