period,i_imput,n_pairs,n_west_before_east,prop_west_before_east,lower_prop,upper_prop
Wave 4,191,10485,7266,0.6929899856938484,0.6840437476123767,0.7017940981563422
Wave 5,191,12571,6887,0.5478482220984806,0.5390947690516219,0.5565723074382166
Wave 6,191,485147,313569,0.6463381201986202,0.6449905843700395,0.6476833368206646
Wave 7,191,31558,16804,0.5324798783192851,0.5269555602487352,0.5379962672452673
Wave 4,192,10477,7346,0.7011549107568961,0.6922692155909194,0.7098923478545289
Wave 5,192,12556,6842,0.5449187639375598,0.5361561811426888,0.5536537441008258
Wave 6,192,485332,311644,0.6421253904543693,0.6407745746125181,0.6434739547176521
Wave 7,192,31560,16505,0.5229721166032953,0.5174433098167374,0.5284953156988063
Wave 4,193,10484,7327,0.6988744753910721,0.6899735859002974,0.707628887388115
Wave 5,193,12579,6889,0.5476587964067096,0.5389078844365958,0.556380475577942
Wave 6,193,485281,310925,0.6407112580133985,0.6393592090675887,0.6420610775507251
Wave 7,193,31602,16573,0.5244288336181254,0.5189042984215639,0.5299474134599099
Wave 4,194,10498,7280,0.69346542198514,0.6845284303711644,0.7022601143605505
Wave 5,194,12575,6833,0.5433797216699802,0.5346218884986483,0.5521109383420827
Wave 6,194,485171,310817,0.640633920823792,0.6392816551848772,0.6419839577742512
Wave 7,194,31600,16783,0.5311075949367089,0.5255861654382885,0.5366214404095223
Wave 4,195,10483,7296,0.695983974053229,0.6870599529399537,0.7047636349234988
Wave 5,195,12572,6880,0.5472478523703468,0.5384939316866241,0.5559727761610576
Wave 6,195,485132,310744,0.6405349471896309,0.639182546297011,0.6418851207832711
Wave 7,195,31473,16609,0.5277221745623233,0.5221877885462731,0.5332497746169222
Wave 4,196,10485,7320,0.698140200286123,0.6892339355151018,0.7069005428768886
Wave 5,196,12576,6926,0.5507315521628499,0.5419839549538854,0.5594480242917708
Wave 6,196,485499,309500,0.637488439729021,0.6361340947240101,0.6388406073691235
Wave 7,196,31601,16797,0.5315338122211323,0.5260127133233029,0.5370472234240826
Wave 4,197,10462,7310,0.6987191741540815,0.6898075748255699,0.7074841019910043
Wave 5,197,12582,6840,0.5436337625178826,0.5348786895714338,0.5523620780119242
Wave 6,197,485419,312997,0.6447975872390657,0.6434491230001267,0.6461437579743221
Wave 7,197,31606,16917,0.5352464721888249,0.5297280980250512,0.5407562548893576
Wave 4,198,10492,7241,0.6901448722836446,0.6811801377476157,0.6989696720149873
Wave 5,198,12551,6839,0.5448968209704406,0.536132454936622,0.5536335868446726
Wave 6,198,485344,309338,0.637358244873739,0.6360035796150518,0.6387107341345384
Wave 7,198,31622,17152,0.5424071848712921,0.5368954859356103,0.5479085520963928
Wave 4,199,10497,7250,0.6906735257692674,0.6817149220834826,0.6994918722350398
Wave 5,199,12564,6814,0.5423432028016555,0.5335802741486478,0.5510801281623969
Wave 6,199,485295,310444,0.6397016247849246,0.6383487735486768,0.641052262674084
Wave 7,199,31693,16827,0.5309374309784495,0.5254240405092089,0.5364433010702973
Wave 4,200,10487,7281,0.6942881663011348,0.6853527447923572,0.7030805326000055
Wave 5,200,12579,6845,0.5441609030924557,0.5354054300247871,0.5528892889675309
Wave 6,200,485193,311281,0.6415611931746749,0.6402097183662092,0.6429104247005725
Wave 7,200,31551,16734,0.5303793857563944,0.5248532496951896,0.5358981038134737
Wave 4,201,10478,7260,0.692880320671884,0.6839302185631585,0.7016882828838005
Wave 5,201,12557,6847,0.5452735526001433,0.5365117734686662,0.5540075132937238
Wave 6,201,485492,309711,0.6379322419318959,0.6365782412916792,0.6392840581468892
Wave 7,201,31656,16765,0.52959944402325,0.5240820904684831,0.5351095940256537
Wave 4,202,10483,7295,0.6958885815129257,0.6869638182205428,0.7046690548963074
Wave 5,202,12544,6825,0.5440848214285714,0.5353169769648876,0.5528255497713411
Wave 6,202,485239,311365,0.6416734846127372,0.6403221663841462,0.6430225579920975
Wave 7,202,31641,16521,0.5221389968711482,0.5166169813778448,0.5276556218992551
Wave 4,203,10487,7292,0.6953370840087728,0.6864097640832214,0.7041205756565242
Wave 5,203,12582,6882,0.546971864568431,0.5382210722875116,0.5556938522988862
Wave 6,203,485313,311047,0.6409203957033914,0.6395685624461048,0.6422699963857036
Wave 7,203,31549,16593,0.5259437700085581,0.5204152391235982,0.5314659655800283
Wave 4,204,10482,7272,0.6937607326846021,0.6848190980756,0.7025596325937461
Wave 5,204,12574,6843,0.5442182280897089,0.5354610756018842,0.5529482474156505
Wave 6,204,485403,309609,0.6378390739241414,0.6364848745099105,0.6391910899883387
Wave 7,204,31722,16682,0.5258810919866339,0.5203676787821007,0.5313882196954103
Wave 4,205,10482,7292,0.6956687655027667,0.6867418622952843,0.7044515270916382
Wave 5,205,12593,6917,0.5492734058603986,0.5405296388489244,0.5579869833317306
Wave 6,205,485337,312862,0.6446283716263133,0.6432796506899126,0.6459748013522982
Wave 7,205,31660,16797,0.5305432722678458,0.5250267799016053,0.5360523323222344
Wave 4,206,10476,7226,0.6897670866743032,0.6807925907355662,0.698601712295148
Wave 5,206,12568,6843,0.5444780394653087,0.5357191093129556,0.5532096639695154
Wave 6,206,485081,309278,0.6375801154858673,0.6362252592534348,0.6389327910232462
Wave 7,206,31525,16483,0.5228548770816812,0.5173229470055875,0.5283812218838926
Wave 4,207,10474,7282,0.6952453694863472,0.6863117274015789,0.7040350720426496
Wave 5,207,12566,6881,0.5475887314976922,0.5388331716959405,0.5563150712210904
Wave 6,207,485400,312513,0.6438257107540173,0.6424764035978886,0.6451727397122424
Wave 7,207,31732,16844,0.5308206227152401,0.5253105676529866,0.5363231950145909
Wave 4,208,10485,7218,0.688412017167382,0.679431332856207,0.6972539502986231
Wave 5,208,12575,6871,0.5464015904572564,0.5376475891852309,0.5551271210309914
Wave 6,208,485293,312480,0.6438996647386218,0.6425502705247751,0.6452467790802981
Wave 7,208,31517,16618,0.5272709966050069,0.5217402689796806,0.532795058042988
Wave 4,209,10459,7269,0.6949995219428243,0.6860574867786032,0.7037975923449264
Wave 5,209,12552,6857,0.5462874442319949,0.5375252284975767,0.5550212071644941
Wave 6,209,485194,307945,0.6346842706216482,0.6333272897936449,0.6360391171549324
Wave 7,209,31540,17076,0.5414077362079899,0.5358880451178966,0.5469173128266162
Wave 4,210,10486,7248,0.6912073240511157,0.6822479846461075,0.7000258653346845
Wave 5,210,12568,6842,0.5443984723106302,0.5356394425152431,0.5531302453069508
Wave 6,210,485396,309913,0.6384745650973638,0.6371208648576249,0.6398260718887065
Wave 7,210,31652,16668,0.5266017945153545,0.5210825973849462,0.5321145168118904
Wave 4,211,10470,7297,0.6969436485195798,0.6880215117573008,0.7057205369112232
Wave 5,211,12544,6801,0.5421715561224489,0.5334014026231112,0.5509157703699573
Wave 6,211,485105,310158,0.6393626122179734,0.6380092211070121,0.6407137944881834
Wave 7,211,31568,16542,0.5240116573745565,0.5184839659002948,0.5295334888826564
Wave 4,212,10496,7268,0.692454268292683,0.6835086989030528,0.7012582558365318
Wave 5,212,12572,6872,0.5466115176582883,0.5378567440792136,0.5553376848905747
Wave 6,212,485369,311916,0.6426368391883289,0.6412864982847741,0.6439849205826179
Wave 7,212,31626,16837,0.5323784228166698,0.5268600072104371,0.5378889510641546
Wave 4,213,10484,7298,0.6961083555894697,0.687185734041602,0.7048865389966039
Wave 5,213,12560,6915,0.5505573248407644,0.5418038675374071,0.5592797243704352
Wave 6,213,485557,311023,0.6405488953923021,0.6391970988109312,0.6418984664040566
Wave 7,213,31482,16305,0.5179149990470745,0.5123776583087237,0.5234479557361214
Wave 4,214,10473,7244,0.6916833763009644,0.6827220073152684,0.7005034206820249
Wave 5,214,12577,6873,0.5464737218732607,0.53772051615515,0.5551984171769236
Wave 6,214,485285,309777,0.6383403566976107,0.6369863936968235,0.6396921278745966
Wave 7,214,31603,16824,0.5323545233047495,0.5268340788448024,0.5378670804843767
Wave 4,215,10493,7232,0.6892213856856952,0.680250183246924,0.6980533468602426
Wave 5,215,12571,6890,0.5480868665977249,0.5393337421951344,0.5568104768146336
Wave 6,215,485210,312370,0.6437831042229137,0.6424334968241309,0.6451304332065536
Wave 7,215,31616,16776,0.5306174089068826,0.525097107135039,0.5361302499442215
Wave 4,216,10488,7339,0.6997520976353928,0.6908599011069991,0.7084972258544505
Wave 5,216,12567,6898,0.5488979072173152,0.5401445137618505,0.5576212791030861
Wave 6,216,485112,308145,0.6352038292188196,0.6338471392054615,0.6365583763414089
Wave 7,216,31555,16710,0.5295515766122643,0.5240253447948461,0.535070593477025
Wave 4,217,10484,7322,0.6983975581838993,0.6894928948318932,0.7071560956619921
Wave 5,217,12562,6846,0.5449769145040598,0.5362165106616319,0.5537096932068863
Wave 6,217,485255,311736,0.6424168736025389,0.6410661915293541,0.6437652991209648
Wave 7,217,31698,17160,0.5413590762824153,0.5358531707891396,0.5468549296131349
Wave 4,218,10483,7300,0.6963655442144424,0.6874444962896431,0.7051419505590338
Wave 5,218,12561,6845,0.5449406894355545,0.536179888813937,0.5536738849662561
Wave 6,218,485460,311290,0.6412268776006262,0.6398755004745588,0.642576017973624
Wave 7,218,31511,16312,0.5176604995081083,0.5121256465063293,0.5231910347229822
Wave 4,219,10473,7264,0.6935930487921321,0.6846462361975324,0.7023971274913929
Wave 5,219,12581,6884,0.5471743104681663,0.5384234406643312,0.5558962492666851
Wave 6,219,485191,312479,0.6440329684598437,0.642683543905657,0.6453801105498054
Wave 7,219,31571,16810,0.5324506667511324,0.52692747271577,0.5379659420396139
Wave 4,220,10477,7313,0.6980051541471796,0.689094379332975,0.7067699947304344
Wave 5,220,12550,6827,0.54398406374502,0.5352182027616004,0.5527228835444544
Wave 6,220,485457,311328,0.6413091169763748,0.6399578031543132,0.6426581927289365
Wave 7,220,31608,16544,0.5234117944824095,0.5178873724148553,0.5289305102193158
Wave 4,221,10472,7281,0.6952826585179527,0.6863484412028213,0.7040728812280799
Wave 5,221,12546,6851,0.5460704607046071,0.5373058524108459,0.5548067360108498
Wave 6,221,485051,312575,0.6444167726692657,0.6430674754142227,0.6457637807167964
Wave 7,221,31630,16508,0.5219095795131204,0.5163865172881379,0.5274273052747467
Wave 4,222,10460,7230,0.6912045889101338,0.6822339569640096,0.7000340739683406
Wave 5,222,12571,6883,0.5475300294328216,0.5387761413323594,0.5562547451307619
Wave 6,222,485261,312126,0.6432126216613328,0.6418626089365426,0.6445603652501728
Wave 7,222,31670,16961,0.5355541521945059,0.5300415794279171,0.541058076035069
Wave 4,223,10479,7318,0.6983490791106022,0.6894418802753749,0.707110117945508
Wave 5,223,12574,6852,0.5449339907746142,0.5361777379744389,0.553662671190926
Wave 6,223,485365,312558,0.6439648511944619,0.6426156118377908,0.6453118099845911
Wave 7,223,31551,16842,0.5338024151373966,0.528278289909309,0.5393182865194578
Wave 4,224,10500,7332,0.6982857142857143,0.6893870454671234,0.7070385627504293
Wave 5,224,12565,6899,0.5490648627138878,0.540311004446263,0.5577885920982112
Wave 6,224,485123,311047,0.6411714142598888,0.6398195215873098,0.6425210695041115
Wave 7,224,31694,17070,0.5385877453145705,0.533079381342272,0.5440867295123144
Wave 4,225,10492,7281,0.69395730080061,0.6850214927039411,0.7027503657523448
Wave 5,225,12557,6915,0.5506888588038544,0.5419345432275193,0.5594120283463099
Wave 6,225,485080,308635,0.6362558753195349,0.6348999671733153,0.6376096237572255
Wave 7,225,31599,16734,0.5295737206873635,0.5240513625442614,0.5350888685384918
Wave 4,226,10492,7345,0.7000571864277545,0.6911691402514042,0.7087979957263998
Wave 5,226,12557,6918,0.5509277693716652,0.5421738070296367,0.5596504388729772
Wave 6,226,485294,310621,0.6400676703194352,0.6387151148926915,0.6414180065947387
Wave 7,226,31646,17056,0.5389622701131265,0.5334499905270839,0.5444650645008461
Wave 4,227,10486,7228,0.6893000190730498,0.6803263705583434,0.6981342752033668
Wave 5,227,12560,6843,0.5448248407643312,0.5360635424262417,0.5535586029783724
Wave 6,227,485499,311856,0.6423411788695754,0.6409907741396763,0.6436893293780682
Wave 7,227,31593,16949,0.5364795999113727,0.5309609137865093,0.5419893903250953
Wave 4,228,10475,7297,0.6966109785202864,0.6876883966001879,0.705388627035035
Wave 5,228,12567,6837,0.5440439245643351,0.5352841029652047,0.5527767048778062
Wave 6,228,485633,312428,0.6433417827865898,0.6419923956767768,0.6446889004542162
Wave 7,228,31629,16502,0.5217363811691802,0.5162131690732714,0.5272542988198584
Wave 4,229,10478,7296,0.6963160908570338,0.6873925007587641,0.7050950066731265
Wave 5,229,12563,6875,0.5472419008198679,0.5384848185376833,0.5559699690504106
Wave 6,229,485368,310160,0.6390202897595226,0.6376669895312324,0.6403713877674613
Wave 7,229,31677,16772,0.5294693310603908,0.5239537439134133,0.5349777510814011
Wave 4,230,10476,7316,0.6983581519663994,0.6894497325800355,0.7071203627048547
Wave 5,230,12589,6866,0.5453967749622687,0.5366463617415511,0.5541193650715055
Wave 6,230,485302,310244,0.639280283205097,0.637927100695773,0.6406312590750805
Wave 7,230,31540,16611,0.5266645529486367,0.5211355616671671,0.5321870310438551
Wave 4,231,10473,7232,0.6905375728062637,0.6815675550839784,0.6993671114763922
Wave 5,231,12591,6821,0.5417361607497418,0.5329819781985502,0.5504647678795926
Wave 6,231,485036,312934,0.6451768528521594,0.6438281758542238,0.6465232285222104
Wave 7,231,31559,16736,0.5303083114167115,0.5247828392218495,0.5358263848409622
Wave 4,232,10484,7217,0.6883822968332698,0.6794009584342037,0.6972248926955321
Wave 5,232,12575,6857,0.5452882703777336,0.5365328197771979,0.5540159334075759
Wave 6,232,485329,313565,0.6460874994076183,0.6447400030525537,0.6474326813968834
Wave 7,232,31590,16815,0.5322886989553656,0.5267670758013107,0.5378024476322968
Wave 4,233,10488,7268,0.6929824561403509,0.6840374568052185,0.7017853761531961
Wave 5,233,12578,6889,0.5477023374145333,0.538951135034179,0.5564242779570246
Wave 6,233,485207,310280,0.6394796447701703,0.6381264908313379,0.6408305884781188
Wave 7,233,31578,16524,0.5232756982709481,0.5177485905487824,0.5287971274376828
Wave 4,234,10466,7267,0.6943435887636156,0.6853995171587419,0.7031442765224813
Wave 5,234,12570,6903,0.5491646778042959,0.5404127126435202,0.5578864648188346
Wave 6,234,485350,312719,0.6443164726486041,0.64296750743962,0.6456631516498968
Wave 7,234,31660,17244,0.5446620341124447,0.5391555521736684,0.5501576480539895
Wave 4,235,10489,7287,0.6947278100867575,0.6857966404778052,0.70351562786599
Wave 5,235,12578,6885,0.5473843218317698,0.5386326863756099,0.5561068905370522
Wave 6,235,485257,309140,0.6370644833562421,0.6357094629344512,0.6384173320446984
Wave 7,235,31611,16956,0.5363955585081143,0.5308783919799871,0.541903854879658
Wave 4,236,10469,7281,0.6954818989397268,0.686547930508158,0.7042716843094022
Wave 5,236,12566,6875,0.5471112525863441,0.5383550455812871,0.5558385327030994
Wave 6,236,485222,310233,0.6393630132186916,0.6380097858675606,0.6407140322555261
Wave 7,236,31606,16728,0.5292665949503259,0.5237446883490776,0.5347813677222715
Wave 4,237,10482,7305,0.6969089868345736,0.6879917548185602,0.7056811627094979
Wave 5,237,12562,6879,0.5476038847317306,0.5388469434943594,0.5563315872605161
Wave 6,237,485655,311145,0.6406708465886277,0.6393192861611047,0.6420201799649838
Wave 7,237,31655,16367,0.5170431211498974,0.5115207500798143,0.5225613443553636
Wave 4,238,10489,7337,0.6994947087424921,0.6906008929159331,0.7082416599931004
Wave 5,238,12565,6865,0.5463589335455631,0.5376013726731033,0.5550880272113569
Wave 6,238,485104,312700,0.6446040436689865,0.6432549778574852,0.6459508175547871
Wave 7,238,31695,16791,0.5297681022243256,0.5242542456380346,0.535274723137849
Wave 4,239,10475,7210,0.6883054892601432,0.6793196746708169,0.697152498498599
Wave 5,239,12587,6851,0.5442917295622468,0.535539218186541,0.5530170907977273
Wave 6,239,485455,310455,0.6395134461484586,0.638160665790337,0.640864016869852
Wave 7,239,31559,16401,0.5196932729173929,0.5141632339150021,0.525218504473988
Wave 4,240,10489,7246,0.6908189531890552,0.6818579841277386,0.6996394506540285
Wave 5,240,12590,6777,0.538284352660842,0.5295260400235988,0.5470192032957061
Wave 6,240,485267,310185,0.6392048088990184,0.6378515165406392,0.6405558956547575
Wave 7,240,31599,16982,0.53742207031868094,0.5319045650467589,0.5429304517852613
Wave 4,241,10486,7316,0.6976921609765402,0.6887827974491452,0.7064559465333695
Wave 5,241,12577,6846,0.5443269460125626,0.5355709795348627,0.5530557191153206
Wave 6,241,485366,309410,0.6374776972429054,0.6361231578448473,0.6388300588493737
Wave 7,241,31555,16941,0.5368721280304231,0.5313503787272182,0.5423848750591491
Wave 4,242,10475,7306,0.6974701670644391,0.6885543189880575,0.70624044774839
Wave 5,242,12579,6809,0.5412989903807934,0.5325401072208786,0.5500325418304455
Wave 6,242,485467,312329,0.6433578389468285,0.6420082341734069,0.6447051732474514
Wave 7,242,31627,16548,0.5232238277421191,0.5177009969338803,0.5287410014395489
Wave 4,243,10478,7267,0.6935483870967742,0.6846033948846163,0.7023507466268122
Wave 5,243,12568,6821,0.5427275620623806,0.5339664914702681,0.5514624016839222
Wave 6,243,485455,310338,0.6392724351381693,0.6379194598797584,0.6406232045772687
Wave 7,243,31632,16969,0.5364504299443601,0.530935139080618,0.5419568431836801
Wave 4,244,10466,7242,0.6919549015860883,0.6829925569948632,0.7007756263206893
Wave 5,244,12581,6865,0.5456640966536841,0.5369112305124298,0.5543889580077703
Wave 6,244,485303,308712,0.6361221752183688,0.6347664736916365,0.6374757201476956
Wave 7,244,31551,16714,0.5297454914265792,0.5242190115275908,0.5352647081066382
Wave 4,245,10485,7264,0.6927992370052456,0.6838515433636244,0.7016049456347248
Wave 5,245,12582,6804,0.5407725321888412,0.5320141034885699,0.5495059580789954
Wave 6,245,485198,311401,0.6418019035527764,0.6404506339345681,0.6431509260968543
Wave 7,245,31646,16379,0.5175693610566896,0.5120463390348081,0.5230881059223723
Wave 4,246,10501,7252,0.6906008951528426,0.6816434739646744,0.6994181661251524
Wave 5,246,12591,6833,0.5426892224604877,0.5339361577159227,0.5514161277396153
Wave 6,246,485337,313220,0.645366003416183,0.6440179054555091,0.6467117984800163
Wave 7,246,31611,16425,0.5195976084274462,0.5140721043954721,0.525118336247097
Wave 4,247,10495,7359,0.7011910433539781,0.6923133642045557,0.7099206926939903
Wave 5,247,12568,6842,0.5443984723106302,0.5356394425152431,0.5531302453069508
Wave 6,247,485338,311714,0.6422616815497654,0.6409109867307169,0.6436101226588222
Wave 7,247,31573,16413,0.5198429037468724,0.514314141870702,0.5253668238004964
Wave 4,248,10489,7287,0.6947278100867575,0.6857966404778052,0.70351562786599
Wave 5,248,12559,6849,0.545345967035592,0.5365849825936972,0.5540790929885582
Wave 6,248,485358,309166,0.6369854828806778,0.6356305409647209,0.6383382547669412
Wave 7,248,31637,16876,0.5334260517748206,0.5279092325347778,0.5389347312861146
Wave 4,249,10475,7232,0.6904057279236276,0.6814355865830021,0.699235514371953
Wave 5,249,12580,6811,0.5414149443561208,0.5326565438477894,0.5501479440521266
Wave 6,249,485358,312685,0.6442358012024114,0.6428867793711663,0.6455825381416965
Wave 7,249,31602,16808,0.5318650718308968,0.5263442521819812,0.5373781232716561
Wave 4,250,10470,7274,0.6947468958930277,0.6858076674933337,0.7035424976269489
Wave 5,250,12550,6870,0.547410358565737,0.5386489434455893,0.5561426259490855
Wave 6,250,485203,308579,0.6359791674824764,0.6346232133927863,0.6373329667964134
Wave 7,250,31465,16453,0.522898458604799,0.5173612562365961,0.5284300543638243
Wave 4,251,10487,7275,0.6937160293696958,0.6847762114987264,0.7025132136982097
Wave 5,251,12569,6841,0.5442755986952025,0.5355167659331185,0.5530072522614696
Wave 6,251,485274,311328,0.6415509588397482,0.6401995885875095,0.642900086346163
Wave 7,251,31655,17125,0.5409887853419681,0.5354788358996296,0.5464887590709478
Wave 4,252,10465,7232,0.6910654562828475,0.6820959445536838,0.6998939914703295
Wave 5,252,12589,6914,0.549209627452538,0.5404643724853955,0.5579247223591541
Wave 6,252,485081,313881,0.6470692523516691,0.6457222503770255,0.6484139232145103
Wave 7,252,31549,16781,0.5319027544454658,0.5263773054174986,0.5374204129961201
Wave 4,253,10508,7296,0.6943281309478493,0.6854020666056669,0.7031113972401262
Wave 5,253,12593,6858,0.5445882633208926,0.535838220449671,0.5533109873227497
Wave 6,253,485348,310116,0.6389559656164236,0.6376025856037678,0.6403071443370116
Wave 7,253,31567,16684,0.5285266259068014,0.5230009155537286,0.5340453742001366
Wave 4,254,10476,7241,0.6911989308896526,0.6822351977755673,0.7000217373624762
Wave 5,254,12573,6853,0.5450568678915135,0.5363004211351535,0.5537856646580754
Wave 6,254,485295,310619,0.6400622301898845,0.6387096717356061,0.6414125695834927
Wave 7,254,31592,16727,0.5294694859458091,0.5239464586879792,0.5349853267310425
Wave 4,255,10504,7334,0.6982102056359482,0.689312658309957,0.7069620438309203
Wave 5,255,12559,6846,0.5451070945138944,0.5363458041846533,0.5538406731120549
Wave 6,255,485307,311784,0.6424469459537984,0.6410963612643318,0.6437952738539143
Wave 7,255,31608,16692,0.5280941533788914,0.5225718224650717,0.5336096366864459
Wave 4,256,10479,7295,0.6961542131882813,0.6872297924428127,0.7049340928903756
Wave 5,256,12580,6870,0.5461049284578696,0.5373522868112881,0.5548292927022873
Wave 6,256,485330,311783,0.6424144396596131,0.6410638601043357,0.6437627630475382
Wave 7,256,31629,16623,0.5255619842549559,0.5200403022502179,0.5310774399856365
Wave 4,257,10490,7316,0.6974261201143946,0.6885163874479214,0.706190526480078
Wave 5,257,12577,6855,0.5450425379661287,0.536287473629234,0.5537699699157016
Wave 6,257,485452,310585,0.6397851898848907,0.6384326255367226,0.6411355402784444
Wave 7,257,31617,16775,0.5305689976911155,0.5250487567106404,0.5360817899697832
Wave 4,258,10486,7279,0.6941636467671181,0.6852268354064849,0.7029574810242604
Wave 5,258,12587,6822,0.5419877651545245,0.5332324758161802,0.5507173166937575
Wave 6,258,485196,307904,0.6345971524909522,0.6332401066141702,0.6359520654624229
Wave 7,258,31609,16845,0.5329178398557373,0.5273982586647018,0.5384293979665032
Wave 4,259,10467,7273,0.6948504824687112,0.6859107570384414,0.7036464634808508
Wave 5,259,12564,6847,0.5449697548551417,0.5362100432585541,0.5537018501152579
Wave 6,259,485376,311855,0.6425018954377637,0.6411514524212836,0.643850081115333
Wave 7,259,31580,16952,0.536795440151995,0.5312758315797435,0.5423060722943702
Wave 4,260,10481,7258,0.6924911745062494,0.6835394039836228,0.7013011328719851
Wave 5,260,12571,6822,0.5426775912815209,0.5339175126330297,0.5514114759029877
Wave 6,260,485447,309083,0.6366977239533873,0.6353426783876405,0.6380506044453569
Wave 7,260,31630,16917,0.5348403414479924,0.5293238037142,0.5403483931681781
Wave 4,261,10487,7267,0.6929531801277773,0.6840075252934273,0.7017567636364636
Wave 5,261,12561,6842,0.5447018549478545,0.5359407519312758,0.5534354995844396
Wave 6,261,485146,309264,0.6374658350269816,0.636110978611413,0.6388185128510325
Wave 7,261,31626,16537,0.5228925567570986,0.5173695101809226,0.5284100267409646
Wave 4,262,10498,7263,0.6918460659173176,0.6828967434371284,0.7006542813499164
Wave 5,262,12569,6858,0.5456281327074548,0.5368710182645857,0.5543572376513546
Wave 6,262,485331,308955,0.6365861649060126,0.6352308688804525,0.6379392971075719
Wave 7,262,31598,16588,0.5249699348060004,0.5194452778604224,0.5304885037125443
Wave 4,263,10482,7292,0.6956687655027667,0.6867418622952843,0.7044515270916382
Wave 5,263,12544,6845,0.5456792091836735,0.5369133878835648,0.5544169336344357
Wave 6,263,485306,312243,0.6433940647756261,0.6420442660172223,0.644741591733754
Wave 7,263,31551,16919,0.5362429083071852,0.5307203756658699,0.5417565911761233
Wave 4,264,10496,7321,0.6975038109756098,0.6885972689431562,0.7062650527631322
Wave 5,264,12571,6893,0.5483255110969693,0.539572717356728,0.5570486441728761
Wave 6,264,485499,313193,0.6450950465397457,0.6437469446673277,0.6464408505754193
Wave 7,264,31569,16132,0.5110076340713992,0.5054765911323468,0.5165359907257159
Wave 4,265,10475,7265,0.6935560859188544,0.6846098552090899,0.7023596373217065
Wave 5,265,12578,6882,0.5471458101446971,0.5383938522319192,0.5558688476217294
Wave 6,265,485241,311223,0.6413782017595381,0.6400266434701701,0.642727519888048
Wave 7,265,31680,16741,0.5284406565656565,0.5229247995867575,0.5339495972569098
Wave 4,266,10478,7322,0.6987974804351975,0.6898933987024216,0.7075550574006945
Wave 5,266,12564,6860,0.5460044571792423,0.5372460799098634,0.5547345826676278
Wave 6,266,485230,310251,0.6393895678338107,0.6380363731318471,0.6407405538371017
Wave 7,266,31612,16951,0.5362204226243199,0.5307032244724506,0.5417287935831688
Wave 4,267,10469,7279,0.6952908587257618,0.686355408166286,0.7040822672669931
Wave 5,267,12550,6840,0.5450199203187251,0.5362553595900794,0.5537568030005031
Wave 6,267,485391,312161,0.6431124598519544,0.6417625448010851,0.6444601079615321
Wave 7,267,31621,16683,0.5275924227570286,0.5220709836942554,0.533107139273849
Wave 4,268,10475,7249,0.6920286396181384,0.6830707556166087,0.7008449713172004
Wave 5,268,12556,6852,0.5457151959222682,0.5369536356383253,0.554448664147642
Wave 6,268,485399,313551,0.6459654840656862,0.6446179811833975,0.6473106748489238
Wave 7,268,31667,16670,0.5264155114156693,0.5208975397050745,0.5319270566832683
Wave 4,269,10481,7281,0.6946856216009922,0.6857506737496492,0.7034771390612992
Wave 5,269,12568,6867,0.5463876511775939,0.5376311796540463,0.555115644672162
Wave 6,269,485217,311134,0.6412265027812298,0.6398747864647213,0.6425759812300086
Wave 7,269,31563,16553,0.5244431771377879,0.5189152246549037,0.5299651633965928
Wave 4,270,10480,7294,0.6959923664122137,0.68706711660055,0.7047732083706844
Wave 5,270,12574,6855,0.5451725783362494,0.5364166294582208,0.5539008084229142
Wave 6,270,485175,310455,0.6398825166177152,0.6385296446098868,0.6412331718639819
Wave 7,270,31628,16704,0.5281396231187555,0.5226190670614331,0.5336533248298028
Wave 4,271,10470,7236,0.6911174785100287,0.6821505290908269,0.6999434804662896
Wave 5,271,12590,6838,0.5431294678316124,0.5343765806690408,0.5518559236389495
Wave 6,271,485327,310663,0.6401106882576078,0.6387582138704477,0.6414609429627265
Wave 7,271,31641,16652,0.5262791947157169,0.5207588861758645,0.5317931047160007
Wave 4,272,10490,7228,0.6890371782650143,0.6800633049541981,0.6978719061100844
Wave 5,272,12588,6905,0.5485382904353352,0.5397917404509642,0.5572550894645626
Wave 6,272,485113,310787,0.6406486736080047,0.6392963390570994,0.6419987789700562
Wave 7,272,31624,16839,0.5324753351884645,0.5269568020804678,0.5379859568286779
Wave 4,273,10494,7308,0.6963979416809606,0.6874818848811404,0.705169485006877
Wave 5,273,12577,6868,0.5460761707879462,0.5373224415171932,0.5548016335409962
Wave 6,273,485302,312235,0.6433828832355936,0.642033069577052,0.6447304252522909
Wave 7,273,31669,16849,0.5320344816697717,0.5265196241050534,0.5375415462700697
Wave 4,274,10501,7314,0.6965050947528807,0.687592885070193,0.7052728086486494
Wave 5,274,12556,6849,0.5454762663268556,0.5367143969317917,0.5542101904915427
Wave 6,274,485478,310818,0.6402308652503306,0.6388786993198264,0.6415808102860299
Wave 7,274,31477,16589,0.5270197286907901,0.521485356118773,0.5325474880923459
Wave 4,275,10490,7324,0.6981887511916111,0.6892850203767701,0.7069465937666531
Wave 5,275,12565,6862,0.5461201750895345,0.5373622999698748,0.5548497296204888
Wave 6,275,485195,311294,0.6415853419759066,0.640233889826268,0.642934550469524
Wave 7,275,31570,17155,0.5433956287614824,0.5378801939244412,0.5489004736297668
Wave 4,276,10496,7326,0.6979801829268293,0.6890773873480505,0.7067373274511994
Wave 5,276,12571,6855,0.5453026807732082,0.5365458476844767,0.554031708587092
