period,i_imput,n_pairs,n_west_before_east,prop_west_before_east,lower_prop,upper_prop
Wave 7,513,31600,16835,0.532753164556962,0.5272326952778348,0.5382656486160965
Wave 4,514,10482,7301,0.6965273802709406,0.6876071644456248,0.7053028213488405
Wave 5,514,12569,6881,0.547458031665208,0.53870334506022155,0.5561835854153596
Wave 6,514,485182,311380,0.641779785729891,0.6404284755669808,0.6431288490950672
Wave 7,514,31632,16877,0.5335419828022256,0.5280247976603555,0.539050998691309
Wave 4,515,10473,7263,0.6934975651675738,0.6845500205315811,0.7023024463738587
Wave 5,515,12568,6849,0.54495544239338,0.5361971148017275,0.5536861712422049
Wave 6,515,485508,309654,0.6377938159618379,0.6364397270745825,0.639145722688194
Wave 7,515,31646,16844,0.5322631612210074,0.526746427502378,0.5377720406323714
Wave 4,516,10479,7213,0.6883290390304418,0.6793451360374242,0.6971741724111306
Wave 5,516,12595,6894,0.5473600635172687,0.5386143382717563,0.556076776182815
Wave 6,516,485427,310858,0.6403805309552209,0.6390284157871697,0.6417304226243261
Wave 7,516,31585,17027,0.5390850087066645,0.5335674805316679,0.5445930034020305
Wave 4,517,10487,7312,0.6972442071135692,0.6883317556661275,0.7060114246686736
Wave 5,517,12578,6869,0.5461122595007155,0.5373589275474312,0.5548373050494423
Wave 6,517,485586,310606,0.6396518845271486,0.6382993990466144,0.6410021587751272
Wave 7,517,31566,16795,0.5320598111892543,0.5265359472373464,0.5375758505327853
Wave 4,518,10481,7289,0.6954489075469897,0.6865198662538904,0.7042339555705536
Wave 5,518,12583,6846,0.544067392513709,0.5353132032646855,0.552794560538618
Wave 6,518,485343,313013,0.644931522655112,0.6435830656743674,0.6462776836509643
Wave 7,518,31701,17143,0.5407715844926028,0.5352654790153353,0.546267781536664
Wave 4,519,10473,7256,0.692829179795665,0.6838765233261489,0.7016396660916503
Wave 5,519,12572,6852,0.5450206808781419,0.5362638377688098,0.5537498940034504
Wave 6,519,485242,310557,0.6400043689540477,0.6386516894827804,0.6413548300390577
Wave 7,519,31568,16682,0.5284465281297517,0.5229208649545876,0.5339652490138179
Wave 4,520,10493,7323,0.6978938339845612,0.6889890689121114,0.7066529698707084
Wave 5,520,12581,6938,0.5514664970987998,0.5427217421862305,0.5601796885761573
Wave 6,520,484956,309257,0.6377011522694842,0.6363462177492334,0.6390539036132942
Wave 7,520,31602,16623,0.5260110119612683,0.5204871647432764,0.5315285181120701
Wave 4,521,10481,7294,0.6959259612632382,0.6870006260809076,0.7047069513731415
Wave 5,521,12610,6878,0.5454401268834258,0.5366971011127861,0.5541553494421652
Wave 6,521,485282,309930,0.6386595834999031,0.6373058726952017,0.6400110974091615
Wave 7,521,31585,16504,0.5225265157511477,0.5169997351423076,0.5280478018027562
Wave 4,522,10473,7230,0.690346605557147,0.6813751525657756,0.6991777204201914
Wave 5,522,12557,6839,0.5446364577526479,0.5358738688651689,0.5533716196810248
Wave 6,522,485163,311394,0.641833775452786,0.6404824832912415,0.6431828198729034
Wave 7,522,31603,16630,0.5262158655823814,0.5206921991760635,0.5317331411835848
Wave 4,523,10465,7286,0.696225513616818,0.6872956027259625,0.7050106369865379
Wave 5,523,12570,6836,0.5438345266507558,0.5350754979654496,0.552566649052971
Wave 6,523,485304,311746,0.6423726159273363,0.6410219655099498,0.6437210107191146
Wave 7,523,31627,16688,0.5276504252695482,0.5221295400237407,0.5331645751173975
Wave 4,524,10486,7284,0.6946404730116346,0.6857073351240909,0.7034302823365879
Wave 5,524,12584,6879,0.546646535282899,0.5378960080150927,0.5553684620650675
Wave 6,524,485261,306966,0.6325791687359998,0.6312206557003548,0.6339355811278597
Wave 7,524,31549,16774,0.5316808773653682,0.5261552994682593,0.5371987189669567
Wave 4,525,10491,7239,0.6900200171575637,0.6810539144341554,0.6988462636843767
Wave 5,525,12556,6862,0.5465116279069767,0.5377511125938825,0.5552435617335482
Wave 6,525,485396,311970,0.6427123420876975,0.6413621014405044,0.6440603221553007
Wave 7,525,31614,16960,0.5364711836528121,0.5309543315154861,0.5419791480468498
Wave 4,526,10498,7318,0.6970851590779196,0.6881761937501228,0.7058491601486825
Wave 5,526,12580,6823,0.542368839427663,0.533611547259434,0.5511001457170658
Wave 6,526,485036,310942,0.6410699412002409,0.6397178438879413,0.6424198022913541
Wave 7,526,31592,16906,0.5351354773360344,0.529615803453819,0.5406465830105152
Wave 4,527,10484,7210,0.6877146127432278,0.678728335768375,0.696562639359292
Wave 5,527,12566,6883,0.5477478911348083,0.5389925488624991,0.5564739155986645
Wave 6,527,485464,311479,0.641610912446649,0.6402598564055629,0.6429597256703994
Wave 7,527,31621,16573,0.5241137218936782,0.518590721770268,0.5296308470188159
Wave 4,528,10480,7276,0.6942748091603054,0.6853362621147019,0.7030702150728765
Wave 5,528,12561,6871,0.5470105883289547,0.5382524930457766,0.5557398070228455
Wave 6,528,485158,310079,0.6391299329290664,0.6377764278575225,0.6404812330889541
Wave 7,528,31638,16847,0.5324925722232758,0.5269752747336801,0.5380019575531649
Wave 4,529,10490,7289,0.6948522402287893,0.6859224627034642,0.7036385879411731
Wave 5,529,12567,6821,0.5427707487865043,0.5340093791327046,0.5515058588624802
Wave 6,529,485214,311839,0.6426834345257969,0.64133291627492806,0.644031691806935
Wave 7,529,31610,16652,0.5267953179373616,0.5212725336301056,0.5323115716300486
Wave 4,530,10482,7298,0.696241175348216,0.6873187263689667,0.7050190606240524
Wave 5,530,12561,6884,0.5480455377756548,0.53928885207127,0.5567727111390081
Wave 6,530,485269,309809,0.6384273464820542,0.6370734309284116,0.6397790687612281
Wave 7,530,31595,16685,0.5280898876404494,0.5225664147922532,0.5336065111013449
Wave 4,531,10489,7328,0.6986366669844599,0.6897360447292638,0.7073910569801929
Wave 5,531,12576,6855,0.5450858778625954,0.5363305186420019,0.5538135759033415
Wave 6,531,485146,310701,0.6404278299728329,0.6390753612322898,0.6417780731764267
Wave 7,531,31537,16897,0.5357833655705996,0.5302592928647698,0.5412986968326997
Wave 4,532,10481,7260,0.6926819959927488,0.6837316789872344,0.7014903601277849
Wave 5,532,12589,6875,0.5461116848041941,0.5373621995703571,0.5548329087503716
Wave 6,532,485247,311396,0.6417267906859806,0.6403755275139406,0.643075808201124
Wave 7,532,31604,16435,0.5200291102392103,0.5145031284104064,0.5255502096095652
Wave 4,533,10465,7315,0.6989966555183946,0.6900885513177787,0.7077579254180709
Wave 5,533,12576,6900,0.5486641221374046,0.5399135514499626,0.5573848362213747
Wave 6,533,485412,311879,0.6425036875890996,0.6411532962151039,0.643851821763271
Wave 7,533,31602,16611,0.525631289158914,0.5201072717733719,0.5311490580482938
Wave 4,534,10490,7297,0.6956148713060057,0.6866909990779321,0.704394751807794
Wave 5,534,12553,6844,0.545208316737035,0.5364450500222055,0.5539437962308253
Wave 6,534,485458,312390,0.6434954208191028,0.6421459183126738,0.6448426506314408
Wave 7,534,31652,16897,0.5338367243776064,0.5283214720325734,0.5393437408978021
Wave 4,535,10484,7303,0.6965852727966425,0.6876663712459838,0.705359384601172
Wave 5,535,12578,6832,0.5431706153601527,0.5344135794969284,0.5519011693600785
Wave 6,535,485175,311095,0.6412016282784563,0.6398498329542458,0.64255118593536
Wave 7,535,31570,16606,0.5260057016154577,0.5204790438705339,0.5315260131532236
Wave 4,536,10492,7293,0.6951010293556996,0.6861740372736167,0.7038844357549494
Wave 5,536,12574,6835,0.5435819945920153,0.5348240575878324,0.5523131888532065
Wave 6,536,485392,310103,0.6388712628143851,0.6375178759962492,0.6402224498818673
Wave 7,536,31666,16751,0.5289900840017685,0.523473284945975,0.5344998300362112
Wave 4,537,10469,7277,0.6950998185117967,0.6861628876152993,0.7038928484332256
Wave 5,537,12538,6817,0.5437071303238156,0.5349367098906086,0.5524506540677513
Wave 6,537,485256,312551,0.6440950755889675,0.6427457936462196,0.6454420743892041
Wave 7,537,31605,17169,0.5432368296155672,0.5377243280514414,0.5487387916639989
Wave 4,538,10485,7227,0.6892703862660944,0.6802960834156017,0.6981053052489808
Wave 5,538,12571,6827,0.5430753321135948,0.5343157295586396,0.5518084965137251
Wave 6,538,485327,311256,0.6413325448615057,0.6399810690185558,0.6426817816640635
Wave 7,538,31557,16781,0.5317679120321958,0.5262430874033125,0.5372849810811205
Wave 4,539,10492,7254,0.6913839115516585,0.6824285006976318,0.700198474910328
Wave 5,539,12582,6827,0.5426005404546177,0.5338442223636893,0.5513307347153213
Wave 6,539,485303,312671,0.6442799653000291,0.6429309039963127,0.6456267407529913
Wave 7,539,31672,16771,0.5295213437736802,0.5240053473173923,0.5350301593191132
Wave 4,540,10494,7304,0.6960167714884696,0.687097745487329,0.7047915647627465
Wave 5,540,12575,6856,0.5452087475149106,0.5364531950689728,0.5539365611849095
Wave 6,540,485047,311440,0.6420821075071076,0.6407308584779423,0.6434311043203915
Wave 7,540,31575,16754,0.5306096595407759,0.5250857583270014,0.5361260922104084
Wave 4,541,10478,7322,0.6987974804351975,0.6898933987024216,0.7075550574006945
Wave 5,541,12570,6843,0.5443914081145584,0.5356330703722695,0.5531224977393817
Wave 6,541,485163,311665,0.6423923506120623,0.6410415199705577,0.6437409246594041
Wave 7,541,31613,16510,0.5222535033056022,0.5167290771251823,0.5277725063349374
Wave 4,542,10478,7285,0.6952662721893491,0.6863345198485521,0.7040541246596322
Wave 5,542,12581,6835,0.5432795485255544,0.5345236945038823,0.5520088602026016
Wave 6,542,485263,310337,0.6395233100401225,0.6381702696523027,0.6408741397603213
Wave 7,542,31558,16664,0.5280436022561632,0.5225168584196753,0.5335634999637799
Wave 4,543,10483,7264,0.6929314127635219,0.6839838630321227,0.7017368528818805
Wave 5,543,12580,6834,0.5432432432432432,0.5344869952792815,0.5519729690162719
Wave 6,543,485408,313152,0.6451315182279649,0.6437833206204862,0.6464774169900172
Wave 7,543,31526,16516,0.5238850472625769,0.5183536113286362,0.5294106463534675
Wave 4,544,10501,7311,0.6962194076754595,0.6873049711079363,0.704989558735899
Wave 5,544,12587,6850,0.5442122825137046,0.5354596722248454,0.5529377913638867
Wave 6,544,485237,309765,0.6383787716105738,0.637024772359443,0.6397305782122724
Wave 7,544,31628,16693,0.5277918300240293,0.5222711016459506,0.5333057887732291
Wave 4,545,10490,7315,0.6973307912297426,0.6884203103497085,0.7060960160508225
Wave 5,545,12557,6901,0.5495739428207375,0.5408180056124536,0.55829941909241
Wave 6,545,485189,311458,0.6419312886318528,0.6405801131585023,0.64328021493889
Wave 7,545,31626,17261,0.5457851135141972,0.5402766485220665,0.5512824252206037
Wave 4,546,10483,7300,0.6963655442144424,0.6874444962896431,0.7051419505590338
Wave 5,546,12568,6877,0.5471833227243794,0.5384279137267203,0.5559097651993576
Wave 6,546,485006,311060,0.6413528904797055,0.64000098347986,0.6427025566341442
Wave 7,546,31646,16854,0.5325791569234658,0.5270626109257558,0.538087771685382
Wave 4,547,10476,7225,0.6896716303932798,0.6806964204597374,0.6985070404295898
Wave 5,547,12582,6830,0.5428389763153711,0.5340829422186943,0.5515687403614578
Wave 6,547,485169,311026,0.6410673394219334,0.6397154256093645,0.6424170176677976
Wave 7,547,31663,16802,0.530650917474655,0.5251347469289668,0.5361596302217377
Wave 4,548,10468,7242,0.6918226977455101,0.6828602173367558,0.7006436830266286
Wave 5,548,12586,6842,0.5436198951215636,0.5348662045901795,0.5523468452226027
Wave 6,548,485415,310224,0.63909026297086,0.6377370848011751,0.6404412380250925
Wave 7,548,31656,16646,0.5258402830427091,0.5203210879978225,0.5313531894015991
Wave 4,549,10461,7303,0.6981168148360577,0.6892000189267592,0.7068873702830166
Wave 5,549,12557,6879,0.5478219319901251,0.5390635356134262,0.5565509440073909
Wave 6,549,485383,311540,0.6418436574828538,0.6404926802248357,0.6431923878620678
Wave 7,549,31580,16709,0.5291006966434452,0.5235764229690072,0.5346178710795423
Wave 4,550,10491,7316,0.6973596415975598,0.6884498174038656,0.7061242023543445
Wave 5,550,12593,6905,0.5483204955133805,0.5395753891231897,0.5570359962315389
Wave 6,550,485076,312745,0.6447340210606173,0.6433850257804969,0.6460807222223296
Wave 7,550,31526,17106,0.5425997589291378,0.5370798013493264,0.5481093062347104
Wave 4,551,10474,7233,0.6905671185793393,0.6815977567950335,0.699395992953496
Wave 5,551,12569,6881,0.547458031665208,0.53870334506022155,0.5561835854153596
Wave 6,551,485234,309460,0.6377541557269276,0.6363996523142715,0.6391064763744816
Wave 7,551,31587,16865,0.5339221831766233,0.5284012928305507,0.5394347998841256
Wave 4,552,10487,7332,0.6991513302183656,0.6902539265435027,0.7079020943384421
Wave 5,552,12589,6910,0.5488918897450155,0.5401461852643131,0.5576076289118497
Wave 6,552,485039,310482,0.640117598791025,0.6387647279260106,0.6414682485459816
Wave 7,552,31607,16801,0.5315594646755466,0.526038906394206,0.537072330470539
Wave 4,553,10490,7326,0.6983794089609151,0.6894771830975996,0.7071356060984739
Wave 5,553,12567,6907,0.5496140685923451,0.5408616942180164,0.558335981679707
Wave 6,553,485475,309862,0.6382656161491322,0.6369118586154312,0.6396171839009425
Wave 7,553,31640,16764,0.5298356510745891,0.5243170241053736,0.5353470133290171
Wave 4,554,10499,7280,0.6933993713687018,0.6844623054912463,0.7021942002159322
Wave 5,554,12599,6869,0.5452020001587428,0.5364548309123177,0.5539214877052409
Wave 6,554,485396,312126,0.6430337291613446,0.6416837555558965,0.6443814370960494
Wave 7,554,31589,16837,0.5330019943651271,0.5274807111051585,0.5385152289342132
Wave 4,555,10481,7280,0.6945902108577425,0.6856545266934858,0.7033825349902478
Wave 5,555,12577,6868,0.5460761707879462,0.5373224415171932,0.5548016335409962
Wave 6,555,485324,312311,0.6435103147588003,0.6421606381020606,0.6448577178577407
Wave 7,555,31652,17005,0.5372488310375332,0.5317358418311561,0.5427527539030574
Wave 4,556,10496,7315,0.6969321646341463,0.6880211416267156,0.7056983083640693
Wave 5,556,12591,6880,0.546422047494242,0.5376736697248876,0.5551419782791797
Wave 6,556,485050,311879,0.642983197608494,0.6416326997876812,0.6443314289428426
Wave 7,556,31633,16848,0.5326083520374293,0.5270906861393695,0.5381180763255546
Wave 4,557,10484,7263,0.6927699351392598,0.6838215857818282,0.7015763075114884
Wave 5,557,12557,6832,0.5440789997610894,0.535315714119445,0.5528152009870702
Wave 6,557,485315,311546,0.641945952628705,0.6405949649427658,0.643294691500156
Wave 7,557,31620,16815,0.5317836812144212,0.5262643913102466,0.5372952271690545
Wave 4,558,10480,7317,0.6981870229007634,0.6892789750509902,0.7069490442544621
Wave 5,558,12588,6906,0.5486177311725453,0.539871292248517,0.5573343704470846
Wave 6,558,485254,310067,0.6389787616382349,0.6376252687195714,0.6403300524770329
Wave 7,558,31625,16439,0.5198102766798419,0.5142860662197605,0.5253296612372437
Wave 4,559,10470,7267,0.6940783190066858,0.6851339357995644,0.7028795690979779
Wave 5,559,12603,6902,0.5476473855431246,0.5389048434467586,0.5563607576043913
Wave 6,559,485118,308531,0.635991655638422,0.6346355924110421,0.6373455635144202
Wave 7,559,31497,16541,0.5251611264564879,0.5196276721411199,0.5306884264195662
Wave 4,560,10494,7266,0.6923956546598056,0.6834487760612726,0.7012009675351104
Wave 5,560,12560,6843,0.5448248407643312,0.5360635424262417,0.5535586029783724
Wave 6,560,485179,309403,0.6377089692670128,0.6363543528880593,0.639061403349455
Wave 7,560,31488,16513,0.5244220020325203,0.5188874395745693,0.5299505892179103
Wave 4,561,10480,7261,0.6928435114503817,0.6838939936177739,0.701650943721196
Wave 5,561,12555,6834,0.5443249701314218,0.5355612885804936,0.5530614117772084
Wave 6,561,485464,309295,0.6371121236590149,0.6357574304343615,0.6384646453221307
Wave 7,561,31600,16264,0.5146835443037975,0.5091558164530162,0.5202076923247905
Wave 4,562,10495,7269,0.6926155312053359,0.68367075729582,0.7014185909897813
Wave 5,562,12569,6890,0.5481740790834593,0.539420374785598,0.5568982109509875
Wave 6,562,484900,309661,0.6386079604042071,0.6372536741273558,0.639960048872877
Wave 7,562,31656,16808,0.5309577963103361,0.5254411851124842,0.5364668733730178
Wave 4,563,10490,7353,0.7009532888465205,0.692071556144135,0.7096870962149855
Wave 5,563,12572,6902,0.5489977728285078,0.5402462715686763,0.5577192031898208
Wave 6,563,485140,308291,0.6354681122974811,0.6341116684966299,0.636822409142566
Wave 7,563,31671,16772,0.5295696378390325,0.524053579609695,0.5350785031827181
Wave 4,564,10479,7291,0.6957724973757038,0.6868451057333701,0.7045556295259384
Wave 5,564,12557,6880,0.547901568846062,0.5391432818882724,0.5566304225092027
Wave 6,564,485522,312772,0.6441973793154584,0.6428485534545013,0.6455439216650284
Wave 7,564,31637,16695,0.5277049024875936,0.5221849194141619,0.5332181390287362
Wave 4,565,10512,7383,0.7023401826484018,0.693479041581676,0.7110526888396054
Wave 5,565,12572,6807,0.5414412981228126,0.5326801257632439,0.5501770373006192
Wave 6,565,485220,311218,0.6413956555789126,0.6400440823356666,0.6427449882877228
Wave 7,565,31565,16187,0.5128148265483922,0.507283686565849,0.5183428388243576
Wave 4,566,10478,7262,0.6930711967932811,0.6841225524341762,0.7018775604603511
Wave 5,566,12572,6904,0.5491568565065225,0.5404055805759992,0.5578779639014119
Wave 6,566,485153,311318,0.6416903533524476,0.6403389290607555,0.6430395321294757
Wave 7,566,31630,16875,0.533512488144167,0.5279951097193614,0.5390217039830194
Wave 4,567,10478,7271,0.6939301393395686,0.6849880768475777,0.702729287555286
Wave 5,567,12597,6853,0.5440184170834326,0.535269061314334,0.552740811716513
Wave 6,567,485537,311343,0.6412343446534455,0.6398830809821174,0.6425833718083046
Wave 7,567,31641,16770,0.5300085332321988,0.524490086901362,0.5355196729837822
Wave 4,568,10477,7253,0.692278323947695,0.683323203040292,0.7010917354480173
Wave 5,568,12588,6878,0.5463933905306642,0.5376439263791354,0.5551144184704895
Wave 6,568,485498,309563,0.6376195164552686,0.6362652745190019,0.6389715789461821
Wave 7,568,31536,16516,0.5237189244038559,0.5181883013419599,0.5292437530591734
Wave 4,569,10479,7279,0.6946273499379712,0.6856910885108575,0.7034201965154742
Wave 5,569,12563,6919,0.550744248985115,0.5419921184607678,0.5594652143599075
Wave 6,569,485358,310097,0.6389036546219492,0.6375502464202092,0.6402548624057207
Wave 7,569,31688,16914,0.5337667255743499,0.5282545742262967,0.5392706674848362
Wave 4,570,10483,7285,0.6949346561098922,0.6860024955901752,0.7037232300541574
Wave 5,570,12576,6866,0.54596055979643765,0.5372063292527903,0.5546865925030049
Wave 6,570,485264,314384,0.6478617824524383,0.6465157168795812,0.6492055052347906
Wave 7,570,31524,16713,0.5301674914350971,0.5246388652808335,0.5356887450084753
Wave 4,571,10487,7317,0.6977209878897683,0.6888122815391581,0.7064841089369557
Wave 5,571,12584,6892,0.5476795931341386,0.5389304585260563,0.5563994938295777
Wave 6,571,485200,311749,0.6425164880461666,0.6411658118276404,0.6438649058753977
Wave 7,571,31634,16614,0.5251944110766896,0.5196730058440253,0.5307096805390192
Wave 4,572,10488,7235,0.689836003051106,0.6808672241122324,0.698665021293165
Wave 5,572,12564,6847,0.5449697548551417,0.5362100432585541,0.5537018501152579
Wave 6,572,485322,312070,0.6430163891189766,0.6416662980080282,0.6443642144883208
Wave 7,572,31564,16907,0.535641870485363,0.5301200748210289,0.5411549667297009
Wave 4,573,10479,7260,0.6928141998282279,0.6838640257948235,0.7016222963282233
Wave 5,573,12589,6855,0.544522996266582,0.5357714733790178,0.5532472315902595
Wave 6,573,485259,311039,0.6409752317834394,0.6396233680888304,0.6423248617856271
Wave 7,573,31617,16719,0.5287977986526236,0.5232766125882311,0.534311967604865
Wave 4,574,10497,7280,0.6935314851862436,0.6845945681284662,0.7023260407759117
Wave 5,574,12573,6883,0.547442933269705,0.5386896271065512,0.556167125130468
Wave 6,574,485485,310256,0.6390640287547504,0.6377109271343041,0.640414927993023
Wave 7,574,31597,16637,0.5265373294933063,0.5210132849417518,0.5320549036438015
Wave 4,575,10488,7244,0.6906941266209001,0.6817317854301264,0.6995160747746481
Wave 5,575,12587,6895,0.5477873996981012,0.5390394614542592,0.5565060449239544
Wave 6,575,485406,310531,0.6397345727082071,0.6383819031190866,0.6410850289346431
Wave 7,575,31505,16829,0.5341691794953182,0.5286412398086484,0.5396887635804403
Wave 4,576,10488,7308,0.6967963386727689,0.6878808101217572,0.7055669772782796
Wave 5,576,12552,6854,0.5460484384958573,0.5372859086705797,0.554782662441311
Wave 6,576,485321,312108,0.6430960127420821,0.6417459864958823,0.6444437719804791
Wave 7,576,31616,16758,0.5300480769230769,0.5245274631686374,0.535561368677133
Wave 4,577,10470,7300,0.6972301814708691,0.6883102915588919,0.706004611480834
Wave 5,577,12573,6857,0.5453750099419391,0.5366189702900316,0.5541032043628843
Wave 6,577,485374,311538,0.6418514382723426,0.6405004548835859,0.6432001746173548
Wave 7,577,31630,16760,0.5298766993360734,0.5243572191519172,0.5353889025074986
Wave 4,578,10494,7286,0.6943015056222603,0.6853692064059472,0.7030908354501112
Wave 5,578,12568,6873,0.5468650541056652,0.5381092174072393,0.5555921196790121
Wave 6,578,485485,311650,0.6419353842034254,0.6405846247307366,0.6432838958167622
Wave 7,578,31636,16824,0.5317992160829434,0.5262813358768454,0.5373093524780336
Wave 4,579,10486,7282,0.694449742513828,0.6855151339025329,0.7032411631465221
Wave 5,579,12577,6876,0.5467122525244494,0.5379593636229336,0.5554364846733509
Wave 6,579,485283,307223,0.6330800790466594,0.6317219812333581,0.6344360683746963
Wave 7,579,31587,16500,0.522366796466901,0.5168401317365835,0.527888005944042
Wave 4,580,10463,7233,0.691293128165918,0.6823244681930305,0.7001206164140571
Wave 5,580,12571,6867,0.5462572587701854,0.5375016663142395,0.5549844600403832
Wave 6,580,485300,311924,0.642744694003709,0.6413943464549282,0.6440927800129606
Wave 7,580,31586,16562,0.5243462293421136,0.5188202560894289,0.5298662643672983
Wave 4,581,10477,7221,0.6892240145079699,0.6802458963514111,0.6980626763267922
Wave 5,581,12572,6886,0.5477251034043907,0.5389718318031844,0.5564490852024898
Wave 6,581,485246,310874,0.6406523701380331,0.6393002242412746,0.642002287398584
Wave 7,581,31495,16713,0.5306556596285125,0.5251247487970756,0.5361790716677532
Wave 4,582,10502,7286,0.6937726147400495,0.6848397005696253,0.7025630579197727
Wave 5,582,12572,6876,0.5469296850143175,0.5381753360906176,0.555655232318198
Wave 6,582,485409,311301,0.6413169100696526,0.63996553572825,0.6426660459967113
Wave 7,582,31642,17298,0.5466784653308894,0.541172203586994,0.552173361919829
Wave 4,583,10481,7303,0.6967846579524855,0.687866021954835,0.7055583156250297
Wave 5,583,12578,6967,0.5539036412784226,0.5451616006489299,0.56261261583954425
Wave 6,583,485331,311881,0.6426150400448354,0.6412646281144697,0.6439631926343266
Wave 7,583,31541,17035,0.540090675628547,0.5345700448949429,0.5456015139197964
Wave 4,584,10497,7303,0.6957225874059255,0.6868025663672235,0.7044986336496124
Wave 5,584,12581,6859,0.5451871870280581,0.5364337072285936,0.5539129545295545
Wave 6,584,485288,313597,0.6462080249254051,0.6448605742447858,0.6475531591349176
Wave 7,584,31561,16575,0.5251734735908241,0.5196456564303191,0.5306951458813438
Wave 4,585,10477,7308,0.6975279182972225,0.6886133864195163,0.7062968680289515
Wave 5,585,12609,6895,0.5468316282020779,0.53809007763165,0.5555445218392796
Wave 6,585,485417,310311,0.6392668571558062,0.6379138243510784,0.640617684056837
Wave 7,585,31675,16561,0.5228413575374902,0.5173225788673783,0.5283545807061628
Wave 4,586,10479,7291,0.6957724973757038,0.6868451057333701,0.7045556295259384
Wave 5,586,12590,6890,0.5472597299444003,0.5385121222274142,0.5559783750275898
Wave 6,586,485468,311484,0.6416159252515099,0.6402648789097909,0.6429647287149829
Wave 7,586,31562,16505,0.5229389772511248,0.5174103334545486,0.5284620218016008
Wave 4,587,10488,7292,0.6952707856598017,0.6863433832854019,0.7040544223604829
Wave 5,587,12573,6826,0.5429094090511414,0.5341503079525765,0.5516421780337647
Wave 6,587,485370,311967,0.6427405896532542,0.6413903362296575,0.6440885819286237
Wave 7,587,31635,16703,0.5279911490437806,0.5224711319667386,0.5335043494513633
Wave 4,588,10492,7331,0.6987228364468167,0.6898241855049156,0.7074752335570484
Wave 5,588,12544,6902,0.5502232142857143,0.5414636533304755,0.5589518832933199
Wave 6,588,485251,310285,0.6394319640763234,0.6380788329983306,0.64078288587946
Wave 7,588,31539,16972,0.5381273978249151,0.5326051315284003,0.5436403506410452
Wave 4,589,10492,7327,0.69834159359512,0.6894399289192004,0.7070972853052857
Wave 5,589,12608,6882,0.5458439086294417,0.5371007076203465,0.554559054899006
Wave 6,589,485205,311315,0.6416153996764254,0.6402639862111641,0.6429645690555882
Wave 7,589,31570,16805,0.5323091542603737,0.5267857884294458,0.5378246356272393
Wave 4,590,10474,7244,0.6916173381707085,0.6826559023480318,0.7004375116419038
Wave 5,590,12583,6891,0.5476436461893031,0.5388941127792822,0.556363965401739
Wave 6,590,484968,311518,0.6423475363322941,0.6409963966006562,0.6436964192726172
Wave 7,590,31611,16941,0.5359210401442536,0.5304035522310908,0.5414297735499785
Wave 4,591,10479,7330,0.6994942265483348,0.6905961075668869,0.7082453408308645
Wave 5,591,12568,6851,0.5451145767027371,0.53635645175631,0.5538450052080323
Wave 6,591,485256,312713,0.6444289199927461,0.6430799184509716,0.645775633101979
Wave 7,591,31554,16532,0.5239272358496546,0.5183982798301163,0.529450349911733
Wave 4,592,10480,7286,0.6952290076335877,0.6862978300844219,0.7040163403210046
Wave 5,592,12574,6873,0.5466041037060602,0.5378500206550618,0.5553295895188388
Wave 6,592,485313,309443,0.6376153121799746,0.6362608083962658,0.6389676357538333
Wave 7,592,31669,16584,0.5236666771922069,0.5181476967993747,0.5291799002551272
Wave 4,593,10496,7269,0.6925495426829268,0.6836046981279056,0.7013527352367057
Wave 5,593,12575,6801,0.5408349900596422,0.532074180335881,0.5495707447044857
Wave 6,593,485350,311428,0.6416565365200371,0.640305359117153,0.6430054698557843
Wave 7,593,31638,17029,0.5382451482394589,0.5327316447705183,0.5437493387359327
Wave 4,594,10495,7256,0.6913768461171986,0.6824226784695101,0.7001902118270189
Wave 5,594,12560,6849,0.5453025477707006,0.5365418583871205,0.5540354075614387
Wave 6,594,485331,309902,0.6385374105507375,0.6371836699965423,0.6398889563669868
Wave 7,594,31533,16766,0.531696952399074,0.5261699772942661,0.5372161833502966
Wave 4,595,10485,7256,0.6920362422508345,0.6830827440787296,0.7008483178335585
Wave 5,595,12563,6873,0.547082703175993,0.5383254061466382,0.5558110839304022
Wave 6,595,485440,312521,0.6437891397495056,0.6424398576703586,0.645136144397818
Wave 7,595,31644,16532,0.5224371128807989,0.5169154702410902,0.5279532929873718
Wave 4,596,10500,7261,0.6915238095238095,0.6825729119754045,0.700333864164457
Wave 5,596,12568,6830,0.5434436664544876,0.534683458404398,0.5521772038937284
Wave 6,596,485301,312683,0.6443073473988308,0.6429583063139522,0.6456541021896804
Wave 7,596,31544,16636,0.5273903119452193,0.5218620172577216,0.5329119170177831
Wave 4,597,10470,7338,0.7008595988538682,0.6919685207275947,0.7096025375858419
Wave 5,597,12575,6866,0.5460039761431411,0.537249452218864,0.5547302733434918
Wave 6,597,485474,309897,0.6383390253649011,0.6369853252899873,0.6396905344907174
Wave 7,597,31623,16582,0.5243651772444107,0.5188424562074085,0.5298819623947933
Wave 4,598,10489,7221,0.6884355038611879,0.6794567280729659,0.6972755641996938
Wave 5,598,12566,6885,0.5479070507719243,0.5391519269266983,0.5566327590785566
Wave 6,598,485087,308369,0.6356983386485311,0.6343420013281156,0.6370525251291755
Wave 7,598,31629,16490,0.5213569825160455,0.5158336363097139,0.5268751266897693
Wave 4,599,10488,7283,0.6944126620900076,0.6854786308590963,0.7032035600368353
Wave 5,599,12564,6801,0.541308500477555,0.5325443714459673,0.550047261655772
