age_decade,period,is_west,delay_sequence_collection_symptom_onset,n_seq,prop
60-69y,Wave 5,TRUE,9,17,0.023776223776223775
60-69y,Wave 5,TRUE,10,7,0.009790209790209791
60-69y,Wave 5,TRUE,11,12,0.016783216783216783
60-69y,Wave 5,TRUE,12,4,0.005594405594405594
60-69y,Wave 5,TRUE,13,2,0.002797202797202797
60-69y,Wave 5,TRUE,14,1,0.0013986013986013986
60-69y,Wave 5,TRUE,15,2,0.002797202797202797
60-69y,Wave 5,TRUE,17,1,0.0013986013986013986
60-69y,Wave 5,TRUE,20,1,0.0013986013986013986
60-69y,Wave 5,TRUE,24,1,0.0013986013986013986
60-69y,Wave 5,TRUE,26,1,0.0013986013986013986
60-69y,Wave 6,FALSE,-1,2,0.02631578947368421
60-69y,Wave 6,FALSE,0,5,0.06578947368421052
60-69y,Wave 6,FALSE,1,12,0.15789473684210525
60-69y,Wave 6,FALSE,2,10,0.13157894736842105
60-69y,Wave 6,FALSE,3,6,0.07894736842105263
60-69y,Wave 6,FALSE,4,9,0.11842105263157894
60-69y,Wave 6,FALSE,5,4,0.05263157894736842
60-69y,Wave 6,FALSE,6,5,0.06578947368421052
60-69y,Wave 6,FALSE,7,2,0.02631578947368421
60-69y,Wave 6,FALSE,8,2,0.02631578947368421
60-69y,Wave 6,FALSE,9,7,0.09210526315789473
60-69y,Wave 6,FALSE,10,3,0.039473684210526314
60-69y,Wave 6,FALSE,11,6,0.07894736842105263
60-69y,Wave 6,FALSE,12,1,0.013157894736842105
60-69y,Wave 6,FALSE,16,1,0.013157894736842105
60-69y,Wave 6,FALSE,22,1,0.013157894736842105
60-69y,Wave 6,TRUE,-15,1,0.00546448087431694
60-69y,Wave 6,TRUE,-4,2,0.01092896174863388
60-69y,Wave 6,TRUE,-3,1,0.00546448087431694
60-69y,Wave 6,TRUE,-2,2,0.01092896174863388
60-69y,Wave 6,TRUE,-1,4,0.02185792349726776
60-69y,Wave 6,TRUE,0,25,0.1366120218579235
60-69y,Wave 6,TRUE,1,33,0.18032786885245902
60-69y,Wave 6,TRUE,2,27,0.14754098360655737
60-69y,Wave 6,TRUE,3,25,0.1366120218579235
60-69y,Wave 6,TRUE,4,23,0.12568306010928962
60-69y,Wave 6,TRUE,5,18,0.09836065573770492
60-69y,Wave 6,TRUE,6,4,0.02185792349726776
60-69y,Wave 6,TRUE,7,6,0.03278688524590164
60-69y,Wave 6,TRUE,8,3,0.01639344262295082
60-69y,Wave 6,TRUE,9,3,0.01639344262295082
60-69y,Wave 6,TRUE,10,2,0.01092896174863388
60-69y,Wave 6,TRUE,11,2,0.01092896174863388
60-69y,Wave 6,TRUE,13,1,0.00546448087431694
60-69y,Wave 6,TRUE,15,1,0.00546448087431694
60-69y,Wave 7,FALSE,-3,2,0.01694915254237288
60-69y,Wave 7,FALSE,-1,2,0.01694915254237288
60-69y,Wave 7,FALSE,0,15,0.1271186440677966
60-69y,Wave 7,FALSE,1,27,0.2288135593220339
60-69y,Wave 7,FALSE,2,27,0.2288135593220339
60-69y,Wave 7,FALSE,3,16,0.13559322033898305
60-69y,Wave 7,FALSE,4,9,0.07627118644067797
60-69y,Wave 7,FALSE,5,4,0.03389830508474576
60-69y,Wave 7,FALSE,6,3,0.025423728813559324
60-69y,Wave 7,FALSE,7,2,0.01694915254237288
60-69y,Wave 7,FALSE,8,2,0.01694915254237288
60-69y,Wave 7,FALSE,9,1,0.00847457627118644
60-69y,Wave 7,FALSE,10,1,0.00847457627118644
60-69y,Wave 7,FALSE,11,2,0.01694915254237288
60-69y,Wave 7,FALSE,12,1,0.00847457627118644
60-69y,Wave 7,FALSE,13,1,0.00847457627118644
60-69y,Wave 7,FALSE,16,1,0.00847457627118644
60-69y,Wave 7,FALSE,21,1,0.00847457627118644
60-69y,Wave 7,FALSE,24,1,0.00847457627118644
60-69y,Wave 7,TRUE,-17,1,0.001652892561983471
60-69y,Wave 7,TRUE,-8,1,0.001652892561983471
60-69y,Wave 7,TRUE,-4,1,0.001652892561983471
60-69y,Wave 7,TRUE,-2,2,0.003305785123966942
60-69y,Wave 7,TRUE,-1,3,0.0049586776859504135
60-69y,Wave 7,TRUE,0,59,0.09752066115702479
60-69y,Wave 7,TRUE,1,158,0.2611570247933884
60-69y,Wave 7,TRUE,2,140,0.23140495867768596
60-69y,Wave 7,TRUE,3,94,0.15537190082644628
60-69y,Wave 7,TRUE,4,33,0.05454545454545454
60-69y,Wave 7,TRUE,5,28,0.04628099173553719
60-69y,Wave 7,TRUE,6,16,0.026446280991735537
60-69y,Wave 7,TRUE,7,21,0.03471074380165289
60-69y,Wave 7,TRUE,8,13,0.021487603305785124
60-69y,Wave 7,TRUE,9,10,0.01652892561983471
60-69y,Wave 7,TRUE,10,3,0.0049586776859504135
60-69y,Wave 7,TRUE,11,5,0.008264462809917356
60-69y,Wave 7,TRUE,12,4,0.006611570247933884
60-69y,Wave 7,TRUE,13,2,0.003305785123966942
60-69y,Wave 7,TRUE,14,6,0.009917355371900827
60-69y,Wave 7,TRUE,15,2,0.003305785123966942
60-69y,Wave 7,TRUE,16,1,0.001652892561983471
60-69y,Wave 7,TRUE,17,1,0.001652892561983471
60-69y,Wave 7,TRUE,19,1,0.001652892561983471
70-79y,Wave 4,FALSE,0,4,0.08333333333333333
70-79y,Wave 4,FALSE,1,8,0.16666666666666666
70-79y,Wave 4,FALSE,2,9,0.1875
70-79y,Wave 4,FALSE,3,6,0.125
70-79y,Wave 4,FALSE,4,4,0.08333333333333333
70-79y,Wave 4,FALSE,5,4,0.08333333333333333
70-79y,Wave 4,FALSE,6,1,0.020833333333333332
70-79y,Wave 4,FALSE,7,4,0.08333333333333333
70-79y,Wave 4,FALSE,8,2,0.041666666666666664
70-79y,Wave 4,FALSE,9,1,0.020833333333333332
70-79y,Wave 4,FALSE,11,2,0.041666666666666664
70-79y,Wave 4,FALSE,12,1,0.020833333333333332
70-79y,Wave 4,FALSE,14,1,0.020833333333333332
70-79y,Wave 4,FALSE,16,1,0.020833333333333332
70-79y,Wave 4,TRUE,-1,2,0.017241379310344827
70-79y,Wave 4,TRUE,0,18,0.15517241379310345
70-79y,Wave 4,TRUE,1,14,0.1206896551724138
70-79y,Wave 4,TRUE,2,26,0.22413793103448276
70-79y,Wave 4,TRUE,3,14,0.1206896551724138
70-79y,Wave 4,TRUE,4,18,0.15517241379310345
70-79y,Wave 4,TRUE,5,7,0.0603448275862069
70-79y,Wave 4,TRUE,6,3,0.02586206896551724
70-79y,Wave 4,TRUE,7,10,0.08620689655172414
70-79y,Wave 4,TRUE,8,2,0.017241379310344827
70-79y,Wave 4,TRUE,9,1,0.008620689655172414
70-79y,Wave 4,TRUE,10,1,0.008620689655172414
70-79y,Wave 5,FALSE,-3,1,0.005263157894736842
70-79y,Wave 5,FALSE,-2,5,0.02631578947368421
70-79y,Wave 5,FALSE,-1,1,0.005263157894736842
70-79y,Wave 5,FALSE,0,18,0.09473684210526316
70-79y,Wave 5,FALSE,1,39,0.20526315789473684
70-79y,Wave 5,FALSE,2,33,0.1736842105263158
70-79y,Wave 5,FALSE,3,22,0.11578947368421053
70-79y,Wave 5,FALSE,4,21,0.11052631578947368
70-79y,Wave 5,FALSE,5,11,0.05789473684210526
70-79y,Wave 5,FALSE,6,12,0.06315789473684211
70-79y,Wave 5,FALSE,7,8,0.042105263157894736
70-79y,Wave 5,FALSE,8,4,0.021052631578947368
70-79y,Wave 5,FALSE,9,2,0.010526315789473684
70-79y,Wave 5,FALSE,10,3,0.015789473684210527
70-79y,Wave 5,FALSE,11,2,0.010526315789473684
70-79y,Wave 5,FALSE,13,1,0.005263157894736842
70-79y,Wave 5,FALSE,14,1,0.005263157894736842
70-79y,Wave 5,FALSE,15,2,0.010526315789473684
70-79y,Wave 5,FALSE,17,2,0.010526315789473684
70-79y,Wave 5,FALSE,19,1,0.005263157894736842
70-79y,Wave 5,FALSE,24,1,0.005263157894736842
70-79y,Wave 5,TRUE,-12,1,0.0026109660574412533
70-79y,Wave 5,TRUE,-4,1,0.0026109660574412533
70-79y,Wave 5,TRUE,-3,3,0.007832898172323759
70-79y,Wave 5,TRUE,-2,3,0.007832898172323759
70-79y,Wave 5,TRUE,-1,10,0.02610966057441253
70-79y,Wave 5,TRUE,0,36,0.09399477806788512
70-79y,Wave 5,TRUE,1,60,0.1566579634464752
70-79y,Wave 5,TRUE,2,65,0.16971279373368145
70-79y,Wave 5,TRUE,3,62,0.1618798955613577
70-79y,Wave 5,TRUE,4,49,0.1279373368146214
70-79y,Wave 5,TRUE,5,25,0.06527415143603134
70-79y,Wave 5,TRUE,6,17,0.044386422976501305
70-79y,Wave 5,TRUE,7,14,0.03655352480417755
70-79y,Wave 5,TRUE,8,5,0.013054830287206266
70-79y,Wave 5,TRUE,9,6,0.015665796344647518
70-79y,Wave 5,TRUE,10,5,0.013054830287206266
70-79y,Wave 5,TRUE,11,3,0.007832898172323759
70-79y,Wave 5,TRUE,12,3,0.007832898172323759
70-79y,Wave 5,TRUE,13,2,0.005221932114882507
70-79y,Wave 5,TRUE,14,3,0.007832898172323759
70-79y,Wave 5,TRUE,15,3,0.007832898172323759
70-79y,Wave 5,TRUE,16,1,0.0026109660574412533
70-79y,Wave 5,TRUE,17,1,0.0026109660574412533
70-79y,Wave 5,TRUE,18,2,0.005221932114882507
70-79y,Wave 5,TRUE,20,1,0.0026109660574412533
70-79y,Wave 5,TRUE,21,1,0.0026109660574412533
70-79y,Wave 5,TRUE,29,1,0.0026109660574412533
70-79y,Wave 6,FALSE,0,8,0.2
70-79y,Wave 6,FALSE,1,3,0.075
70-79y,Wave 6,FALSE,2,8,0.2
70-79y,Wave 6,FALSE,3,9,0.225
70-79y,Wave 6,FALSE,4,1,0.025
70-79y,Wave 6,FALSE,5,2,0.05
70-79y,Wave 6,FALSE,6,1,0.025
70-79y,Wave 6,FALSE,7,2,0.05
70-79y,Wave 6,FALSE,8,3,0.075
70-79y,Wave 6,FALSE,9,1,0.025
70-79y,Wave 6,FALSE,10,1,0.025
70-79y,Wave 6,FALSE,11,1,0.025
70-79y,Wave 6,TRUE,-10,1,0.008333333333333333
70-79y,Wave 6,TRUE,-3,1,0.008333333333333333
70-79y,Wave 6,TRUE,-2,1,0.008333333333333333
70-79y,Wave 6,TRUE,-1,1,0.008333333333333333
70-79y,Wave 6,TRUE,0,10,0.08333333333333333
70-79y,Wave 6,TRUE,1,26,0.21666666666666667
70-79y,Wave 6,TRUE,2,23,0.19166666666666668
70-79y,Wave 6,TRUE,3,13,0.10833333333333334
70-79y,Wave 6,TRUE,4,12,0.1
70-79y,Wave 6,TRUE,5,9,0.075
70-79y,Wave 6,TRUE,6,4,0.03333333333333333
70-79y,Wave 6,TRUE,7,5,0.041666666666666664
70-79y,Wave 6,TRUE,8,4,0.03333333333333333
70-79y,Wave 6,TRUE,9,2,0.016666666666666666
70-79y,Wave 6,TRUE,10,3,0.025
70-79y,Wave 6,TRUE,11,1,0.008333333333333333
70-79y,Wave 6,TRUE,12,1,0.008333333333333333
70-79y,Wave 6,TRUE,14,1,0.008333333333333333
70-79y,Wave 6,TRUE,25,1,0.008333333333333333
70-79y,Wave 6,TRUE,26,1,0.008333333333333333
70-79y,Wave 7,FALSE,0,10,0.125
70-79y,Wave 7,FALSE,1,19,0.2375
70-79y,Wave 7,FALSE,2,10,0.125
70-79y,Wave 7,FALSE,3,6,0.075
70-79y,Wave 7,FALSE,4,14,0.175
70-79y,Wave 7,FALSE,5,10,0.125
70-79y,Wave 7,FALSE,6,3,0.0375
70-79y,Wave 7,FALSE,7,4,0.05
70-79y,Wave 7,FALSE,10,1,0.0125
70-79y,Wave 7,FALSE,11,1,0.0125
70-79y,Wave 7,FALSE,13,1,0.0125
70-79y,Wave 7,FALSE,19,1,0.0125
70-79y,Wave 7,TRUE,-3,1,0.0026246719160104987
70-79y,Wave 7,TRUE,-2,1,0.0026246719160104987
70-79y,Wave 7,TRUE,-1,4,0.010498687664041995
70-79y,Wave 7,TRUE,0,39,0.10236220472440945
70-79y,Wave 7,TRUE,1,82,0.2152230971128609
70-79y,Wave 7,TRUE,2,97,0.2545931758530184
70-79y,Wave 7,TRUE,3,62,0.16272965879265092
70-79y,Wave 7,TRUE,4,26,0.06824146981627296
70-79y,Wave 7,TRUE,5,16,0.04199475065616798
70-79y,Wave 7,TRUE,6,11,0.028871391076115485
70-79y,Wave 7,TRUE,7,8,0.02099737532808399
70-79y,Wave 7,TRUE,8,9,0.023622047244094488
70-79y,Wave 7,TRUE,9,1,0.0026246719160104987
70-79y,Wave 7,TRUE,10,5,0.013123359580052493
70-79y,Wave 7,TRUE,11,4,0.010498687664041995
70-79y,Wave 7,TRUE,12,7,0.01837270341207349
70-79y,Wave 7,TRUE,13,3,0.007874015748031496
70-79y,Wave 7,TRUE,14,1,0.0026246719160104987
70-79y,Wave 7,TRUE,15,2,0.005249343832020997
70-79y,Wave 7,TRUE,20,1,0.0026246719160104987
70-79y,Wave 7,TRUE,28,1,0.0026246719160104987
80y+,Wave 4,FALSE,-1,1,0.08333333333333333
80y+,Wave 4,FALSE,0,3,0.25
80y+,Wave 4,FALSE,3,1,0.08333333333333333
80y+,Wave 4,FALSE,4,1,0.08333333333333333
80y+,Wave 4,FALSE,8,1,0.08333333333333333
80y+,Wave 4,FALSE,9,2,0.16666666666666666
80y+,Wave 4,FALSE,11,1,0.08333333333333333
80y+,Wave 4,FALSE,13,1,0.08333333333333333
80y+,Wave 4,FALSE,16,1,0.08333333333333333
80y+,Wave 4,TRUE,-3,1,0.019230769230769232
80y+,Wave 4,TRUE,-1,2,0.038461538461538464
80y+,Wave 4,TRUE,0,8,0.15384615384615385
80y+,Wave 4,TRUE,1,7,0.1346153846153846
80y+,Wave 4,TRUE,2,7,0.1346153846153846
80y+,Wave 4,TRUE,3,7,0.1346153846153846
80y+,Wave 4,TRUE,4,3,0.057692307692307696
80y+,Wave 4,TRUE,5,4,0.07692307692307693
80y+,Wave 4,TRUE,6,5,0.09615384615384616
80y+,Wave 4,TRUE,7,2,0.038461538461538464
80y+,Wave 4,TRUE,8,1,0.019230769230769232
80y+,Wave 4,TRUE,9,1,0.019230769230769232
80y+,Wave 4,TRUE,10,2,0.038461538461538464
80y+,Wave 4,TRUE,13,1,0.019230769230769232
80y+,Wave 4,TRUE,17,1,0.019230769230769232
80y+,Wave 5,FALSE,-3,1,0.01098901098901099
80y+,Wave 5,FALSE,-2,5,0.054945054945054944
80y+,Wave 5,FALSE,-1,9,0.0989010989010989
80y+,Wave 5,FALSE,0,15,0.16483516483516483
80y+,Wave 5,FALSE,1,9,0.0989010989010989
80y+,Wave 5,FALSE,2,8,0.08791208791208792
80y+,Wave 5,FALSE,3,14,0.15384615384615385
80y+,Wave 5,FALSE,4,8,0.08791208791208792
80y+,Wave 5,FALSE,5,7,0.07692307692307693
80y+,Wave 5,FALSE,6,3,0.03296703296703297
80y+,Wave 5,FALSE,7,5,0.054945054945054944
80y+,Wave 5,FALSE,8,3,0.03296703296703297
80y+,Wave 5,FALSE,10,1,0.01098901098901099
80y+,Wave 5,FALSE,13,2,0.02197802197802198
80y+,Wave 5,FALSE,25,1,0.01098901098901099
80y+,Wave 5,TRUE,-5,1,0.005555555555555556
80y+,Wave 5,TRUE,-4,1,0.005555555555555556
80y+,Wave 5,TRUE,-3,2,0.011111111111111112
80y+,Wave 5,TRUE,-2,4,0.022222222222222223
80y+,Wave 5,TRUE,-1,3,0.016666666666666666
80y+,Wave 5,TRUE,0,25,0.1388888888888889
80y+,Wave 5,TRUE,1,22,0.12222222222222222
80y+,Wave 5,TRUE,2,30,0.16666666666666666
80y+,Wave 5,TRUE,3,19,0.10555555555555556
80y+,Wave 5,TRUE,4,16,0.08888888888888889
80y+,Wave 5,TRUE,5,16,0.08888888888888889
80y+,Wave 5,TRUE,6,6,0.03333333333333333
80y+,Wave 5,TRUE,7,6,0.03333333333333333
80y+,Wave 5,TRUE,8,4,0.022222222222222223
80y+,Wave 5,TRUE,9,10,0.05555555555555555
80y+,Wave 5,TRUE,10,2,0.011111111111111112
80y+,Wave 5,TRUE,11,4,0.022222222222222223
80y+,Wave 5,TRUE,13,4,0.022222222222222223
80y+,Wave 5,TRUE,14,1,0.005555555555555556
80y+,Wave 5,TRUE,15,1,0.005555555555555556
80y+,Wave 5,TRUE,16,1,0.005555555555555556
80y+,Wave 5,TRUE,17,1,0.005555555555555556
80y+,Wave 5,TRUE,22,1,0.005555555555555556
80y+,Wave 6,FALSE,-1,2,0.08333333333333333
80y+,Wave 6,FALSE,0,5,0.20833333333333334
80y+,Wave 6,FALSE,1,3,0.125
80y+,Wave 6,FALSE,2,3,0.125
80y+,Wave 6,FALSE,3,3,0.125
80y+,Wave 6,FALSE,4,2,0.08333333333333333
80y+,Wave 6,FALSE,5,2,0.08333333333333333
80y+,Wave 6,FALSE,6,1,0.041666666666666664
80y+,Wave 6,FALSE,7,1,0.041666666666666664
80y+,Wave 6,FALSE,8,1,0.041666666666666664
80y+,Wave 6,FALSE,20,1,0.041666666666666664
80y+,Wave 6,TRUE,-1,2,0.05405405405405406
80y+,Wave 6,TRUE,0,3,0.08108108108108109
80y+,Wave 6,TRUE,1,3,0.08108108108108109
80y+,Wave 6,TRUE,2,7,0.1891891891891892
80y+,Wave 6,TRUE,3,6,0.16216216216216217
80y+,Wave 6,TRUE,4,1,0.02702702702702703
80y+,Wave 6,TRUE,5,7,0.1891891891891892
80y+,Wave 6,TRUE,6,2,0.05405405405405406
80y+,Wave 6,TRUE,7,1,0.02702702702702703
80y+,Wave 6,TRUE,8,1,0.02702702702702703
80y+,Wave 6,TRUE,10,1,0.02702702702702703
80y+,Wave 6,TRUE,11,1,0.02702702702702703
80y+,Wave 6,TRUE,15,1,0.02702702702702703
80y+,Wave 6,TRUE,20,1,0.02702702702702703
80y+,Wave 7,FALSE,-2,1,0.024390243902439025
80y+,Wave 7,FALSE,0,11,0.2682926829268293
80y+,Wave 7,FALSE,1,9,0.21951219512195122
80y+,Wave 7,FALSE,2,10,0.24390243902439024
80y+,Wave 7,FALSE,3,3,0.07317073170731707
80y+,Wave 7,FALSE,4,1,0.024390243902439025
80y+,Wave 7,FALSE,5,1,0.024390243902439025
80y+,Wave 7,FALSE,6,1,0.024390243902439025
80y+,Wave 7,FALSE,7,2,0.04878048780487805
80y+,Wave 7,FALSE,8,1,0.024390243902439025
80y+,Wave 7,FALSE,9,1,0.024390243902439025
80y+,Wave 7,TRUE,-3,1,0.007936507936507936
80y+,Wave 7,TRUE,-2,1,0.007936507936507936
80y+,Wave 7,TRUE,-1,7,0.05555555555555555
80y+,Wave 7,TRUE,0,19,0.15079365079365079
80y+,Wave 7,TRUE,1,19,0.15079365079365079
80y+,Wave 7,TRUE,2,22,0.1746031746031746
80y+,Wave 7,TRUE,3,16,0.12698412698412698
80y+,Wave 7,TRUE,4,9,0.07142857142857142
80y+,Wave 7,TRUE,5,3,0.023809523809523808
80y+,Wave 7,TRUE,6,2,0.015873015873015872
80y+,Wave 7,TRUE,7,8,0.06349206349206349
80y+,Wave 7,TRUE,8,1,0.007936507936507936
80y+,Wave 7,TRUE,9,2,0.015873015873015872
80y+,Wave 7,TRUE,10,1,0.007936507936507936
80y+,Wave 7,TRUE,11,3,0.023809523809523808
80y+,Wave 7,TRUE,12,3,0.023809523809523808
80y+,Wave 7,TRUE,13,2,0.015873015873015872
80y+,Wave 7,TRUE,15,1,0.007936507936507936
80y+,Wave 7,TRUE,17,2,0.015873015873015872
80y+,Wave 7,TRUE,18,1,0.007936507936507936
80y+,Wave 7,TRUE,19,1,0.007936507936507936
80y+,Wave 7,TRUE,20,1,0.007936507936507936
80y+,Wave 7,TRUE,24,1,0.007936507936507936
