"","label","time","subgroup"
"1","leaf_0","151.265202657139","3"
"2","leaf_1","145.395852710286","4"
"3","leaf_2","141.254408870724","3"
"4","leaf_3","140.266556263283","3"
"5","leaf_4","135.737301097086","2"
"6","leaf_5","135.209394935982","2"
"7","leaf_6","132.56889159855","1"
"8","leaf_7","131.398561433255","2"
"9","leaf_8","129.86404277994","2"
"10","leaf_9","127.508689939244","3"
"11","leaf_10","125.113582425241","1"
"12","leaf_11","125.106547157171","2"
"13","leaf_12","124.963501823221","3"
"14","leaf_13","124.906987415922","0"
"15","leaf_14","124.888595008305","2"
"16","leaf_15","124.821552978125","2"
"17","leaf_16","123.98195646014","4"
"18","leaf_17","123.594080239588","4"
"19","leaf_18","123.22407897798","3"
"20","leaf_19","123.197967538066","1"
"21","leaf_20","122.591011641226","2"
"22","leaf_21","121.774509278354","4"
"23","leaf_22","121.29769393581","1"
"24","leaf_23","121.036508099101","2"
"25","leaf_24","120.724646388113","2"
"26","leaf_25","120.656724066256","4"
"27","leaf_26","120.532955067349","2"
"28","leaf_27","119.87910598401","2"
"29","leaf_28","119.745203062469","2"
"30","leaf_29","119.666291137775","2"
"31","leaf_30","118.963583121888","4"
"32","leaf_31","118.403092338479","1"
"33","leaf_32","118.152487106994","2"
"34","leaf_33","118.138680493709","2"
"35","leaf_34","117.779546955227","4"
"36","leaf_35","117.583964153269","2"
"37","leaf_36","117.350405645044","2"
"38","leaf_37","116.810655382287","4"
"39","leaf_38","116.474482684748","4"
"40","leaf_39","116.420266702886","4"
"41","leaf_40","116.347793537632","4"
"42","leaf_41","116.316115400462","4"
"43","leaf_42","116.28529444457","4"
"44","leaf_43","115.780922533076","3"
"45","leaf_44","115.764670768326","2"
"46","leaf_45","115.361702292126","3"
"47","leaf_46","115.266774205304","2"
"48","leaf_47","115.237895500344","3"
"49","leaf_48","115.234648000822","4"
"50","leaf_49","115.020204442557","4"
"51","leaf_50","114.979749800276","3"
"52","leaf_51","114.8901074418","3"
"53","leaf_52","114.784017005648","2"
"54","leaf_53","114.178359797585","2"
"55","leaf_54","114.158671295131","1"
"56","leaf_55","114.076350189348","4"
"57","leaf_56","113.991980652846","1"
"58","leaf_57","113.659951045012","2"
"59","leaf_58","113.608464609433","0"
"60","leaf_59","113.281782492124","1"
"61","leaf_60","113.177989966022","3"
"62","leaf_61","113.102483564748","1"
"63","leaf_62","112.980962529067","2"
"64","leaf_63","112.695693271555","2"
"65","leaf_64","112.654363268513","1"
"66","leaf_65","112.508608041869","2"
"67","leaf_66","112.461857270112","1"
"68","leaf_67","112.342857324889","2"
"69","leaf_68","112.241556312068","4"
"70","leaf_69","111.986391936855","4"
"71","leaf_70","111.857322996652","2"
"72","leaf_71","111.688155678152","1"
"73","leaf_72","111.550603838124","4"
"74","leaf_73","111.46608359176","2"
"75","leaf_74","111.461682796736","0"
"76","leaf_75","111.457244878562","2"
"77","leaf_76","111.402581509264","4"
"78","leaf_77","111.057294933979","4"
"79","leaf_78","110.924177938491","2"
"80","leaf_79","110.654331361186","2"
"81","leaf_80","110.651218914276","3"
"82","leaf_81","110.616026879344","2"
"83","leaf_82","110.613935938417","2"
"84","leaf_83","110.550695458396","2"
"85","leaf_84","110.545813305533","2"
"86","leaf_85","110.544087777261","4"
"87","leaf_86","110.463816892345","4"
"88","leaf_87","110.463045368035","4"
"89","leaf_88","110.450637682129","3"
"90","leaf_89","110.410940405009","4"
"91","leaf_90","110.396397434503","2"
"92","leaf_91","110.357460092459","0"
"93","leaf_92","110.277956063738","2"
"94","leaf_93","110.143942931388","3"
"95","leaf_94","110.066350685061","3"
"96","leaf_95","109.868734612323","2"
"97","leaf_96","109.582302679671","3"
"98","leaf_97","109.30996910804","2"
"99","leaf_98","109.309378303896","3"
"100","leaf_99","109.162072805359","2"
"101","leaf_100","109.050578095748","2"
"102","leaf_101","108.844112257401","3"
"103","leaf_102","108.81421084135","3"
"104","leaf_103","108.777140522665","4"
"105","leaf_104","108.599293836948","2"
"106","leaf_105","108.548714937907","4"
"107","leaf_106","108.470590715954","3"
"108","leaf_107","108.424020680578","1"
"109","leaf_108","108.353812701204","1"
"110","leaf_109","108.329260489962","3"
"111","leaf_110","108.304104616388","4"
"112","leaf_111","108.18256233249","4"
"113","leaf_112","108.095585139565","4"
"114","leaf_113","107.964644235541","4"
"115","leaf_114","107.820686192451","2"
"116","leaf_115","107.800463159815","4"
"117","leaf_116","107.77046465046","3"
"118","leaf_117","107.69213780928","2"
"119","leaf_118","107.674061312417","0"
"120","leaf_119","107.606960455762","4"
"121","leaf_120","107.573134197973","1"
"122","leaf_121","107.522511700613","4"
"123","leaf_122","107.495210490639","2"
"124","leaf_123","107.150524196572","0"
"125","leaf_124","107.130850723713","4"
"126","leaf_125","107.048568171276","3"
"127","leaf_126","107.043422017719","2"
"128","leaf_127","107.042094767748","2"
"129","leaf_128","106.908223549818","2"
"130","leaf_129","106.875050704447","1"
"131","leaf_130","106.857757969323","2"
"132","leaf_131","106.818980670398","2"
"133","leaf_132","106.811978590303","1"
"134","leaf_133","106.779373228443","4"
"135","leaf_134","106.697516916862","3"
"136","leaf_135","106.662576711013","1"
"137","leaf_136","106.573743932567","3"
"138","leaf_137","106.564250833154","2"
"139","leaf_138","106.453657788473","3"
"140","leaf_139","106.421759388548","4"
"141","leaf_140","106.415054897632","4"
"142","leaf_141","106.296620015395","2"
"143","leaf_142","106.271998223115","2"
"144","leaf_143","106.228449569152","2"
"145","leaf_144","106.216292189087","3"
"146","leaf_145","106.103724278721","2"
"147","leaf_146","105.976804365815","3"
"148","leaf_147","105.895810440745","2"
"149","leaf_148","105.823101660588","2"
"150","leaf_149","105.806807001591","0"
"151","leaf_150","105.778602175621","3"
"152","leaf_151","105.778421053015","2"
"153","leaf_152","105.773243236276","4"
"154","leaf_153","105.739224863857","2"
"155","leaf_154","105.736243885772","3"
"156","leaf_155","105.720512887954","3"
"157","leaf_156","105.666682958258","2"
"158","leaf_157","105.592090274981","2"
"159","leaf_158","105.559089509736","2"
"160","leaf_159","105.549506770767","4"
"161","leaf_160","105.498110946045","2"
"162","leaf_161","105.481510424312","4"
"163","leaf_162","105.418517027109","3"
"164","leaf_163","105.398255575035","3"
"165","leaf_164","105.374325594266","0"
"166","leaf_165","105.125866717461","3"
"167","leaf_166","104.976599649465","3"
"168","leaf_167","104.760888541934","2"
"169","leaf_168","104.665059932695","3"
"170","leaf_169","104.547224946654","2"
"171","leaf_170","104.367968321711","1"
"172","leaf_171","104.279974655518","3"
"173","leaf_172","104.271570943531","2"
"174","leaf_173","104.269921986095","2"
"175","leaf_174","104.258294601553","1"
"176","leaf_175","104.24632960065","2"
"177","leaf_176","104.24280364763","2"
"178","leaf_177","104.225623345488","2"
"179","leaf_178","104.209978180029","4"
"180","leaf_179","104.159423778507","1"
"181","leaf_180","104.102290640449","4"
"182","leaf_181","104.041910350399","0"
"183","leaf_182","103.993671731914","4"
"184","leaf_183","103.920328171312","1"
"185","leaf_184","103.892749398894","3"
"186","leaf_185","103.81463386146","1"
"187","leaf_186","103.800768258451","1"
"188","leaf_187","103.786945631155","2"
"189","leaf_188","103.760537365229","4"
"190","leaf_189","103.737403605516","4"
"191","leaf_190","103.733477815862","2"
"192","leaf_191","103.669933238219","3"
"193","leaf_192","103.586887474019","1"
"194","leaf_193","103.584406396135","3"
"195","leaf_194","103.580675878569","4"
"196","leaf_195","103.460740678595","2"
"197","leaf_196","103.426174829271","2"
"198","leaf_197","103.350320831771","1"
"199","leaf_198","103.315848587803","3"
"200","leaf_199","103.255672057721","2"
"201","leaf_200","103.236942119663","3"
"202","leaf_201","103.234234630064","3"
"203","leaf_202","103.216067559141","2"
"204","leaf_203","103.114760298735","4"
"205","leaf_204","103.072437891005","2"
"206","leaf_205","103.032553254737","2"
"207","leaf_206","103.017494495612","2"
"208","leaf_207","102.995720214299","2"
"209","leaf_208","102.917516457075","2"
"210","leaf_209","102.9039002915","2"
"211","leaf_210","102.886920408727","4"
"212","leaf_211","102.876764284308","1"
"213","leaf_212","102.861747501984","4"
"214","leaf_213","102.837407038137","2"
"215","leaf_214","102.803719179424","2"
"216","leaf_215","102.74855240407","2"
"217","leaf_216","102.730512485017","2"
"218","leaf_217","102.665513392053","3"
"219","leaf_218","102.664915580167","4"
"220","leaf_219","102.621078957733","3"
"221","leaf_220","102.600920617042","1"
"222","leaf_221","102.490504144719","3"
"223","leaf_222","102.476866504856","3"
"224","leaf_223","102.446098830699","2"
"225","leaf_224","102.43374986097","2"
"226","leaf_225","102.302454614855","4"
"227","leaf_226","102.189017767486","1"
"228","leaf_227","102.15057084779","3"
"229","leaf_228","102.054444599655","1"
"230","leaf_229","102.03942562937","2"
"231","leaf_230","102.0375323196","4"
"232","leaf_231","101.94032609391","4"
"233","leaf_232","101.902914078555","1"
"234","leaf_233","101.814163898325","1"
"235","leaf_234","101.705490796345","2"
"236","leaf_235","101.652337445892","0"
"237","leaf_236","101.568414304649","4"
"238","leaf_237","101.514227565572","3"
"239","leaf_238","101.5023599481","3"
"240","leaf_239","101.468315507807","2"
"241","leaf_240","101.41149971072","2"
"242","leaf_241","101.377341087067","3"
"243","leaf_242","101.347285259574","4"
"244","leaf_243","101.326126284178","4"
"245","leaf_244","101.312528588072","3"
"246","leaf_245","101.24666114237","3"
"247","leaf_246","101.15157599187","2"
"248","leaf_247","101.150642673206","4"
"249","leaf_248","100.834430294339","2"
"250","leaf_249","100.828194101305","4"
"251","leaf_250","100.828047427027","2"
"252","leaf_251","100.796074672854","4"
"253","leaf_252","100.788854707113","3"
"254","leaf_253","100.780521851386","4"
"255","leaf_254","100.769798567215","2"
"256","leaf_255","100.729291747926","1"
"257","leaf_256","100.67511438196","2"
"258","leaf_257","100.593352333614","3"
"259","leaf_258","100.567193972704","2"
"260","leaf_259","100.542385350359","2"
"261","leaf_260","100.503016117711","3"
"262","leaf_261","100.401038046929","1"
"263","leaf_262","100.399752510769","3"
"264","leaf_263","100.301382822939","4"
"265","leaf_264","100.294512266737","2"
"266","leaf_265","100.262669743437","2"
"267","leaf_266","100.252516230009","1"
"268","leaf_267","100.085620421349","3"
"269","leaf_268","100.04085752165","4"
"270","leaf_269","100.033822520373","0"
"271","leaf_270","99.9556333990627","2"
"272","leaf_271","99.8968311017488","1"
"273","leaf_272","99.8148638086993","3"
"274","leaf_273","99.7773115320209","3"
"275","leaf_274","99.7707462492608","4"
"276","leaf_275","99.7637208908636","2"
"277","leaf_276","99.7118005319824","0"
"278","leaf_277","99.6610455214106","2"
"279","leaf_278","99.6519874001297","4"
"280","leaf_279","99.5770641109125","2"
"281","leaf_280","99.4731445600436","2"
"282","leaf_281","99.4609949701062","2"
"283","leaf_282","99.3109301927193","4"
"284","leaf_283","99.2542782330007","2"
"285","leaf_284","99.2205177811161","4"
"286","leaf_285","99.1408752457032","4"
"287","leaf_286","99.0763718135606","2"
"288","leaf_287","99.0651199027968","3"
"289","leaf_288","99.0587720238413","2"
"290","leaf_289","99.0323489374867","4"
"291","leaf_290","99.0277126514955","3"
"292","leaf_291","99.0162261181761","3"
"293","leaf_292","98.9757040598893","1"
"294","leaf_293","98.9592513495147","2"
"295","leaf_294","98.9001604546783","2"
"296","leaf_295","98.8920964428396","2"
"297","leaf_296","98.8652240215661","0"
"298","leaf_297","98.8043477434642","2"
"299","leaf_298","98.7170134173649","2"
"300","leaf_299","98.7025171653999","3"
"301","leaf_300","98.6926204071726","2"
"302","leaf_301","98.6820344876108","4"
"303","leaf_302","98.6317988454453","2"
"304","leaf_303","98.5859535342904","1"
"305","leaf_304","98.5444463128541","2"
"306","leaf_305","98.5140006972306","4"
"307","leaf_306","98.4610159628979","2"
"308","leaf_307","98.4430811350284","3"
"309","leaf_308","98.3522053079332","4"
"310","leaf_309","98.2956815672982","4"
"311","leaf_310","98.2558646192502","2"
"312","leaf_311","98.1813561156683","2"
"313","leaf_312","98.1349027491436","3"
"314","leaf_313","98.1304865818786","4"
"315","leaf_314","98.1249971992431","3"
