group_1,group_2,median_RR,lower_RR,upper_RR,RR,is_prison_1,is_prison_2
98560,98446,0,0,0,0,FALSE,FALSE
98560,98447,0,0,0,0,FALSE,FALSE
98560,98465,0,0,0,0,FALSE,FALSE
98560,98466,0,0,0,0,FALSE,FALSE
98560,98467,0,0,0,0,FALSE,FALSE
98560,98498,0,0,0,0,FALSE,FALSE
98560,98499,0,0,0,0,FALSE,FALSE
98560,98558,0,0,0,0,FALSE,FALSE
98560,98580,0,0,0,0,FALSE,FALSE
98584,98303,0,0,0,0,FALSE,FALSE
98584,98304,0,0,0,0,FALSE,FALSE
98584,98321,0.2691880528871755,0.12495951549395518,0.35708885192650625,0.2672673258758246,FALSE,FALSE
98584,98323,0,0,0,0,FALSE,FALSE
98584,98327,0.5883283187341182,0.2931526920009659,0.8677711698417987,0.5659951620582643,FALSE,FALSE
98584,98328,0.5133379725502119,0,0.86863891966766,0.4969035379672517,FALSE,FALSE
98584,98329,0.7578152390296218,0.5676945723694091,0.948492031517769,0.7509767963172495,FALSE,FALSE
98584,98332,0.4231911019940707,0.283249461205693,0.5173428865271378,0.4187380257417469,FALSE,TRUE
98584,98333,0,0,0,0,FALSE,FALSE
98584,98335,0.6006728028410496,0.40305860029202084,0.7472720468387741,0.5900729513361115,FALSE,FALSE
98584,98338,0.49071270526989097,0.2791622029507639,0.6006269947940057,0.4804383003994495,FALSE,FALSE
98584,98349,0.36198834286287807,0,0.5369496953295093,0.3699252335827103,FALSE,FALSE
98584,98351,0,0,0,0,FALSE,FALSE
98584,98354,0.23718374544496806,0,0.4356275176716238,0.2236953600852971,FALSE,FALSE
98584,98360,0.4129815717016675,0.1745369499094752,0.6143006766427812,0.40321188698022425,FALSE,FALSE
98584,98371,0.29245676781971963,0.13690265355927336,0.4082397913998408,0.29421920011218855,FALSE,FALSE
98584,98372,0.5678060673193928,0.4134871732649009,0.670601759868857,0.5615232805728585,FALSE,FALSE
98584,98373,0.39645084568172484,0.22856495438274724,0.5124588817630389,0.39515330438629975,FALSE,FALSE
98584,98374,0.5602943574340727,0.3946263537381815,0.6945054894317071,0.5594705959566295,FALSE,FALSE
98584,98375,0.4349920653733933,0.262289017880943,0.5380987964496667,0.42649758708360846,FALSE,FALSE
98584,98385,0,0,0,0,FALSE,FALSE
98584,98387,0.6679391662367823,0.5007155352988288,0.8147944168411182,0.6680736514083566,FALSE,FALSE
98584,98388,0,0,0,0,FALSE,FALSE
98584,98390,0.41001759935937454,0.26900726171493916,0.5076496301395979,0.4077609849749029,FALSE,FALSE
98584,98391,0.4080055342196631,0.2709649307659637,0.5146034287872495,0.40664940067077965,FALSE,FALSE
98584,98394,0,0,0,0,FALSE,FALSE
98584,98396,15.144675386608611,0,33.03215056814785,12.521969156774743,FALSE,FALSE
98584,98402,1.9177410095162566,0.4182254587921972,3.695113660108148,1.8109410739246288,FALSE,FALSE
98584,98403,0.48141203955167344,0.2544483815315474,0.661866209423934,0.47451672594093763,FALSE,FALSE
98584,98404,0.5442415446833125,0.3632648682918978,0.6784310806954874,0.5404302545283217,FALSE,FALSE
98584,98405,0.7197403020440525,0.547150735596311,0.8728293424954093,0.7187068271256579,FALSE,FALSE
98584,98406,0.4760383433373411,0.15042057926283794,0.6801326458579737,0.4560199180373862,FALSE,FALSE
98584,98407,0.4855334836934976,0.26550908027153913,0.5933037351169738,0.4781589703466403,FALSE,FALSE
98584,98408,0.43830415027798775,0.22184915736987346,0.5500260398069827,0.43278695242309023,FALSE,FALSE
98584,98409,0.5401044990878597,0.3894550609551465,0.6599216401765261,0.5374655093043632,FALSE,FALSE
98584,98416,0,0,0,0,FALSE,FALSE
98584,98418,0.4319006542963499,0,0.5591937482819724,0.42323014274813237,FALSE,FALSE
