# BEAST v1.10.5 Prerelease #23570d1
# Generated Tue Apr 16 16:34:13 PDT 2024 [seed=1713310451644]
# -threads 4 -save_every 2000000 -beagle xmls/rep-1-seq-density-0.5-biased.xml
state	joint	prior	likelihood	region.clock.rate	region.meanRate	region.rates.0.1	region.rates.0.2	region.rates.0.3	region.rates.0.4	region.rates.1.2	region.rates.1.3	region.rates.1.4	region.rates.2.3	region.rates.2.4	region.rates.3.4	region.indicators.0.1	region.indicators.0.2	region.indicators.0.3	region.indicators.0.4	region.indicators.1.2	region.indicators.1.3	region.indicators.1.4	region.indicators.2.3	region.indicators.2.4	region.indicators.3.4	region.nonZeroRates	region.treeLikelihood
0	-228973.06304723438	-214964.1806250627	-14008.882422171668	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	-14008.882422171668
10000	-13506.535482286808	-1766.7372449499503	-11739.798237336858	0.008162970828819163	0.008162970828819146	0.15538189228171878	0.7152018925736813	0.46369953662100605	1.0850645454092207	1.689564615530542	0.3784224769753668	2.4631849350559745	2.3650224960975765	3.793201862826259	2.606760879797495	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	9.0	-11739.798237336858
20000	-13506.569437445007	-1759.455423135183	-11747.114014309824	0.00813923293953468	0.00813923293953468	0.13749158211579354	0.5580378473853954	0.4569876440617168	0.8752958046450409	1.2231288505048528	0.20698760384262277	2.9159248719479467	2.0520947918838135	3.000561364235546	2.1111953359937345	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	9.0	-11747.114014309824
30000	-13477.692048793575	-1734.3667115164235	-11743.32533727715	0.007996353714730198	0.007996353714730205	0.1290742117846729	0.8915221104060566	0.6897998961400159	1.5607654455978641	1.914247525465212	0.43298547475831006	0.6321748685902118	3.3906490984167004	5.060873495413538	3.5519995330521863	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	-11743.32533727715
40000	-13474.205271890192	-1747.2153285799093	-11726.989943310284	0.008095782385299958	0.008095782385299954	0.10283209055436678	0.5607354883773643	0.28086730149483163	0.8333786087807205	0.8898973754491369	0.1842811601801071	0.3977019526538876	1.8416978034750355	2.7998516847064767	1.8326457142225347	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	-11726.989943310284
50000	-13475.875174315806	-1747.1209928629437	-11728.754181452863	0.008073092693027329	0.008073092693027294	0.0933932741595319	0.8482517651145335	0.486455898245	1.0966004204380932	1.4333872734931246	0.3124859529520295	0.43038747613425793	2.837780533549279	4.1160485226691454	2.853417232598606	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	-11728.754181452863
60000	-13472.789447230505	-1768.5515017859534	-11704.23794544455	0.008178808169429893	0.00817880816942991	0.0755676547078111	0.6714472795522733	0.3566104960748416	1.1127569101013142	1.4300670570261815	0.27452682193813466	0.43461886164929747	2.4580999406194914	3.5083248624707837	2.886174495411108	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	-11704.23794544455
70000	-13470.102540291604	-1733.7338916950698	-11736.368648596534	0.008024762968849146	0.008024762968849098	0.10429240499319696	0.5686141701289814	0.41064143675287484	0.9509207952528499	1.2270204665925601	0.3446455264866448	0.33579453165450673	2.145390377709344	3.1447511071714054	2.2807305999798175	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	-11736.368648596534
80000	-13476.904920375462	-1733.3440344902635	-11743.5608858852	0.0080233640862786	0.008023364086278595	0.12893577577587004	0.5077614295798416	0.4610239274001806	0.8860518318630056	1.1781401850472575	0.23343526174180984	0.4924351674831483	2.0926641206821657	2.885246604210833	2.558033187835191	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	-11743.5608858852
90000	-13471.640780827185	-1740.4459538483432	-11731.194826978843	0.008057437816562898	0.008057437816562794	0.08738304369316034	0.558605385096252	0.29033909449647366	0.964352454919919	1.1876508729834008	0.295427607782553	0.3839014482898527	1.9373382625190638	3.1960250061730795	2.2982029063480107	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	-11731.194826978843
