# BEAST v1.10.5 Prerelease #23570d1
# Generated Tue Apr 16 16:32:50 PDT 2024 [seed=1713310369450]
# -threads 4 -save_every 2000000 -beagle xmls/rep-1-seq-density-0.1-unbiased.xml
state	joint	prior	likelihood	region.clock.rate	region.meanRate	region.rates.0.1	region.rates.0.2	region.rates.0.3	region.rates.0.4	region.rates.1.2	region.rates.1.3	region.rates.1.4	region.rates.2.3	region.rates.2.4	region.rates.3.4	region.indicators.0.1	region.indicators.0.2	region.indicators.0.3	region.indicators.0.4	region.indicators.1.2	region.indicators.1.3	region.indicators.1.4	region.indicators.2.3	region.indicators.2.4	region.indicators.3.4	region.nonZeroRates	region.treeLikelihood
0	-67475.88738891394	-64667.47229055543	-2808.415098358499	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	-2808.415098358499
10000	-3352.4864251444505	-491.4546537457463	-2861.031771398704	0.007494406649775917	0.0074944066497759036	0.3811584985586734	0.7782437986027027	0.915277904319675	1.2705743501121902	1.1962440666628307	0.5897012488850087	0.5954468675221298	0.8485206370420599	1.0922686185288122	1.3912840751103912	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	-2861.031771398704
20000	-3350.184782772541	-525.8582832560077	-2824.326499516533	0.00802629500701853	0.008026295007018545	0.4906654686848448	0.7375071647244811	0.7751495233236624	1.1577946813686446	1.002400275256983	0.7407496247658641	0.7228740312001359	0.9505607659869656	1.1319322829430771	1.3280224901540783	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	-2824.326499516533
30000	-3359.2775702568188	-504.96883448096634	-2854.3087357758523	0.0076769932818622	0.0076769932818621794	0.4730227435446727	0.9589598462851927	1.008373096101223	1.4878464329315508	1.269380978549032	0.8887784669271636	1.0588254014792495	0.5357865943454165	1.4609508640720574	1.6134010529066736	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	-2854.3087357758523
40000	-3348.3643917611334	-521.8665304042452	-2826.4978613568883	0.008022510644121211	0.00802251064412121	0.17040983926095432	0.49208035152797097	0.48061972085773674	0.5098513981032446	0.7584738734397654	0.4377903604178459	0.3910148133929189	0.5164694010249129	0.8785704378160738	0.6555453611391837	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	-2826.4978613568883
50000	-3352.314370423363	-506.4403294466644	-2845.874040976699	0.007714682987596396	0.007714682987596391	0.5392882081815413	0.6480111010667158	0.9230837060839773	1.1804922464300733	1.148242947710084	0.5870503570192264	0.7546162210136907	1.0702152384708388	1.4742134790811434	1.4622475017125192	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	-2845.874040976699
60000	-3353.8333540855037	-473.8109176545632	-2880.0224364309406	0.007221124514030252	0.007221124514030243	0.5522856787676625	0.9190535775300401	0.8129210280379443	1.0792711754025117	1.119250942336113	0.4859365266961705	0.8191246768200361	1.0136409029113416	1.1448594592864616	1.156869997979207	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	-2880.0224364309406
70000	-3351.7598144157396	-506.12545542618915	-2845.6343589895505	0.007688386497789171	0.007688386497789168	0.4259718916259324	1.0753777231642174	1.1687930428853945	1.2633391195150092	1.5930367239550263	0.8161516687816092	0.9235424407167344	0.9793222435987855	1.5702523032056277	1.358764373322792	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	-2845.6343589895505
80000	-3353.153533538769	-515.4162618975699	-2837.7372716411987	0.007867380603520331	0.007867380603520322	0.5273626712254655	0.7886260136479644	0.8460591503191376	0.726167899792833	1.133334331583765	0.7843487862059346	0.9843208280297528	0.7820692643422823	1.099114157421995	1.2091906489172815	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	-2837.7372716411987
90000	-3352.909782955721	-498.00982359308546	-2854.8999593626354	0.00760342449970463	0.007603424499704625	0.37482007195984846	0.5859746290401308	1.0526862739197396	0.9559537296017998	1.1665565549689787	0.8513325754269081	0.7169661328693877	0.8767120656307429	1.0507637525121476	0.9261146522465276	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	-2854.8999593626354
