# BEAST v1.10.5 Prerelease #23570d1
# Generated Tue Apr 16 16:33:14 PDT 2024 [seed=1713310393470]
# -threads 4 -save_every 2000000 -beagle xmls/rep-1-seq-density-0.1-biased.xml
state	joint	prior	likelihood	region.clock.rate	region.meanRate	region.rates.0.1	region.rates.0.2	region.rates.0.3	region.rates.0.4	region.rates.1.2	region.rates.1.3	region.rates.1.4	region.rates.2.3	region.rates.2.4	region.rates.3.4	region.indicators.0.1	region.indicators.0.2	region.indicators.0.3	region.indicators.0.4	region.indicators.1.2	region.indicators.1.3	region.indicators.1.4	region.indicators.2.3	region.indicators.2.4	region.indicators.3.4	region.nonZeroRates	region.treeLikelihood
0	-66855.40483124414	-64048.35836632637	-2807.0464649177716	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	-2807.0464649177716
10000	-2941.14002349946	-349.7737338103706	-2591.366289689089	0.005344471632630115	0.005344471632630124	0.11921902672743175	1.4282959958005506	0.027186977325296888	1.0158697103800736	1.1615622934717684	1.1426854508345754	2.734056920304434	2.1428519392343177	2.5122642257046865	0.5556620811666925	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	6.0	-2591.366289689089
20000	-2930.9905239444042	-344.7899335297151	-2586.200590414689	0.005397530990927576	0.005397530990927568	0.31341448624835644	0.44207225009330825	0.9597527392567682	0.3136687312357246	0.4702314462348278	0.16581118636496958	0.03517880032879208	0.857370818594457	1.102519296207137	0.19854089156950175	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	5.0	-2586.200590414689
30000	-2935.845138532514	-330.4795333231672	-2605.3656052093465	0.00511018294733189	0.00511018294733189	1.462891759976064	0.6564485865938445	0.04644366268456377	2.271617976367229	0.5291863632511014	0.652946963254542	0.7906725308552989	1.0712730406708275	1.2805869147678224	0.21466232276158273	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	5.0	-2605.3656052093465
40000	-2935.826066246509	-337.0151732945015	-2598.8108929520076	0.005169110165697162	0.005169110165697171	0.3197422617753868	1.121548882645923	0.10569540309664821	0.9136594597814037	0.9853157899163985	2.202620191418076	0.41253624421114027	2.0655107582104053	2.565994975876999	0.6349625260212426	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	6.0	-2598.8108929520076
50000	-2931.5516865772966	-331.0913028044768	-2600.4603837728196	0.005147218864897693	0.0051472188648977206	0.6522245388204858	0.4625659170446622	0.0653248685193192	0.25537433176170743	0.49351340495761015	1.5291794163215524	0.9999906621373438	0.9579551560843967	1.218666960176413	0.17291958657476936	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	6.0	-2600.4603837728196
60000	-2932.383377481882	-351.73830949427617	-2580.6450679876057	0.005482434253688543	0.0054824342536885515	0.2327122508310421	0.4366156125523102	0.1955583882253278	0.2691835676239481	0.47872274527912984	1.7261181814016067	0.6216327105442598	1.011908095795195	1.1813930708957896	0.20824641970573773	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	5.0	-2580.6450679876057
70000	-2939.2880529382173	-352.6969900647927	-2586.5910628734246	0.005424678774396777	0.005424678774396775	4.513074375683144	0.4731930159644634	0.003272538014678606	1.7921402988142698	0.5580162951350849	0.008864916471510066	0.5875640978824479	1.067974031326565	1.2204184621688183	0.39463363203376833	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	6.0	-2586.5910628734246
80000	-2938.5563235582235	-343.84007456886957	-2594.716248989354	0.0052672922456261095	0.005267292245626105	0.07360210012834766	1.2496216899806996	0.0014032362246692639	0.3293347950649499	1.3754348925329727	1.51137563638795	1.91892891243651	2.341016543268329	2.8683799590123984	0.5920554698861674	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	5.0	-2594.716248989354
90000	-2935.43629597788	-356.1165720570243	-2579.3197239208557	0.005494694946632359	0.00549469494663236	0.09185086489522071	0.7362314194425311	2.1823427573487177	0.3225046398400972	0.7060473465540659	1.747730209147262	0.6296543197620148	1.4246342317470941	1.7157766705198427	0.39731300225300165	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	5.0	-2579.3197239208557
100000	-2935.0624475882487	-353.00422079162263	-2582.058226796626	0.005450057134506417	0.005450057134506417	3.9472386352301108	0.5798124390310179	0.5473562641470847	0.6939065735364981	0.5128072101441316	0.75428708363145	0.12743420711900533	1.0469072977018827	1.2669818976946332	0.2276007789848764	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	5.0	-2582.058226796626
110000	-2935.993941067381	-368.6607955545122	-2567.3331455128687	0.005732522991319041	0.005732522991319032	0.9807575521335266	0.5944519799998456	0.051818773119047985	0.08569163937743264	0.6226112844825171	0.03917442368806609	0.8217963527782243	1.2228976056704735	1.595628955464634	0.2671622471505527	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	7.0	-2567.3331455128687
120000	-2942.966693152202	-338.5766049383756	-2604.3900882138264	0.005165444502860947	0.005165444502860973	1.7428866320062215	1.0783942891434828	0.5396519759544048	0.6770116794642324	1.3529109716633532	2.0504809141438076	0.4786055644967193	2.230460111947612	2.691986002772515	0.6871918061734705	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	5.0	-2604.3900882138264
130000	-2934.528546533059	-341.7580980556018	-2592.770448477457	0.005287680169821574	0.0052876801698215825	0.10336491717903452	0.4249406663867295	2.074306550197966	1.0951318073570597	0.37633774190813074	2.326706822482306	0.4190949229157034	0.8174352378181675	1.0274688732642059	0.20685410255258763	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	5.0	-2592.770448477457
140000	-2937.950820667227	-339.57103460562774	-2598.3797860615996	0.005230444759711627	0.005230444759711628	0.7369037696150833	0.9831569121599871	0.1655908067746969	0.5740093670174974	1.1596166428471277	0.4962340997557471	1.2213374950872762	1.7967700283207044	2.359940163142265	0.4562411167218425	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	6.0	-2598.3797860615996
150000	-2936.5967687971856	-343.096409352109	-2593.500359445077	0.005264974843216985	0.005264974843216967	0.30990886252645566	1.202887562906192	0.1067193414909211	0.5809281790463227	1.1583492005407585	2.233610161487854	0.24675434077832567	2.1147638773438975	2.7070381493479543	0.5996852599976237	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	6.0	-2593.500359445077
160000	-2942.200503396566	-346.3422571847446	-2595.8582462118216	0.005286501123409255	0.005286501123409251	0.8588509715346364	0.921428641351849	0.06644151012505695	0.032566047866909906	1.026563583842112	3.6145187401675387	0.6998832426366639	2.4177930447086853	2.310725571215176	0.61756389038926	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	7.0	-2595.8582462118216
170000	-2937.9698403599414	-355.80614125778925	-2582.1636991021523	0.00547941036885829	0.005479410368858295	0.760354926978811	1.2694654274281347	0.06100669755571946	0.2189421742431132	1.1132695694596482	0.046863215835232216	0.2661001417146362	2.2597479749445704	3.1203065416287146	0.5427048690882742	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	7.0	-2582.1636991021523
180000	-2930.4673158329015	-333.56053087225206	-2596.9067849606495	0.005180356023977813	0.0051803560239778125	0.7495447337987954	0.4440883186878218	0.027998119281056867	1.5043132781850266	0.43834409956328335	1.0990905081529505	0.02452041304201082	0.953138254918059	1.1280275469557404	0.2230132459288142	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	7.0	-2596.9067849606495
190000	-2941.1850062741332	-347.54655677615443	-2593.638449497979	0.005309077466041674	0.0053090774660416755	0.9074027632561478	1.5182967972122738	0.010754017442567713	0.03598827524346452	1.280904872011549	0.12251565948088876	0.7292381341946881	2.693094809153159	3.7367915727645973	0.594624424487111	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	8.0	-2593.638449497979
200000	-2937.822583034631	-357.10133614568826	-2580.7212468889425	0.005493311873642622	0.005493311873642636	1.3800320456084003	1.2537109115363205	0.30239368970354275	1.4435201610426116	1.0355331525612603	0.15468448633646245	0.41930253402995415	2.1951734965752525	2.3996440899502	0.44355019017714026	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	5.0	-2580.7212468889425
210000	-2938.8876917255957	-341.5558983344093	-2597.3317933911862	0.005268628187176036	0.005268628187176056	0.6854398145643316	0.6393615281861112	0.609253383940992	2.1542126613776786	0.5367936542563846	2.1450292728215254	0.35078123358875785	0.9962910378508959	1.5309474529138938	0.2431890328338603	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	5.0	-2597.3317933911862
220000	-2937.586376046815	-359.47864568478764	-2578.1077303620273	0.0054865756906549625	0.005486575690654946	2.2408454386355703	1.0241598533492482	0.14080178844991442	2.3343276402814683	1.0574568882700655	0.8718654586945892	0.09231930715987796	2.283227809735957	2.4329091951833783	0.3938457354841037	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	7.0	-2578.1077303620273
230000	-2937.298453949876	-337.168262199419	-2600.130191750457	0.0051991725431094525	0.005199172543109467	1.594838726797709	0.63193751212348	0.13081158766582032	1.5221597382661805	0.7854654517748603	1.0223579791543613	0.08223261703327338	1.2776707504970186	1.6036209879552694	0.3419279206719605	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	7.0	-2600.130191750457
240000	-2928.6018172627078	-330.0661108240666	-2598.5357064386412	0.0052018697479184655	0.005201869747918471	0.6993397142663335	0.16677145550545877	0.28865343675227917	0.20871138619089552	0.15357398743653036	0.12742897179585846	0.3066596992619503	0.29468851301967103	0.3661800089571386	0.07096248646868104	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	5.0	-2598.5357064386412
250000	-2930.658864257666	-347.4385215346508	-2583.220342723015	0.005418047655989782	0.005418047655989762	1.5805728500277454	0.3210157062173656	0.01609399150183053	1.0882172851656986	0.376131969821231	0.0800447104102119	0.5909789214196204	0.7292499189099743	0.845118562139253	0.15851486954864857	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	6.0	-2583.220342723015
260000	-2935.3464067011855	-337.6183907900109	-2597.7280159111747	0.005230072811768231	0.0052300728117682296	0.29910108703623023	0.8715147275320037	0.25262026566779294	0.6168222069026142	0.913284608127948	0.4576939476233251	0.7711608342261778	1.7452012416187344	2.011026114767525	0.48805104921519055	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	5.0	-2597.7280159111747
270000	-2933.6873142889935	-331.32084895369997	-2602.3664653352935	0.0051603321780799094	0.005160332178079906	0.4349662014560202	0.6444391250381055	0.12495425294214367	0.21103431560016664	0.7250808737424569	0.22140644524399114	0.07803243051952094	1.5208085506786992	1.85652230055715	0.37899291626662174	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	6.0	-2602.3664653352935
280000	-2943.6532984686955	-350.06158184511537	-2593.5917166235804	0.005338468081725886	0.005338468081725891	1.9127301151444005	1.1264857683278116	2.34717626681381	0.7100276486536152	0.9197169817312164	1.7203419542836307	1.009827064740333	1.8913107539632534	2.014875144583209	0.2654939031455216	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	5.0	-2593.5917166235804
