# BEAST v1.10.5 Prerelease #23570d1
# Generated Tue Apr 16 16:33:49 PDT 2024 [seed=1713310427498]
# -threads 4 -save_every 2000000 -beagle xmls/rep-2-seq-density-0.5-unbiased.xml
state	joint	prior	likelihood	region.clock.rate	region.meanRate	region.rates.0.1	region.rates.0.2	region.rates.0.3	region.rates.0.4	region.rates.1.2	region.rates.1.3	region.rates.1.4	region.rates.2.3	region.rates.2.4	region.rates.3.4	region.indicators.0.1	region.indicators.0.2	region.indicators.0.3	region.indicators.0.4	region.indicators.1.2	region.indicators.1.3	region.indicators.1.4	region.indicators.2.3	region.indicators.2.4	region.indicators.3.4	region.nonZeroRates	region.treeLikelihood
390000	-13877.887714428854	-1948.2211587905724	-11929.666555638281	0.00902575467588562	0.009025754675885657	0.26553287811460186	0.2802187176416436	0.5043219777650761	0.5648909246200949	1.0190958379101993	0.6803627387939458	0.7745181300394486	0.8531754523718587	1.5323433010998206	1.9162829386393565	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	-11929.666555638281
400000	-13870.465120364452	-2009.5448971689932	-11860.920223195459	0.009319023630844215	0.009319023630844222	0.25614050033977503	0.16854242411760395	0.3751232519783804	0.549652101988692	0.76826142638881	0.48369014626434714	0.6544450423777566	0.7222293852485152	1.0720350702430594	1.5314454097840549	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	-11860.920223195459
410000	-13875.040224187214	-1967.408737444522	-11907.631486742692	0.009121847035412191	0.009121847035412254	0.3003288764049232	0.22706738948463515	0.33763565717801886	0.5154469771205219	0.7308456103940374	0.5346868338930881	0.6856819107345203	0.7768843805478663	1.1974649217027333	1.5861225361091902	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	-11907.631486742692
420000	-13871.091429566004	-2003.0492315630324	-11868.042198002971	0.009286642694407298	0.009286642694407307	0.2781334396608928	0.1935461291628068	0.4463204962840245	0.5440894857188009	0.7546663505932654	0.5584072358115867	0.6395581110791408	0.7445463559400799	1.2737673712963085	1.6235837848191068	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	-11868.042198002971
430000	-13872.908457686699	-1977.873484728703	-11895.034972957996	0.009164062679564522	0.009164062679564532	0.3117363212379784	0.2269160720592964	0.457150765724134	0.6376495929049356	0.8668722532420796	0.6503672550650186	0.7253580455068085	0.8713312327989098	1.4838321122750011	2.037799004592209	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	-11895.034972957996
440000	-13880.246058372848	-1915.0465556735094	-11965.199502699339	0.00885631606346884	0.00885631606346887	0.38132557923536625	0.3049639984632835	0.5430444589671672	1.0256730427036362	1.3058214851722694	0.8557832163127735	1.082341613734371	1.342472901203	2.190404324863966	2.660122687154688	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	-11965.199502699339
450000	-13876.055969185678	-2001.6849511107212	-11874.371018074957	0.009274429651650908	0.009274429651650918	0.36267860073669017	0.26045052920174977	0.4333968397762757	0.6533958031871495	0.8266563431522541	0.6790184860613968	0.7587187764444281	0.8202153216790188	1.559387201490439	1.9675521432953131	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	-11874.371018074957
460000	-13880.724352437357	-2044.4110194100754	-11836.313333027281	0.009454361621868206	0.009454361621868227	0.5175606890573439	0.29386078943114496	0.676670034620368	0.9377689990752776	1.4419733041346785	1.051076302880064	1.169000427125063	1.407706923659974	2.161650168868043	2.655959675140486	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	-11836.313333027281
470000	-13879.081081520295	-1988.7129883830016	-11890.368093137293	0.009193546638591864	0.009193546638591857	0.3979107519267679	0.3967927623978006	0.846533895894425	0.9512477993008973	1.3895336525010218	1.0656050098395076	1.2127826428382913	1.379874165742746	2.262345212356694	2.858788471129658	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	-11890.368093137293
480000	-13884.938103024258	-2002.9251085400667	-11882.012994484192	0.009229144759481186	0.009229144759481197	0.6188676697026555	0.4999030366080038	0.951128175577871	1.595477963982453	2.151388692327274	1.3446788948119597	1.7250147986502404	2.025881190641049	3.6329682602799296	4.764916436971484	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	-11882.012994484192
490000	-13886.427740345289	-1971.1847372982004	-11915.243003047088	0.009064202385859508	0.009064202385859504	0.8256620588289282	0.6898759610502575	1.3383791285925302	1.8184121275207326	2.5856107950086344	1.9700606065214148	2.209110933662512	2.2968128664315643	4.188151964050297	5.155457973883488	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	-11915.243003047088
500000	-13884.603995935524	-1993.873282153498	-11890.730713782026	0.009182864685031197	0.009182864685031255	0.7895207293613478	0.462519322602616	1.1547401992324013	1.636134801167418	2.3328085759111725	1.4946769599755612	1.8066290512039862	2.2269846449270396	3.362034949388743	4.955195085750432	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	-11890.730713782026
510000	-13888.043777897283	-1961.614478354483	-11926.4292995428	0.009026127576310543	0.00902612757631055	0.8363712873596267	0.5266022915708657	1.4251018143561258	1.7135786236845396	2.6152371585478935	1.5374959900087042	2.0530075179457845	2.1839572041294772	3.7920107411564095	5.020424074299499	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	-11926.4292995428
520000	-13887.013820791237	-2001.0406959410448	-11885.973124850192	0.009220977220080697	0.009220977220080688	0.7760976913700003	0.6962534964611116	1.2569897575598494	1.339324004697108	2.143670612017604	1.4523350028724036	1.7690056603509368	2.0030687489833583	3.275918054435732	4.4713984225745875	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	-11885.973124850192
530000	-13885.371716944624	-2017.9564013922777	-11867.415315552347	0.009302309249518113	0.009302309249518128	0.7008092446859657	0.4883428123635828	1.0970347667320002	1.3090313773191495	2.097234493369401	1.3601988950225563	1.970622150317171	1.7486804398437958	3.3707429884295763	4.448514856229659	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	-11867.415315552347
540000	-13881.583736058665	-2013.6654965454268	-11867.918239513237	0.009308316918493917	0.009308316918493981	0.4861159968230837	0.39179315202190623	0.728417355941712	1.0488649384519246	1.5002589210196933	0.9238385567866096	1.189406422549745	1.726414091097045	2.1351114437012244	2.87680149211203	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	-11867.918239513237
550000	-13877.077650834313	-2000.3663489556673	-11876.711301878646	0.009240225202928498	0.009240225202928503	0.5769387625989005	0.37046748736624946	0.7504784132051144	1.200856661838763	1.683023195365412	1.095355856458675	1.3427350491335255	1.4298543386776523	2.6357897927498204	3.2806487142597645	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	-11876.711301878646
560000	-13881.606045791868	-1936.824639611557	-11944.781406180311	0.008935639214366997	0.00893563921436699	0.5745784705382827	0.4540149100383978	0.9613443160721601	1.3710857732706216	1.7505495676197946	1.261202998063949	1.4549449569170894	1.592820104590347	3.0521010083835396	3.9211206788694994	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	-11944.781406180311
570000	-13882.531740114035	-1996.2672989607324	-11886.264441153302	0.009214024266791056	0.009214024266790997	0.567980831804221	0.42158535865282576	0.9901301159415682	1.1868079879585463	1.7493357489404688	1.3049618565006647	1.5197674870786264	1.4784424432628334	2.741492322496213	3.9469422269035777	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	-11886.264441153302
580000	-13881.553122200445	-1937.8205949231087	-11943.732527277336	0.008947013000479358	0.00894701300047933	0.529812721789513	0.4315072423979086	0.9009667300208399	1.0514922511645661	1.6963792544609764	1.1582246080745773	1.4777134284828588	1.6357803876252222	2.588842553063978	3.470512775636795	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	-11943.732527277336
590000	-13878.607070074271	-1981.3452796641568	-11897.261790410113	0.009157008695844949	0.009157008695844989	0.5967717118112751	0.3861809274699123	0.726402839849575	1.0449032677231191	1.39110849220806	1.0047052599291704	1.2308838183645177	1.3772231343442558	2.2734622344425173	3.2276992989441067	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	-11897.261790410113
600000	-13879.66055279932	-1996.4685932125342	-11883.191959586786	0.009233787850550589	0.00923378785055059	0.4859902044371984	0.4095479764846778	0.7806062748349893	0.9912961072983244	1.230973687548847	0.9111821595555869	1.1309613005775472	1.2743423624248948	1.9436152520545495	2.695663508728117	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	-11883.191959586786
610000	-13876.322587041794	-1935.5904753049258	-11940.732111736868	0.008965066252636924	0.008965066252637042	0.3298859595602241	0.26317030275419173	0.48085107622239803	0.7931204747941673	0.9224349977741074	0.6727690107476425	0.901303171151545	0.8825874515043141	1.4526002474257427	2.125986430044079	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	-11940.732111736868
620000	-13872.939740927191	-1952.7990689245444	-11920.140672002646	0.009049223366279637	0.009049223366279637	0.3295249477738961	0.2295097430394568	0.4994877997013797	0.618940960859766	0.8905740407834262	0.5303548432036299	0.7450251134231359	0.904910803547908	1.333903420011921	1.8342246809911642	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	-11920.140672002646
630000	-13871.33274425418	-2001.8759173938213	-11869.456826860358	0.009273683960071118	0.009273683960071078	0.30645675365415104	0.24986676637979804	0.5289577207781144	0.7016258808283555	0.9565457181076121	0.6277705921717943	0.8227378219827102	0.9746045919938707	1.5223568781933066	1.9820404915807135	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	-11869.456826860358
640000	-13871.809360909345	-2029.5285211832377	-11842.280839726107	0.009402138135900894	0.00940213813590091	0.30645675365415104	0.24986676637979804	0.5289577207781144	0.7016258808283555	0.9565457181076121	0.6277705921717943	0.8227378219827102	0.9746045919938707	1.5223568781933066	1.9820404915807135	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	-11842.280839726107
650000	-13871.925810832645	-1930.5364855835942	-11941.38932524905	0.00894229418477944	0.008942294184779471	0.30645675365415104	0.24986676637979804	0.5289577207781144	0.7016258808283555	0.9565457181076121	0.6277705921717943	0.8227378219827102	0.9746045919938707	1.5223568781933066	1.9820404915807135	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	-11941.38932524905
660000	-13871.487341793652	-1962.8306951317354	-11908.656646661917	0.009092308606882333	0.009092308606882418	0.30645675365415104	0.24986676637979804	0.5289577207781144	0.7016258808283555	0.9565457181076121	0.6277705921717943	0.8227378219827102	0.9746045919938707	1.5223568781933066	1.9820404915807135	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	-11908.656646661917
670000	-13872.023194336596	-1938.3736031218743	-11933.649591214722	0.008979107136297973	0.008979107136297987	0.30670900950424806	0.2650819902673376	0.46656668924202543	0.748528497558568	0.9495186470761288	0.6135218335573273	0.8165299390104269	0.8855020841999675	1.520097253103471	2.013139447035369	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	-11933.649591214722
