# BEAST v1.10.5 Prerelease #23570d1
# Generated Tue Apr 16 16:33:57 PDT 2024 [seed=1713310435176]
# -threads 4 -save_every 2000000 -beagle xmls/rep-2-seq-density-0.5-biased.xml
state	joint	prior	likelihood	region.clock.rate	region.meanRate	region.rates.0.1	region.rates.0.2	region.rates.0.3	region.rates.0.4	region.rates.1.2	region.rates.1.3	region.rates.1.4	region.rates.2.3	region.rates.2.4	region.rates.3.4	region.indicators.0.1	region.indicators.0.2	region.indicators.0.3	region.indicators.0.4	region.indicators.1.2	region.indicators.1.3	region.indicators.1.4	region.indicators.2.3	region.indicators.2.4	region.indicators.3.4	region.nonZeroRates	region.treeLikelihood
200000	-13908.622461465526	-1719.4310558732116	-12189.191405592313	0.00795484495810168	0.007954844958101663	0.04812318509231856	0.8096452467218775	0.22043233472712082	0.36189790645629216	0.8402111999362972	0.15156282978337518	0.16165551448785362	1.5486230287651577	1.8785877441015413	1.4737408740561173	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	-12189.191405592313
210000	-13914.078100377841	-1751.5108160341276	-12162.567284343713	0.00808762559125882	0.008087625591258776	0.095633533908227	1.051734271980183	0.23341959057207823	0.5707248061828986	1.2421483312269177	0.21859044192237637	0.2952381979529653	2.4254987517265936	2.538925627892086	2.272960709531681	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	-12162.567284343713
220000	-13910.097679598486	-1738.3595176680628	-12171.738161930423	0.008033121851372109	0.008033121851372118	0.05188998224987275	1.0104973820395866	0.23567063403847388	0.5767455493050717	1.038984142059749	0.22038826274685994	0.21755442836826022	2.040580242092421	2.245643325723558	1.9073757126984168	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	-12171.738161930423
230000	-13918.333446296216	-1773.6227386386586	-12144.710707657558	0.008164905113963174	0.008164905113963153	0.10545386123908472	1.600046035845445	0.39717952727375	1.0102288634259171	2.0471528876106926	0.23751337200008335	0.23310260027082436	3.2955652557677553	4.154477909029457	3.3135905287856535	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	-12144.710707657558
240000	-13914.254128072378	-1765.2998497949375	-12148.95427827744	0.008132742269803603	0.008132742269803607	0.13294060666732	1.378080749533117	0.45214545382099175	0.8464588484351085	1.6935244076742322	0.2856064602267242	0.39653302803448404	3.0821085807665924	3.80088549147511	2.9378669807791806	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	-12148.95427827744
250000	-13915.723723461213	-1810.3731572985798	-12105.350566162633	0.008347697636059524	0.008347697636059545	0.07130741219976099	1.369718521506268	0.35530626306847657	0.645795398030162	1.5582956864140547	0.34310487483573004	0.26036472927292614	3.0396224713287316	3.3668334356721243	2.7220748654477975	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	-12105.350566162633
260000	-13903.544341572353	-1767.029922655629	-12136.514418916724	0.008184807515076166	0.008184807515076189	0.030299579969208932	0.5031969821881703	0.15428526722621097	0.3574848750545156	0.6327089380926922	0.08921779267731797	0.11413746906425142	1.1561212258779756	1.3319712561036454	1.1408581510405003	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	-12136.514418916724
270000	-13910.107699652413	-1852.067708818224	-12058.03999083419	0.008579100740472155	0.008579100740472176	0.01766732770140656	0.5308589258299526	0.1484537839317654	0.3268202363344684	0.5793513279229556	0.07202949086753135	0.1536168318379017	1.228736009236785	1.3438547134248318	1.1325865941711537	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	-12058.03999083419
280000	-13912.818896151295	-1789.814599210902	-12123.004296940393	0.008271885135341099	0.00827188513534109	0.03837456098369332	0.9063252140369681	0.2916499382917554	0.5454033058896208	1.069327197525096	0.157275576064975	0.28241215610001486	1.837693117929789	2.5735524150809783	1.8179257686448893	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	-12123.004296940393
290000	-13914.079333978649	-1808.9893533282552	-12105.089980650393	0.008334578107760416	0.008334578107760395	0.1111961340590616	1.3697498679550792	0.4237232650800354	0.9658915459757582	1.7199290807533607	0.33159104360765307	0.37735801119114276	2.9510908456676717	3.665958080753436	3.2608546336863697	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	-12105.089980650393
300000	-13913.486652038915	-1728.236175331713	-12185.250476707202	0.007978917090397076	0.00797891709039711	0.05289502089024517	1.0183850761197504	0.22013424047351535	0.6842205826186638	1.2138101019832623	0.22372541903299753	0.20260705803986992	2.462460878318674	2.7001914503927935	2.330870136331577	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	-12185.250476707202
310000	-13909.076776337524	-1760.532794853765	-12148.54398148376	0.008143068813881181	0.008143068813881186	0.032726741544491615	0.7199772330896149	0.24951574030748222	0.42926854482966564	0.8463262509639901	0.13482404740099566	0.2066194109940025	1.5857566533214493	2.112450856894448	1.6950917744818317	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	-12148.54398148376
320000	-13906.62885239488	-1772.9806661642076	-12133.648186230674	0.008208057476681378	0.008208057476681367	0.029175703116657792	0.6279193553713889	0.2252135738288943	0.3226634059824077	0.7176192230207401	0.13317812846103502	0.12121684433295479	1.2729617398587867	1.6717777654112704	1.3263126880456346	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	-12133.648186230674
330000	-13906.31308619937	-1732.6207932471896	-12173.69229295218	0.008014234298044725	0.008014234298044738	0.04606739230446477	0.7982965139430143	0.1610698891159821	0.4638490577633914	0.8518863383506687	0.1260372056014087	0.19847117296671216	1.5900376802995675	2.0140966767902264	1.6292141823260993	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	-12173.69229295218
340000	-13910.190976687549	-1710.175988412509	-12200.01498827504	0.007907074165398912	0.00790707416539887	0.023217831109285766	0.8779287289104734	0.23692953119958562	0.4415226806341653	0.9817250619988901	0.10529412906737846	0.2004159452499631	1.7666952309492467	2.0880811478988166	1.817688486713572	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	-12200.01498827504
350000	-13915.270550727802	-1803.6687196529333	-12111.60183107487	0.008333157803112813	0.008333157803112844	0.08582000843478013	0.9505610772848523	0.3193172331639552	0.5758530201664336	1.2261324015331418	0.0961555620833084	0.23140508063985457	2.01692276052369	2.7268870696820526	1.93388888780502	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	-12111.60183107487
360000	-13909.777610789935	-1794.94148737423	-12114.836123415706	0.008292965028072042	0.008292965028071973	0.09824131545787824	0.9823656671844321	0.2980473794493933	0.6211023391533571	1.1137975375083937	0.1651480664412292	0.2858249473365495	2.1132871515416207	2.464532108525177	1.959402007980624	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	-12114.836123415706
370000	-13912.773253619067	-1774.6286209310617	-12138.144632688005	0.008195325711103655	0.008195325711103667	0.08550991215907258	1.0047061732681746	0.2740583328474968	0.6387106743212564	1.2094556979403082	0.24497337185227047	0.3574917570810039	2.295317330909646	2.6645592115919468	2.066340378835885	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	-12138.144632688005
380000	-13914.4733092348	-1797.0457813230223	-12117.427527911777	0.008300270195132943	0.00830027019513294	0.1215852536611974	1.2194491631864541	0.20248401339343555	0.5958148298236876	1.3411888534614755	0.26683547773278365	0.2722892497660265	2.3415977536032	2.865482963616216	2.3205243493138443	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0	-12117.427527911777
390000	-13916.704353822683	-1721.5986826888902	-12195.105671133793	0.007941535195263846	0.007941535195263846	0.11464288296062011	1.1262911153012307	0.36862359199028466	0.6749394814042635	1.3583371555705865	0.3533819818618346	0.269652409532889	2.582850231397388	3.024118824684739	2.6590480485793555	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	-12195.105671133793
400000	-13921.34538714537	-1706.4809602985442	-12214.864426846825	0.007871647599950387	0.00787164759995045	0.08778179478256587	1.2847967825839748	0.24894957280506108	0.7816041596104701	1.4037857747664062	0.14603652276454707	0.4163876383158522	2.8158551054711514	2.9583311264365353	2.339443151162231	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	-12214.864426846825
410000	-13915.665226997522	-1853.3583962633415	-12062.30683073418	0.008550667213787276	0.008550667213787274	0.07555398309617842	1.2776619096114226	0.3983377067040584	0.7981941343818646	1.4655421699232947	0.16926845481985756	0.2325553975724083	2.5761303273039706	3.355195828551304	2.6067771548923186	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	-12062.30683073418
420000	-13912.25391616677	-1796.4113387202517	-12115.842577446518	0.008300227056292362	0.00830022705629231	0.06858434622499937	0.9977853943722846	0.22316399751263544	0.4717912216919565	1.1166500033969027	0.19540054401213688	0.31247039492458306	1.9809877209201745	2.479157293624924	2.159828904507549	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	-12115.842577446518
430000	-13910.455503159155	-1810.804049386682	-12099.651453772474	0.008367953190196667	0.008367953190196651	0.0544446246403686	0.9287387775265852	0.30651425129717047	0.4988571928177491	1.1172762812609711	0.15174467380120388	0.30929302353259186	2.0618103622109225	2.3919500822829125	1.9753559492366957	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	-12099.651453772474
440000	-13910.494066260959	-1721.0826293034943	-12189.411436957465	0.007957617959889201	0.007957617959889177	0.047455753811475	0.8385395763757524	0.1862863359117086	0.4715904677691761	0.9360007323619915	0.2310089117996951	0.15167228629773746	1.8495063994193064	2.130375789938691	1.7057175764629593	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	-12189.411436957465
450000	-13910.321855333654	-1799.6342781425471	-12110.687577191107	0.008325999657208698	0.008325999657208679	0.03569545172355305	0.7951029227579236	0.23700602394261203	0.33910026435266843	0.7924357869566138	0.16037226290952122	0.14806147435305095	1.6164880634961285	1.9056765165272647	1.6419428926630208	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	-12110.687577191107
460000	-13910.908577009119	-1779.170051155696	-12131.738525853423	0.008215015250076672	0.00821501525007664	0.04272885451353384	1.082421608177575	0.3049831681286168	0.6341694076513426	1.315872633645622	0.1933639221415495	0.16662965903132226	2.305615011791283	2.9126080476610703	2.178847692544507	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	-12131.738525853423
470000	-13909.555050144045	-1753.9729598937713	-12155.582090250273	0.008108700728276463	0.008108700728276427	0.035699444880188634	0.7788263235138108	0.1822697921568403	0.5888256700406996	0.9949617067087975	0.1276551534864841	0.17451370860768922	1.8738662299261306	2.2472069448956136	1.8591106951808405	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	-12155.582090250273
480000	-13914.234841164298	-1745.850967699839	-12168.38387346446	0.008052877512168419	0.008052877512168433	0.08166039482746897	1.1325396605707236	0.4717290176392412	0.6648711371999013	1.533532791176326	0.18305080953111486	0.2923742231480387	2.6246210598578488	3.2242424375136673	2.568564128677297	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	-12168.38387346446
490000	-13917.146590445265	-1724.9808483812292	-12192.165742064037	0.007946222254770036	0.007946222254770026	0.03965099468714408	1.5056659025833246	0.32253904529464933	0.8810784813968072	1.724121673404091	0.35895668565564215	0.19874025921106617	3.0411758649048757	3.8228529792982235	3.0086709603506745	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	-12192.165742064037
500000	-13914.938444613113	-1802.1840466152296	-12112.754397997884	0.00831743952326687	0.00831743952326682	0.017416957190862385	1.0867059903805945	0.41622993078539966	0.7697510844672042	1.4309791974415758	0.14287627478973833	0.2860337448910079	2.582287522714675	2.9075814664861004	2.4274535534996744	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	-12112.754397997884
510000	-13911.159237149033	-1771.1460507417182	-12140.013186407316	0.00819192987904596	0.008191929879045937	0.050177674261479545	0.6933835992434026	0.1622938952001826	0.5538579463203398	0.9575147071909895	0.14405856501706202	0.14811436208287043	1.6739889021402825	2.054459135755536	1.6528883984986433	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	-12140.013186407316
520000	-13915.849136467506	-1848.3945614486604	-12067.454575018846	0.008542094650486722	0.008542094650486736	0.10504734449961443	1.0055920850483375	0.29189957911654824	0.5663720407803055	1.1427338127561733	0.2651359608569561	0.2064656003854881	1.9597456437881002	2.381348611335526	1.915373540016797	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	-12067.454575018846
530000	-13910.153271061474	-1774.1486908799875	-12136.004580181487	0.008199714724764677	0.008199714724764648	0.04859128487973253	0.8789129937039508	0.2588484934583914	0.45036407831886843	1.0348555162120407	0.14641290188964595	0.18243867475890002	2.051228376055824	2.350518395744805	2.012695096005677	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	-12136.004580181487
540000	-13915.388629136924	-1722.734435272313	-12192.654193864611	0.007967553393842761	0.007967553393842726	0.058415260717442415	0.7012843762522035	0.1938410421763866	0.5753351076507865	0.881449004846038	0.10416469933271867	0.2080806328478654	1.8013510091299438	1.8334363793225412	1.7003789086517478	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	-12192.654193864611
550000	-13913.585852828013	-1867.9206490503873	-12045.665203777626	0.008643794644667043	0.008643794644667054	0.08541099135535485	0.6346511782045302	0.2506693610900833	0.49146069183802954	0.7086724801389809	0.15615279725170145	0.21282600140480204	1.4420032880971052	1.7928273489015496	1.6636052091314573	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	-12045.665203777626
560000	-13911.909557454368	-1778.6265913349625	-12133.282966119405	0.008225351517470812	0.008225351517470836	0.049028130628119525	0.7879901925146924	0.26541887801130004	0.5206248290335282	0.9881337342890699	0.16267293651388964	0.2251554281844752	1.7103961401893009	1.854465132018098	1.8012662526812784	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	-12133.282966119405
570000	-13909.397661500501	-1782.0723353734797	-12127.325326127022	0.008238858167768565	0.008238858167768547	0.026173033875165983	0.8328481108681912	0.24900120102565085	0.5558365811834408	1.116601768224879	0.15682703513934523	0.19120785995105294	1.7678841624235069	2.1505123571878864	1.8518020344701336	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	-12127.325326127022
580000	-13916.626319243238	-1777.8952350052218	-12138.731084238016	0.0082033691163594	0.008203369116359339	0.03430112064402129	1.1639304938993578	0.36823481120952056	0.853392770889799	1.4702165642736018	0.23192754685888645	0.3573431462736184	2.246020436735429	3.1912835472115635	2.4568264581332677	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	-12138.731084238016
590000	-13912.38597939907	-1766.4476124354433	-12145.938366963628	0.008157788140754234	0.008157788140754144	0.3038346282080847	1.1409640480663015	0.33937934038158657	0.5883363790036075	1.316863270908234	0.1872999407817558	0.3266118008544072	2.407953621723764	2.7617822718542624	2.2969616279406693	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0	-12145.938366963628
600000	-13912.474295951502	-1792.374755375204	-12120.099540576299	0.008263347086257365	0.008263347086257363	0.07704038117388849	1.3050534031576506	0.347657423656757	0.8348857000784778	1.5844028532378902	0.33864464096212726	0.3486344258195776	2.8742798095822466	3.4942222011405892	2.7161817681536267	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	-12120.099540576299
610000	-13916.478178639665	-1790.8401120336202	-12125.638066606045	0.008250154349422488	0.008250154349422452	0.10411508473857446	1.2525292359131006	0.4532367833947451	0.8953312745939321	1.624354122899569	0.41034284566913415	0.34566932106321774	3.2109938724909624	3.8393104248277594	3.0949918149846924	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	-12125.638066606045
620000	-13911.222428475674	-1750.9352255590125	-12160.287202916661	0.008085485991588485	0.008085485991588464	0.0828742644160403	0.9976403248753725	0.37406535748460046	0.5778519552812991	1.276584316894004	0.15155522367819152	0.23123769737611075	2.3096945960932604	2.6479529303015714	2.181153721787413	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	-12160.287202916661
630000	-13912.94592195925	-1764.1355190694578	-12148.810402889792	0.008135250579852652	0.008135250579852645	0.05871264574728768	1.302804263431476	0.3132092423419127	0.6983464576845196	1.4247445080013061	0.3035667165008196	0.2596849880516277	2.761836219752889	3.47715966611066	2.7009305385830986	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	-12148.810402889792
640000	-13917.750192171514	-1804.6662816957207	-12113.083910475792	0.008319192836778257	0.008319192836778193	0.07387575240661515	1.4884447796480629	0.40623245554709186	0.5707933535346846	1.6142905553436198	0.19332573480633206	0.3937711760446905	2.9265969413874826	3.585941385041132	2.9182436049951126	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	-12113.083910475792
650000	-13909.789458355015	-1800.6856229593332	-12109.103835395683	0.008329578666885431	0.008329578666885341	0.06580891500073428	0.7116092989176025	0.18820140577381866	0.5484503774048914	0.938871935827049	0.18039375940368682	0.14002437530248102	1.534198033156915	1.9319598901912318	1.7120320478582063	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	-12109.103835395683
660000	-13910.733502158495	-1776.936393587162	-12133.797108571333	0.008214907069030402	0.008214907069030403	0.06461933897379918	0.8975248253107173	0.21283688893748479	0.46291041340253	1.0085849471989101	0.15576170121743332	0.15073025929048645	1.8797590487228106	2.1536424491799577	1.940537755345197	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	-12133.797108571333
670000	-13911.978422581704	-1818.1813791577201	-12093.797043423983	0.00839023467027784	0.00839023467027784	0.09029086998735297	1.2463019968657258	0.32909816239562784	0.7734031197259028	1.3609536209992033	0.27611582869038653	0.2864468789705439	2.3763211571804117	3.0845894860376877	2.5456537815228564	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	-12093.797043423983
