# BEAST v1.10.5 Prerelease #23570d1
# Generated Tue Apr 16 16:33:29 PDT 2024 [seed=1713310408127]
# -threads 4 -save_every 2000000 -beagle xmls/rep-2-seq-density-0.1-biased.xml
state	joint	prior	likelihood	region.clock.rate	region.meanRate	region.rates.0.1	region.rates.0.2	region.rates.0.3	region.rates.0.4	region.rates.1.2	region.rates.1.3	region.rates.1.4	region.rates.2.3	region.rates.2.4	region.rates.3.4	region.indicators.0.1	region.indicators.0.2	region.indicators.0.3	region.indicators.0.4	region.indicators.1.2	region.indicators.1.3	region.indicators.1.4	region.indicators.2.3	region.indicators.2.4	region.indicators.3.4	region.nonZeroRates	region.treeLikelihood
0	-66868.04339833144	-63963.137528166786	-2904.905870164659	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	-2904.905870164659
10000	-2913.432952908529	-352.05726839527057	-2561.3756845132584	0.005504467213200044	0.005504467213200072	0.002024515111021294	0.2561126722552926	0.04243964237322121	0.13937537453921067	0.4348781760462687	1.289163212973424	0.044779834226008015	0.7014792221797153	0.7975048965127385	0.3705436853787979	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	8.0	-2561.3756845132584
20000	-2922.50592297186	-346.7429548189995	-2575.7629681528606	0.0052856945134443604	0.00528569451344436	1.2305956626384187	1.1238806584059093	0.3931174543199077	0.37418210666216073	1.8906056530253161	0.5284402629545912	0.17763043571452658	3.5179202544038186	3.8856841635462795	0.3464952696612089	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	7.0	-2575.7629681528606
30000	-2910.9238600983144	-345.35203172861577	-2565.571828369699	0.005382988383534167	0.0053829883835341645	1.012922475761964	0.4089896816690822	0.0689044001673666	0.15699148947866606	0.6150697558433549	0.22577556428855533	0.7256046048976339	1.0453443941043974	1.2678120299527857	0.3188736791423074	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	7.0	-2565.571828369699
40000	-2914.2066083967384	-346.49891665687807	-2567.7076917398604	0.005362952275361936	0.005362952275361945	1.2103502939135138	0.486030015014808	0.0914307445813144	0.14366719236280479	0.6863208620290129	0.6571215809416834	1.303741397005913	1.4780615733812117	1.61644759511111	0.6032326331363953	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	7.0	-2567.7076917398604
50000	-2920.2767796824487	-379.52811795540435	-2540.7486617270442	0.005864785789503034	0.005864785789503055	0.5253970936129363	0.49302427350337125	0.1413416101182324	0.15312028889163393	0.9763482007903128	0.9189006845127696	1.8233738601692542	1.5623476824674007	1.7837855179837194	0.7895535160232213	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	7.0	-2540.7486617270442
60000	-2924.1456757646747	-355.6830697766563	-2568.4626059880184	0.005414366734161789	0.0054143667341617924	5.265430679865446	0.7389170660904001	0.24979665963856762	0.4592408003103751	1.068832399180361	0.19634801329889517	1.775319901813181	1.7260859420258075	2.1413802883908364	0.5463330905734664	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	7.0	-2568.4626059880184
70000	-2921.8930176190374	-368.43260430092135	-2553.460413318116	0.005608614045902547	0.005608614045902543	1.698163108528304	0.9674371386451536	0.26729438762887076	0.2960597890360393	1.6173525741877275	1.0494434677249065	2.23400752777469	2.459963053927962	3.168637770822279	0.71856621006468	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	7.0	-2553.460413318116
80000	-2919.873816224477	-345.85286230952494	-2574.0209539149523	0.005326936334846062	0.005326936334846064	0.487391047535711	0.9555535393801569	0.38007384748319645	0.16288844398044114	1.3452242246959512	0.004900831006732842	0.8638707907878024	2.6198603771769444	3.114751916260501	0.5621417628175147	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	6.0	-2574.0209539149523
90000	-2915.3432168466	-357.16348162355706	-2558.1797352230433	0.00555636470511566	0.005556364705115681	0.17071385478262743	0.37415096328260966	0.12970838770832804	0.07419698425096277	0.6637298811550665	1.8119839292025495	0.023632341163741785	1.0357959074319711	1.227121571001321	0.3497957385587522	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	8.0	-2558.1797352230433
100000	-2915.9435246847547	-325.2455198464018	-2590.698004838353	0.005068543338631447	0.005068543338631451	0.6096216260103903	0.3677174359703066	0.25610375535159496	0.04610268099993771	0.4538613873623742	1.562777542743887	0.9330352377572704	0.9289495005707866	1.0326717437830042	0.24830505747145787	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	6.0	-2590.698004838353
110000	-2911.3698931996937	-345.36379969956903	-2566.0060935001247	0.005388551333574005	0.0053885513335740105	0.6024215821826251	0.4062211801253966	0.12907391751480585	0.19257605330657146	0.6018150901936793	0.24353420429947975	0.4957556790043752	1.0863163555894	1.4259282232739852	0.318130765383348	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	7.0	-2566.0060935001247
120000	-2916.9920987457085	-362.1500567255679	-2554.8420420201405	0.005609707215018878	0.005609707215018884	0.11984760352754653	0.45818868234865645	0.12112184346028225	0.20148559605292818	0.7542187083593175	2.8521334126787146	0.3306492356191611	1.4084919125876738	1.6825340176123955	0.19569770797242927	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	7.0	-2554.8420420201405
130000	-2919.632405372951	-382.0906533045465	-2537.5417520684045	0.005859943889829502	0.005859943889829517	0.8573311677207102	1.193147872007892	0.240674074001131	0.32131560226598554	1.5867332556869844	0.010888861022442055	0.3288656844704841	2.74906453237914	3.739358440783707	1.012414867327796	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	7.0	-2537.5417520684045
140000	-2917.868457337542	-345.31305186504187	-2572.5554054725003	0.005289014120022538	0.005289014120022554	0.47612375922380484	1.0320248683562383	0.2720887472660356	0.41620158129209195	1.6699418971091167	0.006167769290196257	0.08051457631046977	3.52484082617735	3.7162598251331915	0.6318728741569506	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	7.0	-2572.5554054725003
